time loss loss_std gain gain_std areagrowthrate
0 0 0 0 0 1.5574935
100000 0 0 6.6666667e-06 9.4280904e-06 1.5574935
200000 0 0 1.3333333e-05 9.4280904e-06 1.5574935
300000 0 0 0 0 1.5574935
400000 2e-05 0 1e-05 0 1.5574935
500000 0 0 3.3333333e-06 4.7140452e-06 1.5574935
600000 0 0 6.6666667e-06 9.4280904e-06 1.5574935
700000 2e-05 0 2.3333333e-05 1.6996732e-05 1.5574935
800000 0 0 3.3333333e-05 4.7140452e-06 1.5574935
900000 2e-05 0 3.6666667e-05 4.7140452e-06 1.5574935
1000000 0 0 6.3333333e-05 1.2472191e-05 1.5574935
1100000 2e-05 0 4.6666667e-05 1.2472191e-05 1.5574935
1200000 0 0 6e-05 8.1649658e-06 1.5574935
1300000 1.3333333e-05 9.4280904e-06 0.00014 2.4494897e-05 1.5574935
1400000 2.3333333e-05 4.7140452e-06 9.6666667e-05 1.6996732e-05 1.5574935
1500000 6.6666667e-06 9.4280904e-06 0.00012333333 1.2472191e-05 1.5574935
1600000 2.6666667e-05 9.4280904e-06 0.00013 8.1649658e-06 1.5574935
1700000 2.6666667e-05 9.4280904e-06 0.00017333333 3.681787e-05 1.5574935
1800000 3e-05 8.1649658e-06 0.00018666667 4.7140452e-06 1.5574935
1900000 4e-05 0 0.00011333333 3.8586123e-05 1.5574935
2000000 3.6666667e-05 4.7140452e-06 0.00025333333 3.3993463e-05 1.5574935
2100000 3.3333333e-05 9.4280904e-06 0.00014333333 1.8856181e-05 1.5574935
2200000 4e-05 1.6329932e-05 0.00027333333 4.1096093e-05 1.5574935
2300000 4.3333333e-05 2.8674418e-05 0.00029666667 4.7140452e-05 1.5574935
2400000 1.6666667e-05 1.2472191e-05 0.0003 4.8989795e-05 1.5574935
2500000 2e-05 8.1649658e-06 0.00038 3.7416574e-05 1.5574935
2600000 5.6666667e-05 4.4969125e-05 0.00029666667 3.3993463e-05 1.5574935
2700000 7.6666667e-05 1.6996732e-05 0.00038 7.788881e-05 1.5574935
2800000 4.3333333e-05 2.3570226e-05 0.00033666667 1.2472191e-05 1.5574935
2900000 4.3333333e-05 3.3993463e-05 0.00045666667 0.00010656245 1.5574935
3000000 0.0001 8.1649658e-06 0.00041666667 7.0395707e-05 1.5574935
3100000 6.3333333e-05 2.0548047e-05 0.00054 8.6023253e-05 1.5574935
3200000 7e-05 2.1602469e-05 0.00067 0.0003102687 1.5574935
3300000 7e-05 3.7416574e-05 0.00068666667 0.00023471022 1.5574935
3400000 0.00011666667 1.6996732e-05 0.00088666667 0.00026960877 1.5574935
3500000 0.00014 4.2426407e-05 0.00090333333 0.00016659999 1.5574935
3600000 0.0001 2.4494897e-05 0.0009 0.00038738439 1.5574935
3700000 0.00012 3.5590261e-05 0.0010833333 0.0003227314 1.5574935
3800000 0.0001 5.3541261e-05 0.00136 0.00042481368 1.5574935
3900000 0.00017333333 4.4969125e-05 0.00161 0.00057567352 1.5574935
4000000 0.00017666667 7.3181661e-05 0.0016266667 0.00053605555 1.5574935
4100000 0.00022333333 4.6427961e-05 0.0020233333 0.00080970502 1.5574935
4200000 0.00018666667 2.6246693e-05 0.00244 0.0008853248 1.5574935
4300000 0.00018666667 4.9888765e-05 0.00273 0.00091727858 1.5574935
4400000 0.00025666667 2.6246693e-05 0.0033266667 0.0013645349 1.5574935
4500000 0.0003 5.7154761e-05 0.0041566667 0.0015454305 1.5574935
4600000 0.00024666667 9.8770216e-05 0.0049033333 0.0018919009 1.5574935
4700000 0.00029 6.9761498e-05 0.00607 0.0026410604 1.5574935
