time loss loss_std gain gain_std areagrowthrate
0 0 0 0 0 1.1322073
100000 0 0 1.3333333e-05 9.4280904e-06 1.1322073
200000 0 0 6.6666667e-06 9.4280904e-06 1.1322073
300000 0 0 0 0 1.1322073
400000 2e-05 0 6.6666667e-06 4.7140452e-06 1.1322073
500000 0 0 1.3333333e-05 1.8856181e-05 1.1322073
600000 0 0 0 0 1.1322073
700000 2e-05 0 1e-05 1.4142136e-05 1.1322073
800000 0 0 2e-05 1.6329932e-05 1.1322073
900000 2e-05 0 2.6666667e-05 1.6996732e-05 1.1322073
1000000 0 0 3.3333333e-05 1.6996732e-05 1.1322073
1100000 0 0 5.3333333e-05 1.6996732e-05 1.1322073
1200000 2e-05 0 7e-05 1.4142136e-05 1.1322073
1300000 0 0 9.3333333e-05 3.2998316e-05 1.1322073
1400000 3.3333333e-06 4.7140452e-06 9e-05 4.0824829e-05 1.1322073
1500000 2.6666667e-05 9.4280904e-06 0.00011333333 3.2998316e-05 1.1322073
1600000 1.6666667e-05 1.2472191e-05 8.6666667e-05 4.9888765e-05 1.1322073
1700000 1e-05 8.1649658e-06 0.00012333333 8.2192187e-05 1.1322073
1800000 3.6666667e-05 4.7140452e-06 0.00015 2.1602469e-05 1.1322073
1900000 2.6666667e-05 9.4280904e-06 0.00010666667 7.3181661e-05 1.1322073
2000000 4e-05 1.6329932e-05 0.00010666667 4.4969125e-05 1.1322073
2100000 2e-05 0 0.00016 4.3204938e-05 1.1322073
2200000 3.3333333e-05 9.4280904e-06 0.0002 7.788881e-05 1.1322073
2300000 4.6666667e-05 2.4944383e-05 0.00017333333 8.2596745e-05 1.1322073
2400000 1.3333333e-05 9.4280904e-06 0.00017333333 8.2192187e-05 1.1322073
2500000 3.3333333e-05 2.4944383e-05 0.00015666667 9.4280904e-05 1.1322073
2600000 3.6666667e-05 1.2472191e-05 0.00017666667 4.1096093e-05 1.1322073
2700000 2.6666667e-05 9.4280904e-06 0.00018333333 4.189935e-05 1.1322073
2800000 4.6666667e-05 1.2472191e-05 0.00027333333 7.5424723e-05 1.1322073
2900000 1.3333333e-05 9.4280904e-06 0.00023 6.6833126e-05 1.1322073
3000000 2.6666667e-05 1.8856181e-05 0.0002 6.6833126e-05 1.1322073
3100000 8.3333333e-05 4.189935e-05 0.00020333333 0.00010338708 1.1322073
3200000 4.3333333e-05 4.7140452e-06 0.00028666667 3.2998316e-05 1.1322073
3300000 6e-05 1.6329932e-05 0.00031666667 0.00010208929 1.1322073
3400000 5e-05 2.9439203e-05 0.00037666667 9.8432154e-05 1.1322073
3500000 3.3333333e-05 2.3570226e-05 0.00043 0.00014854853 1.1322073
3600000 9.6666667e-05 1.6996732e-05 0.00053 0.00024535688 1.1322073
3700000 6.6666667e-05 4.7140452e-06 0.00047 0.00019815819 1.1322073
3800000 7.6666667e-05 6.01849e-05 0.00060666667 0.00025381533 1.1322073
3900000 3e-05 2.4494897e-05 0.00065 0.00026280538 1.1322073
4000000 8e-05 3.2659863e-05 0.00073333333 0.00027788887 1.1322073
4100000 0.00012 4.3204938e-05 0.00083 0.00041721298 1.1322073
4200000 0.00013 8.1649658e-06 0.00094333333 0.00039752009 1.1322073
4300000 9e-05 5.3541261e-05 0.0010266667 0.00050075499 1.1322073
4400000 0.00015666667 6.01849e-05 0.0013833333 0.00065403024 1.1322073
4500000 0.00012666667 5.9066817e-05 0.0015333333 0.00066719979 1.1322073
4600000 0.00014 8.6409876e-05 0.0018266667 0.0009114945 1.1322073
4700000 0.00017333333 6.6499791e-05 0.0020233333 0.00091892449 1.1322073
4800000 0.00019333333 7.4087036e-05 0.0025266667 0.0011299066 1.1322073
4900000 0.00024666667 3.681787e-05 0.0031966667 0.0018779658 1.1322073
5000000 0.00022 8.1649658e-05 0.00346 0.0017813104 1.1322073
5100000 0.00027 0.00010033278 0.0044933333 0.00244193 1.1322073
