time Adot Adot_std
200 0.00017165185 3.7100391e-05
400 0.00017966944 4.398535e-05
600 0.00020530441 6.1120601e-05
800 0.00021506663 4.5050476e-05
1000 0.00017891499 4.148831e-05
1200 0.00019498206 1.4690712e-05
1400 0.00018433073 5.0238266e-05
1600 0.00015830407 1.7512927e-05
1800 0.00016155683 4.2531418e-05
2000 0.00016489931 2.1498549e-05
2200 0.0001776149 7.2679715e-05
2400 0.00015778609 5.6188654e-05
2600 0.00016538371 4.1845114e-05
2800 0.00017487457 9.1674725e-06
3000 0.00020250186 1.1825709e-05
3200 0.00021882242 1.5645115e-05
3400 0.00024415265 5.2819583e-06
3600 0.00021567726 3.2978814e-05
3800 0.00020676695 4.4754726e-05
4000 0.00024741811 2.4082185e-05
4200 0.00019497179 4.224198e-05
4400 0.00020526684 2.9664292e-05
4600 0.00024779361 4.3009705e-05
4800 0.00026205987 2.8088914e-05
5000 0.00021264453 2.9094997e-05
5200 0.00018205955 2.7074063e-05
5400 0.00022435361 4.1817756e-05
5600 0.00022645541 5.0469026e-05
5800 0.00019768926 1.731898e-05
6000 0.00018637299 4.0501958e-05
6200 0.00018247058 3.141995e-05
6400 0.00017896191 7.6654091e-05
6600 0.00013125957 5.1077793e-05
6800 0.00014409236 4.4663777e-05
7000 0.00018035756 5.2606946e-05
7200 0.00018756162 3.1216962e-05
7400 0.00018685848 3.7030159e-05
7600 0.00016490565 2.6419414e-05
7800 0.00012803865 3.1843624e-05
8000 0.0001613447 5.256677e-05
8200 0.00016969374 3.2502517e-05
8400 0.00019093045 2.5310912e-05
8600 0.00020474256 9.1894332e-06
8800 0.00020137708 5.1168639e-05
9000 0.00016569616 2.3508903e-05
9200 0.0001578724 4.1528453e-05
9400 0.00015283553 1.2328047e-05
9600 0.00020083973 1.1677245e-05
9800 0.0001892148 3.0484827e-05
10000 0.00019761799 1.3585414e-05
10200 0.00020748952 7.1246799e-05
10400 0.00021245744 6.6767789e-05
10600 0.0001899184 2.7061504e-05
10800 0.00019407583 4.8770034e-05
11000 0.00014985752 4.9861681e-05
11200 0.00020500665 6.408594e-05
11400 0.00019757182 3.5908214e-05
11600 0.00019129839 3.1352568e-05
11800 0.00016296057 5.5593662e-05
12000 0.0001428165 5.4404374e-05
12200 0.0001905361 1.454617e-05
12400 0.0001692522 3.0442885e-05
12600 0.000167482 1.5116074e-05
12800 0.00013605939 2.0589016e-05
13000 0.00013712764 4.3945321e-05
13200 0.00016102417 7.3414625e-05
13400 0.00014176408 8.3189348e-05
13600 0.00016336604 2.0150572e-05
13800 0.00016332405 3.8156422e-06
14000 0.00015705673 3.1238298e-05
14200 0.00017029554 2.3769762e-05
14400 0.00018995818 1.7582446e-05
14600 0.00018789956 2.1341759e-05
14800 0.00017856351 2.1748824e-05
15000 0.00017855993 9.2821472e-06
15200 0.00017600493 4.9030282e-05
15400 0.00020753868 3.8816979e-05
15600 0.00019920183 4.0819797e-05
15800 0.000184419 2.2045724e-05
16000 0.00019261587 9.3093358e-06
16200 0.00020325343 5.7516826e-05
16400 0.00023234845 2.7811022e-05
16600 0.00019446635 3.9231742e-05
16800 0.00021318655 3.1754625e-05
17000 0.00018361927 6.7557678e-05
17200 0.00015615068 1.2063856e-05
17400 0.00017381145 2.0948393e-05
17600 0.00025657898 4.3227816e-05
17800 0.00018778653 3.56024e-05
18000 0.00020326003 6.0886781e-05
18200 0.00018345031 0.00011516673
18400 0.00014787209 1.6893512e-05
18600 0.00018580955 4.4664027e-05
18800 0.0002073081 6.524788e-05
19000 0.00016392017 2.3383378e-05
19200 0.00017497705 3.387231e-05
19400 0.00022359433 3.900059e-05
19600 0.00017236863 2.5447075e-05
19800 0.00018504172 4.407129e-05
20000 0.00016993442 4.6357217e-05
20200 0.00019011997 7.2657023e-05
20400 0.00020385103 3.9869649e-05
20600 0.00016871562 6.1283078e-05
20800 0.0001728385 4.7234143e-05
21000 0.00017761357 3.6256797e-05
21200 0.00015949266 1.633453e-05
21400 0.00015845767 3.1023259e-05
21600 0.00021384791 9.4277501e-05
21800 0.00019211035 3.3038885e-05
22000 0.00018472461 2.6836197e-05
22200 0.00015856918 5.5945669e-05
22400 0.00016870474 4.648211e-05
22600 0.0002166397 2.8866375e-05
22800 0.00016586589 2.1642032e-05
23000 0.00021126116 2.3938773e-05
23200 0.00018880601 3.18486e-05
23400 0.00016530344 2.5080575e-05
23600 0.00017090325 2.9919985e-05
23800 0.00016325114 6.9035282e-06
24000 0.00015811156 4.8294824e-05
24200 0.00020139479 1.5863647e-05
24400 0.0001583903 6.9769689e-05
24600 0.00014191242 4.9491769e-05
24800 0.00020097929 7.3092433e-05
25000 0.00016695214 2.4768521e-05
25200 0.0001540142 5.4709336e-05
25400 0.00019190564 3.0832655e-05
25600 0.00017347813 2.4909894e-05
25800 0.00018699964 5.1688824e-05
26000 0.00016334704 6.3309629e-05
26200 0.00017986092 2.6009938e-05
26400 0.00020160994 1.8759107e-05
26600 0.00013291094 4.9681673e-05
26800 0.00010406642 4.3981512e-05
27000 0.00014524501 2.6009756e-05
27200 0.0001226145 4.2923827e-06
27400 0.00014750727 2.7171838e-05
27600 0.00018153059 4.74039e-05
27800 0.00016274733 5.1690906e-05
28000 0.00016087385 5.1931861e-05
28200 0.00010823233 1.3414591e-05
28400 0.00012349269 3.0362596e-05
28600 0.0001457979 2.9803721e-05
28800 0.00014568813 3.8631008e-05
29000 0.00015567672 2.3073149e-05
29200 0.00016812244 2.4821711e-05
29400 0.00015325745 1.3518628e-05
29600 0.00013827421 3.2657273e-05
29800 0.00014885575 2.5976467e-05
30000 0.00012983353 2.9519242e-05
30200 0.00012520521 5.1909556e-05
30400 0.000196324 3.5407783e-05
30600 0.00016337625 4.177647e-05
30800 0.00016356735 1.7984404e-05
31000 0.00016894189 8.5021197e-06
31200 0.00013680973 1.3741645e-05
31400 0.00019339987 5.106259e-05
31600 0.00012595134 4.8429657e-05
31800 0.00014204023 4.3474846e-05
32000 0.00012047085 1.2564666e-05
32200 0.00014641852 1.4686522e-05
32400 0.00014162364 5.2192772e-05
32600 0.00013621079 1.6274672e-05
32800 0.00016835873 3.2971101e-05
33000 0.00015001948 6.9574103e-05
33200 0.00015478736 5.3273623e-05
33400 0.00017625949 5.5574327e-05
33600 0.00016296603 2.9931684e-05
33800 0.00016462476 1.6455898e-05
34000 0.00019829691 2.8726416e-05
34200 0.00020243954 1.8313753e-05
34400 0.0001804215 4.3337385e-05
34600 0.00011454081 2.4298495e-05
34800 0.00011222465 4.0732863e-05
35000 0.00016630446 4.6143097e-05
35200 0.00012535063 4.4771526e-05
35400 0.00013666422 5.6487845e-05
35600 0.00011421411 1.7858408e-05
35800 0.00014555414 7.1616359e-05
36000 0.00018681565 3.7261358e-05
36200 0.00011378367 5.9029315e-05
36400 0.00014481799 2.8626679e-05
36600 0.00019067264 5.3612474e-05
36800 0.00019120939 2.9814412e-05
37000 0.00016290931 2.2992171e-05
37200 0.00022188599 4.8318925e-05
37400 0.00013955594 3.2549787e-05
37600 0.00014062288 4.8440995e-05
37800 0.00014969798 1.584921e-05
38000 0.00016208457 6.3550195e-05
38200 0.00013459557 2.2409488e-05
38400 0.00014854072 8.2822745e-05
38600 0.00016024179 1.1378754e-05
38800 0.00011976789 4.0424512e-05
39000 0.00012361953 7.1383067e-06
39200 0.0001446784 2.1992125e-06
39400 0.00016773588 6.6481423e-05
39600 0.00016303166 2.1168296e-05
39800 0.00016812206 5.7386193e-05
40000 0.00018457595 4.7525878e-05
40200 0.0001671737 6.0491732e-05
40400 0.00014175877 2.5872993e-05
40600 0.00019436908 2.1421142e-05
40800 0.00021799193 3.8757834e-05
41000 0.0001543146 3.5037732e-05
41200 0.00013912736 3.1034522e-05
41400 0.00014971609 6.249814e-05
41600 0.00019435205 5.5514894e-05
41800 0.00016916152 5.245261e-05
42000 0.00015866697 3.4100372e-05
42200 0.00018591262 1.5310183e-05
42400 0.00015302519 4.0651884e-05
42600 0.00017232995 2.7592811e-05
42800 0.000126371 1.8804942e-05
43000 0.00014927781 4.6107867e-05
43200 0.00016666898 4.5048599e-05
43400 0.00016164091 9.0127327e-06
43600 0.00015917524 4.1781908e-05
43800 0.00015664802 1.3370191e-05
44000 0.00012501741 5.6947391e-05
44200 0.00013333122 5.2908644e-05
44400 0.00016343618 3.8022624e-05
44600 0.00011791919 5.715767e-05
44800 0.00012752349 7.7724463e-05
45000 0.00015655087 4.6234873e-05
45200 0.00013870446 2.3552373e-05
45400 0.00012645929 1.6114203e-05
45600 0.00010095651 2.8754941e-05
45800 0.0001267778 2.364948e-05
46000 0.00013041757 2.6321098e-05
46200 0.00013580653 2.2528935e-05
46400 0.00012208825 5.5893898e-05
46600 0.00015718409 5.1106652e-05
46800 0.00011741448 3.5178019e-05
47000 0.00016170418 7.8231029e-05
47200 0.00013567969 1.5963521e-05
47400 0.00014413598 1.2930897e-05
47600 0.00017262766 6.1716748e-05
47800 0.00015780654 6.9647553e-05
48000 0.00013047355 3.0220802e-05
48200 9.0931078e-05 7.6932212e-05
48400 0.00010523391 6.609777e-05
48600 0.00012166075 4.4887263e-05
48800 0.00013251071 7.8008605e-05
49000 0.00013378045 4.6770179e-05
49200 0.00012769846 5.3640789e-05
49400 0.00012421553 3.240643e-05
49600 0.00016237226 1.0571198e-05
49800 0.00019183801 2.8804695e-05
50000 0.00021321065 4.5572238e-05
50200 0.00018090309 1.9503318e-05
50400 0.00019138516 5.2319678e-05
50600 0.00017145831 3.8458609e-05
50800 0.00020580072 4.4866787e-05
51000 0.00016058973 3.3335061e-06
51200 0.00020676427 1.6349937e-05
51400 0.0002174657 4.2573072e-05
51600 0.00019866242 4.1984413e-05
51800 0.00017567877 3.0768372e-05
52000 0.00019920523 7.9795083e-05
52200 0.00014249238 2.9572847e-05
52400 0.00013731436 7.3913034e-05
52600 0.00015356256 5.0782754e-05
52800 0.00014700326 2.6689879e-05
53000 0.00015522137 1.5244846e-05
53200 0.00017787748 4.0731316e-05
53400 0.00016899089 3.3956385e-05
53600 0.00018113087 2.4533073e-05
53800 0.00016089815 2.718747e-05
54000 0.00018057372 2.8636315e-05
54200 0.00016460132 2.0175039e-05
54400 0.00016693452 1.9510042e-05
54600 0.00013946559 5.8877635e-05
54800 0.00019686975 3.1771782e-05
55000 0.00019312994 1.5633986e-05
55200 0.00015736255 3.6752652e-05
55400 0.00016573863 2.9773814e-05
55600 0.00013977864 2.3893647e-05
55800 0.00019192309 1.6499738e-05
56000 0.00020518308 5.7865112e-06
56200 0.00017975246 2.0411661e-05
56400 0.00014349278 3.1064282e-05
56600 0.00014637225 5.5611977e-05
56800 0.00014610081 1.7732149e-05
57000 0.00016160927 4.1944387e-05
57200 0.00014574826 2.3356447e-05
57400 0.00015291989 4.155393e-05
57600 0.00015896302 3.5547194e-05
57800 0.00013541111 3.4381695e-05
58000 0.00016458544 9.4246571e-06
58200 0.00012658006 4.5111e-05
58400 0.00019318753 7.0142918e-05
58600 0.00019147131 8.7957666e-06
58800 0.00017523969 4.8832856e-05
59000 0.00012269455 1.2879947e-05
59200 0.00011692728 6.043491e-05
59400 0.00015756111 4.2699795e-05
59600 0.00017255324 5.1686081e-05
59800 0.00015512056 4.2526651e-05
60000 0.00014550245 5.6616723e-05
60200 0.00015396381 2.101525e-05
60400 0.00015497249 3.4181124e-05
60600 0.00017457691 2.5659937e-05
60800 0.00013201841 3.0553412e-05
61000 0.00017399104 1.2758605e-05
61200 0.00018771296 4.0704801e-05
61400 0.00018843003 2.9118907e-05
61600 0.0001882724 1.9402676e-05
61800 0.00022568285 4.690872e-05
62000 0.00015448764 3.152597e-05
62200 0.00016092338 2.4372716e-05
62400 0.00020008883 3.945039e-05
62600 0.0001535445 3.0254368e-05
62800 0.00016613382 4.2101266e-05
63000 0.00012530782 5.159119e-05
63200 0.00013901348 6.8487094e-05
63400 0.00015387643 4.6018866e-06
63600 0.00014661143 3.5676311e-05
63800 0.00016041745 5.6518534e-05
64000 0.00015042326 1.2561913e-05
64200 0.00016139582 1.1615858e-05
64400 0.00019878609 7.2274483e-05
64600 0.00013981811 4.4320767e-05
64800 0.00019725823 1.8100953e-05
65000 0.00016651407 4.4648542e-05
65200 0.00016420396 4.594536e-05
65400 0.00016550124 3.4592769e-05
65600 0.00017830162 4.5998177e-05
65800 0.00016191001 2.8327135e-05
66000 0.00018806481 4.9966899e-05
66200 0.00014312877 3.2457644e-05
66400 0.00014616517 1.7150798e-05
66600 0.00014139936 5.8123655e-05
66800 0.00018912239 1.7425437e-05
67000 0.00017930834 3.5993085e-05
67200 0.00019395083 4.1144259e-05
67400 0.00019605135 2.5884956e-05
67600 0.00021466731 3.76577e-05
67800 0.00017419927 2.6132806e-05
68000 0.00017153477 3.1897113e-05
68200 0.00017416128 2.8449426e-05
68400 0.00020215405 2.7128018e-05
68600 0.00021379919 2.4367133e-05
68800 0.00017360761 3.649922e-05
69000 0.00020926524 6.0064424e-05
69200 0.00017894751 1.8181975e-05
69400 0.00019948312 2.3173781e-05
69600 0.0002002828 9.8069832e-06
69800 0.00019325224 3.2211336e-05
70000 0.00017432333 4.2496213e-05
70200 0.00015220902 2.1202559e-05
70400 0.00016139719 1.8984241e-05
70600 0.0001205366 5.6259182e-05
70800 0.00011771963 6.5841084e-05
71000 0.00012936724 3.3938933e-05
71200 0.0001520878 2.6279407e-05
71400 0.00016658357 3.2890207e-05
71600 0.00015362467 1.5127493e-05
71800 0.00016181757 5.1632619e-05
72000 0.00018031099 2.6220695e-05
72200 0.00014875341 2.5658463e-05
72400 0.00017304902 4.0461265e-05
72600 0.00019380165 2.4067541e-05
72800 0.00017016319 2.5849835e-05
73000 0.00017053359 2.3903883e-05
73200 0.00017605129 9.9967855e-06
73400 0.00014016914 3.2853876e-05
73600 0.00016271398 1.4052156e-05
73800 0.00018737059 2.9972023e-05
74000 0.00016436107 4.3934163e-05
74200 0.00017764285 1.9991821e-05
74400 0.00016014386 3.7254841e-05
74600 0.00015244341 1.9808874e-05
74800 0.00018130248 2.7073407e-05
75000 0.00019329439 5.068674e-05
75200 0.00016921223 2.9420773e-05
75400 0.00016191417 2.3903053e-05
75600 0.0001959493 7.6955988e-06
75800 0.00020558765 2.2317126e-05
76000 0.00021653594 4.7841676e-05
76200 0.00016823406 5.3276975e-05
76400 0.00018418571 2.9735902e-05
76600 0.00016437899 4.8205105e-05
76800 0.00018199215 5.5803216e-05
