Time AvStress StdStress Strain
0 0.0255899221 0.0323880487 0
21 0.0668223073 0.0350765793 0.0216845639
42 -0.0224446376 0.0565212747 0.0433644277
63 -0.0382219318 0.05638895 0.0650395944
84 0.064056511 0.0148435071 0.086710067
105 0.0245967332 0.0441065784 0.108375849
126 -0.0703540404 0.113757955 0.130036942
147 -0.0136511204 0.0803624139 0.151693351
168 -0.0224150727 0.0219735094 0.173345078
189 -0.00479733494 0.0707090202 0.194992126
210 -0.00372452683 0.0932673648 0.216634498
231 -0.0188721477 0.0218270373 0.238272197
252 0.0300413431 0.0304565278 0.259905227
273 0.0917000661 0.0153184248 0.28153359
294 0.07691779 0.0387734867 0.303157289
315 0.0176378073 0.0986070194 0.324776327
336 0.0809554679 0.0787078493 0.346390708
357 0.0883522427 0.0713717255 0.368000434
378 0.102245309 0.0425304157 0.389605508
399 0.0962784064 0.0742713314 0.411205934
420 0.00670835655 0.0711209132 0.432801714
441 0.0220320033 0.053805092 0.454392851
462 0.0365881229 0.0322850626 0.475979349
483 -0.0176354013 0.105358929 0.49756121
504 -0.0416009772 0.126894079 0.519138437
525 0.0304311349 0.0465469978 0.540711034
546 0.00818877559 0.0230603594 0.562279002
567 -0.0492931614 0.0486169623 0.583842346
588 -0.0045406948 0.0440997007 0.605401069
609 0.0612554791 0.0904963761 0.626955172
630 0.117066305 0.0380924212 0.64850466
651 0.0746319891 0.0652365653 0.670049534
672 0.0478277226 0.0855570491 0.691589799
693 0.0750553819 0.0706218208 0.713125457
714 0.0287961759 0.0833525567 0.73465651
735 -0.0380941288 0.0506678663 0.756182963
756 -0.0472914803 0.0189285029 0.777704817
777 -0.0200914884 0.0507344356 0.799222077
798 0.0307851202 0.0354790289 0.820734744
819 0.0766151292 0.107871494 0.842242821
840 0.00724100723 0.053531104 0.863746313
861 0.000740479212 0.116036367 0.885245221
882 0.0274590581 0.0979234088 0.906739548
903 0.0521402601 0.0414507236 0.928229298
924 0.0418553055 0.0469049003 0.949714474
945 -0.0534753388 0.0527133019 0.971195077
966 -0.0675214944 0.0600454225 0.992671112
987 -0.00871816338 0.0318520733 1.01414258
1008 0.0149624477 0.0509851298 1.03560949
1029 0.0122897559 0.112795406 1.05707183
1050 -0.0100654833 0.101039979 1.07852962
1071 -0.00768607217 0.0939268813 1.09998286
1092 -0.040830891 0.107500559 1.12143154
1113 -0.0495249828 0.107744519 1.14287567
1134 0.0272053057 0.00889061627 1.16431526
1155 0.0450238454 0.0153207607 1.18575031
1176 0.0638321279 0.0945938075 1.20718081
1197 0.0321062339 0.0538088899 1.22860678
1218 0.0464537486 0.0975405054 1.25002822
1239 0.103596547 0.0601436103 1.27144512
1260 0.0466197384 0.0609825447 1.2928575
1281 0.0424842123 0.0341281685 1.31426535
1302 0.0024493143 0.0362217133 1.33566868
1323 -0.0753889191 0.0677935138 1.35706749
1344 0.0566403611 0.042438425 1.37846178
1365 0.169073606 0.0925618425 1.39985156
1386 0.0852451208 0.0330098398 1.42123682
1407 0.0124053434 0.0668037894 1.44261758
1428 0.108374916 0.0633334376 1.46399383
1449 0.0651032059 0.0756726803 1.48536558
1470 0.0232367913 0.0379511489 1.50673283
1491 0.0936368602 0.147187511 1.52809559
1512 0.111402356 0.081839788 1.54945385
1533 0.080784784 0.0905746481 1.57080761
1554 0.0943603358 0.124669152 1.59215689
1575 0.112357264 0.107140651 1.61350169
1596 0.0690217096 0.0403627049 1.634842
1617 0.0124058659 0.0398202125 1.65617783
1638 0.0375407394 0.0324357885 1.67750919
1659 0.0753963567 0.0928636815 1.69883607
1680 0.0329685822 0.153764012 1.72015848
1701 0.00431442522 0.108807923 1.74147642
1722 0.0192129039 0.0902449216 1.76278989
1743 0.0319877807 0.106076424 1.7840989
1764 0.107008268 0.0358473366 1.80540345
1785 0.16362085 0.0791941531 1.82670355
1806 0.0955947066 0.0338246997 1.84799919
1827 0.0835240555 0.102953765 1.86929038
1848 0.0443922002 0.144359308 1.89057711
1869 0.0772185492 0.0933582617 1.91185941
1890 0.103796095 0.0870461521 1.93313725
1911 0.0751977585 0.0818064185 1.95441066
1932 0.107691489 0.0444904143 1.97567963
1953 0.0742673566 0.0385342233 1.99694417
1974 0.0749175739 0.0530555118 2.01820427
1995 0.107669459 0.0733983495 2.03945994
2016 0.0615847805 0.0795892683 2.06071119
2037 0.0848601645 0.0508728704 2.08195801
2058 0.134863198 0.00833768338 2.10320041
2079 -0.00890496103 0.0539552252 2.1244384
2100 -0.00364003324 0.043875525 2.14567196
2121 0.154903658 0.043821169 2.16690112
2142 0.110743104 0.0677393073 2.18812586
2163 -0.0145559388 0.128494952 2.2093462
2184 0.0274519353 0.0734840225 2.23056213
2205 0.0163056632 0.0215872604 2.25177366
2226 -0.0561882685 0.0734962885 2.27298079
2247 0.0503174118 0.135782697 2.29418352
2268 0.0621755085 0.0909156604 2.31538186
2289 -0.0512284959 0.0766448589 2.33657581
2310 0.0445247808 0.0853593827 2.35776537
2331 0.0572302715 0.086845208 2.37895054
2352 -0.0515908146 0.0896233796 2.40013133
2373 0.0734669131 0.0799163083 2.42130774
2394 0.153237179 0.00406577587 2.44247978
2415 0.132667076 0.0743911309 2.46364744
2436 0.119684271 0.103555871 2.48481072
2457 0.0348463179 0.104880786 2.50596964
2478 0.0396734397 0.0345523884 2.52712419
2499 0.0690387087 0.123126372 2.54827438
2520 0.0916164617 0.144848051 2.5694202
2541 0.102246736 0.116075864 2.59056167
2562 0.0525217103 0.115228079 2.61169878
2583 0.0783749703 0.0156950398 2.63283154
2604 0.0718012497 0.0568408061 2.65395995
