Time AvStress StdStress Strain
0 0.0632978863 0.0184341654 0
21 0.0575272082 0.00116645955 0.0216845639
42 0.069230207 0.0127498722 0.0433644277
63 0.0896606381 0.0210151404 0.0650395944
84 0.0794286756 0.00881246355 0.086710067
105 0.0153314754 0.05206211 0.108375849
126 0.0300474638 0.0294475124 0.130036942
147 0.0470826938 0.0416433071 0.151693351
168 0.0484884607 0.0642355704 0.173345078
189 0.111504178 0.0445310873 0.194992126
210 0.0800535093 0.0338443229 0.216634498
231 -0.00881681745 0.0470803971 0.238272197
252 -0.0723554748 0.00200499737 0.259905227
273 0.0383473766 0.0198027983 0.28153359
294 0.00220779982 0.000149857236 0.303157289
315 -0.0408156307 0.0312340579 0.324776327
336 0.00849792477 0.065467366 0.346390708
357 -0.0018325001 0.0523695872 0.368000434
378 0.0516753223 0.088197387 0.389605508
399 0.0186483214 0.051346264 0.411205934
420 0.0488612752 0.0314141476 0.432801714
441 0.106003403 0.051959987 0.454392851
462 0.0881331609 0.0649594255 0.475979349
483 0.0679595341 0.0156255299 0.49756121
504 0.0387609618 0.00154416706 0.519138437
525 0.0115123675 0.00670149104 0.540711034
546 0.0723712743 0.0916218188 0.562279002
567 0.187207394 0.0969435265 0.583842346
588 0.0379668671 0.0383123285 0.605401069
609 -0.0253802242 0.0654671733 0.626955172
630 0.0379256136 0.0875791143 0.64850466
651 0.082921025 0.0839381424 0.670049534
672 0.11064963 0.023996745 0.691589799
693 0.142548398 0.00384623268 0.713125457
714 0.178457358 0.0590995071 0.73465651
735 0.0840485264 0.0215183719 0.756182963
756 -0.0196712506 0.0169345946 0.777704817
777 -0.0289884255 0.0634411796 0.799222077
798 0.0811110169 0.0822710663 0.820734744
819 0.0429661888 0.0280793948 0.842242821
840 0.0715549951 0.0215456341 0.863746313
861 0.187899552 0.0363025331 0.885245221
882 0.0947029123 0.030219986 0.906739548
903 0.0285202338 0.106828659 0.928229298
924 0.045437537 0.0163884614 0.949714474
945 0.0219341129 0.0469419502 0.971195077
966 0.0288117054 0.0613116763 0.992671112
987 0.122938884 0.0275131867 1.01414258
1008 0.158581455 0.0233805859 1.03560949
1029 0.130064056 0.130022248 1.05707183
1050 0.156824024 0.0816321001 1.07852962
1071 0.173079106 0.0903798111 1.09998286
1092 0.0619719096 0.0146814902 1.12143154
1113 -0.0473702024 0.129015107 1.14287567
1134 -0.0706676203 0.0345946304 1.16431526
1155 0.054609611 0.0893758284 1.18575031
1176 0.145123581 0.0278109987 1.20718081
1197 0.0632662577 0.0850783465 1.22860678
1218 0.0612219215 0.0525267394 1.25002822
1239 0.0562129846 0.140969258 1.27144512
1260 0.188810317 0.00835066107 1.2928575
1281 0.238700588 0.0174375522 1.31426535
1302 0.124822122 0.0389345702 1.33566868
1323 0.057147624 0.000376464822 1.35706749
1344 -0.0310819959 0.0480280535 1.37846178
1365 -0.106158737 0.000121865379 1.39985156
1386 0.00904153521 0.0460510533 1.42123682
1407 0.136688887 0.0583585716 1.44261758
1428 0.0992278198 0.0135910472 1.46399383
1449 0.13215926 0.0128192398 1.48536558
1470 0.136862701 0.0456385981 1.50673283
1491 0.122295091 0.0866183975 1.52809559
1512 0.17797642 0.00120124409 1.54945385
1533 0.167761551 0.0384531816 1.57080761
1554 0.0767962951 0.0339447951 1.59215689
1575 0.037146902 0.00278725752 1.61350169
1596 0.149525104 0.148403083 1.634842
1617 0.130806584 0.146053404 1.65617783
1638 0.148610534 0.0935888558 1.67750919
1659 0.155542359 0.0115760758 1.69883607
1680 0.139088562 0.0141081641 1.72015848
1701 0.247066095 0.00429754407 1.74147642
1722 0.147752674 0.0352821188 1.76278989
1743 0.099920275 0.0420406254 1.7840989
1764 0.132103478 0.015877144 1.80540345
1785 0.194592252 0.0716911266 1.82670355
1806 0.164072707 0.123436989 1.84799919
1827 0.129615213 0.0658430085 1.86929038
1848 0.191625923 0.126694583 1.89057711
1869 0.0648205814 0.176082331 1.91185941
1890 -0.0225513504 0.0172044589 1.93313725
1911 0.119281559 0.0115612554 1.95441066
1932 0.141186145 0.119860355 1.97567963
1953 0.0408897903 0.14169139 1.99694417
1974 0.0228959299 0.0761623004 2.01820427
1995 0.0933496681 0.0397371664 2.03945994
2016 0.140759579 0.0985381357 2.06071119
2037 0.00947999307 0.168694321 2.08195801
2058 0.0256733567 0.149701699 2.10320041
2079 0.100231493 0.120241236 2.1244384
2100 0.0972955083 0.145822705 2.14567196
2121 0.0901414844 0.111208999 2.16690112
2142 0.120502522 0.020964177 2.18812586
2163 0.154774379 0.0703437706 2.2093462
2184 0.0148020664 0.0864036184 2.23056213
2205 -0.0511822229 0.138280417 2.25177366
2226 0.00534307942 0.133739261 2.27298079
2247 0.113854894 0.0779716608 2.29418352
2268 0.138960566 0.0877010853 2.31538186
2289 0.148840673 0.0308365044 2.33657581
2310 0.0835322987 0.113272777 2.35776537
2331 -0.0324760855 0.0837121454 2.37895054
2352 0.000468697363 0.0653181128 2.40013133
2373 0.0295557611 0.187527943 2.42130774
2394 0.0216078935 0.120163351 2.44247978
2415 0.0680024227 0.0632768321 2.46364744
2436 0.00909630056 0.163242991 2.48481072
2457 0.0787893813 0.157218062 2.50596964
2478 0.116652431 0.0935431494 2.52712419
2499 0.0279346823 0.0450592938 2.54827438
2520 0.0642706526 0.00364214785 2.5694202
2541 0.0730394688 0.111205044 2.59056167
2562 0.0485713069 0.0606953885 2.61169878
2583 -0.0367742864 0.0178451294 2.63283154
2604 0.0180173272 0.0444945136 2.65395995
2625 0.0712246185 0.0495035757 2.67508401
2646 0.0187459295 0.00347274938 2.69620372
2667 0.136068989 0.118098057 2.71731909
2688 0.140197482 0.0655030797 2.73843013
2709 -0.00979243834 0.0724918704 2.75953682
2730 -0.0179620023 0.0331447247 2.78063918
2751 0.0286634105 0.0996533322 2.80173721
2772 0.0359328679 0.0323559683 2.82283091
2793 0.0849872536 0.000146457973 2.84392029
2814 0.127529435 0.0169830537 2.86500534
2835 0.12043395 0.0592908393 2.88608607
2856 0.112127907 0.026747468 2.90716248
2877 0.102644713 0.0287649594 2.92823457
2898 0.140336641 0.00817265486 2.94930235
2919 0.0780629152 0.0264592914 2.97036582
2940 0.0258961299 0.0524756301 2.99142499
2961 0.0676369728 0.0442096922 3.01247985
2982 0.104566492 0.0790044951 3.0335304
3003 -0.00192320372 0.010174247 3.05457666
3024 -0.0904524848 0.0309055177 3.07561862
3045 0.0431548864 0.0202268231 3.09665628
3066 0.136274461 0.00776641717 3.11768965
3087 0.0745626314 0.0303981374 3.13871873
3108 -0.00295998291 0.0337731885 3.15974353
3129 -0.0143553047 0.0103344533 3.18076404
3150 0.0360834655 0.0153457469 3.20178027
3171 0.0762391577 0.0240231589 3.22279222
3192 0.146429411 0.00182718892 3.2437999
3213 0.155780083 0.0590095359 3.2648033
3234 0.125961114 0.00807741201 3.28580243
3255 0.161386123 0.0592057219 3.30679729
3276 0.0717079078 0.0482078938 3.32778788
3297 0.114736884 0.0640465642 3.34877422
3318 0.213262832 0.015876415 3.36975629
3339 0.149906714 0.066517364 3.3907341
3360 0.0465008408 0.0727405197 3.41170766
3381 0.045646062 0.0714523877 3.43267696
3402 0.147900342 0.12795222 3.45364202
3423 0.177092582 0.00808445348 3.47460283
3444 0.155893069 0.0146241627 3.49555939
3465 0.156813645 0.0549899723 3.51651171
3486 0.210992717 0.0354848218 3.53745979
3507 0.0845352475 0.0477153725 3.55840363
3528 0.00784478977 0.0411798209 3.57934324
3549 0.0887186394 0.0933531866 3.60027861
3570 0.0599888454 0.0252699646 3.62120976
3591 0.0494988558 0.0701076882 3.64213667
3612 0.154985814 0.0384949732 3.66305937
3633 0.149647049 0.0467871354 3.68397784
3654 0.128168932 0.00775587286 3.70489209
3675 0.157702928 0.11347315 3.72580212
3696 0.190871779 0.114462875 3.74670794
3717 0.164493149 0.0434476177 3.76760955
3738 0.105589057 0.0394812971 3.78850695
3759 0.0866390092 0.0118670403 3.81040189
3780 0.111008654 0.0150825189 3.83290854
3801 0.0639974912 0.0122681328 3.85541031
3822 0.0202722442 0.0178382031 3.87790721
3843 0.193486674 0.0267014848 3.90039924
3864 0.157239695 0.0588488824 3.9228864
3885 0.0759248786 0.109169055 3.94536869
3906 0.122416297 0.00986195264 3.96784612
3927 0.143112375 0.0349499618 3.9903187
3948 0.0725457956 0.0690032249 4.01278642
3969 0.0583278589 0.014537646 4.03524928
3990 0.0779097188 0.104283826 4.0577073
4011 0.0713396072 0.0213573492 4.08016047
4032 0.0306054721 0.0865325708 4.1026088
4053 0.0761391339 0.0141555224 4.12505229
4074 0.0545558619 0.0977529453 4.14749094
4095 0.0229535717 0.0945131087 4.16992476
4116 0.163683074 0.0464514827 4.19235375
4137 0.127354449 0.0633086771 4.21477791
4158 0.106105131 0.0576945444 4.23719725
4179 0.140870596 0.0579444967 4.25961177
4200 0.102638914 0.0617680371 4.28202147
4221 0.0778920026 0.00824863593 4.30442635
4242 0.121661458 0.101147446 4.32682642
4263 0.120272824 0.113249839 4.34922169
4284 0.0332509753 0.00770526299 4.37161215
4305 -0.0330070095 0.046296932 4.3939978
4326 -0.0214404702 0.054429878 4.41637866
4347 0.0708405416 0.122031073 4.43875472
4368 0.134107892 0.153782512 4.46112599
4389 0.109143253 0.0102321715 4.48349247
4410 0.127080986 0.0167833268 4.50585416
4431 0.166124289 0.152829522 4.52821107
4452 0.138329549 0.0575449202 4.55056319
4473 0.0720797545 0.0315999265 4.57291054
4494 0.114617964 0.00418416962 4.59525312
4515 0.208895187 0.102581917 4.61759092
4536 0.134319024 0.0593922734 4.63992396
4557 0.0607454997 0.0438810094 4.66225222
4578 0.169202971 0.023022652 4.68457573
4599 0.232164505 0.10890359 4.70689448
4620 0.207496519 0.0731000781 4.72920847
4641 0.112527143 0.00849855504 4.75151771
4662 0.0682044158 0.00223219788 4.77382219
4683 0.161474518 0.0173635909 4.79612193
4704 0.144540031 0.0139099071 4.81841693
4725 0.0120875144 0.0637635738 4.84070718
4746 0.0370990919 0.00649252592 4.8629927
4767 0.0749601451 0.105508139 4.88527348
4788 -0.0158116294 0.02250921 4.90754953
4809 0.0214645413 0.0765837913 4.92982085
4830 0.0939460748 0.0174011285 4.95208744
4851 0.00535839888 0.0805630615 4.97434932
