Time AvStress StdStress Strain
0 0.125468037 0.0793160012 0
21 0.0681842076 0.0938715488 0.0216850118
42 0.0844709899 0.0296716112 0.0433653233
63 0.116154949 0.0817624879 0.0650409375
84 0.0477307732 0.0882620218 0.0867118574
105 0.133337279 0.0584503332 0.108378086
126 0.132219742 0.0961116583 0.130039627
147 -0.0299669316 0.0886923297 0.151696482
168 0.0373404623 0.0666682366 0.173348656
189 0.0987398974 0.110985121 0.19499615
210 0.069746409 0.0291182793 0.216638968
231 0.0726638324 0.0145716752 0.238277114
252 0.111528719 0.052052374 0.259910589
273 0.102422507 0.0486922146 0.281539397
294 0.105301273 0.0785890704 0.303163542
315 0.103347141 0.0510897715 0.324783026
336 0.015929068 0.0541133722 0.346397851
357 0.02116636 0.0169713404 0.368008022
378 0.12641645 0.0433180033 0.389613541
399 0.124095472 0.0383650786 0.411214411
420 0.101537824 0.0195061378 0.432810636
441 0.117817668 0.0748362127 0.454402217
462 0.0807180274 0.0913862502 0.475989159
483 0.0969736097 0.0466059187 0.497571463
504 0.154592511 0.0411230593 0.519149134
525 0.198837401 0.109837819 0.540722174
546 0.199261729 0.0777648421 0.562290586
567 0.15670084 0.0450946472 0.583854373
588 0.155477537 0.0999053052 0.605413537
609 0.227812246 0.0133861949 0.626968083
630 0.151789231 0.0806217406 0.648518013
651 0.148833622 0.0962096644 0.67006333
672 0.197551624 0.0607035169 0.691604037
693 0.0872024437 0.00289672545 0.713140136
714 0.0558662662 0.0542673609 0.734671631
735 0.139897584 0.120317491 0.756198525
756 0.166589493 0.114375079 0.777720821
777 0.114510897 0.065780449 0.799238522
798 0.159377208 0.0242112208 0.820751629
819 0.162127935 0.0972906703 0.842260148
840 0.112736003 0.101588218 0.86376408
861 0.0492224381 0.0800240691 0.885263428
882 0.0382065475 0.0868979378 0.906758196
903 0.0877174613 0.0797226076 0.928248385
924 0.160780006 0.0421082015 0.949734001
945 0.200402667 0.0903468052 0.971215044
966 0.119397725 0.0999913355 0.992691518
987 0.0712216924 0.105549187 1.01416343
1008 0.0762653776 0.155537926 1.03563077
1029 0.165666127 0.129151943 1.05709356
1050 0.144726561 0.119853566 1.07855178
1071 0.0530856711 0.0999157582 1.10000546
1092 0.0132717029 0.182991653 1.12145458
1113 0.027855641 0.147589975 1.14289915
1134 0.131335878 0.0815414183 1.16433918
1155 0.0863986847 0.122199098 1.18577466
1176 0.0973682899 0.129582376 1.2072056
1197 0.147247264 0.0297471433 1.22863201
1218 0.194131248 0.117242474 1.25005388
1239 0.206667219 0.0125428016 1.27147122
1260 0.0970770959 0.117756751 1.29288404
1281 0.140518943 0.0931357508 1.31429232
1302 0.163649745 0.0728095092 1.33569609
1323 0.113504424 0.0932277537 1.35709533
1344 0.176909694 0.034784689 1.37849006
1365 0.188528395 0.100676557 1.39988027
1386 0.147789153 0.0379059537 1.42126598
1407 0.13214581 0.067489448 1.44264717
1428 0.181197348 0.0185188317 1.46402386
1449 0.193008235 0.041225064 1.48539604
1470 0.107699907 0.0769687884 1.50676373
1491 0.114410236 0.0800714486 1.52812692
1512 0.155225437 0.0789217612 1.54948561
1533 0.122628538 0.00687973026 1.57083981
1554 0.172177832 0.0444354249 1.59218953
1575 0.186591602 0.0871569372 1.61353476
1596 0.157450332 0.13356353 1.6348755
1617 0.177774959 0.0235383692 1.65621177
1638 0.154351499 0.0636733078 1.67754356
1659 0.147957057 0.0502773007 1.69887087
1680 0.122363095 0.100755029 1.72019371
1701 0.191650875 0.127126978 1.74151208
1722 0.262056732 0.133567214 1.76282599
1743 0.181626633 0.114363398 1.78413544
1764 0.166105621 0.0305080095 1.80544042
1785 0.140791919 0.0070927006 1.82674095
1806 0.144667689 0.101902408 1.84803702
1827 0.151975774 0.0810967634 1.86932864
1848 0.110705416 0.0755433335 1.89061581
1869 0.195854657 0.0886196073 1.91189853
1890 0.216486525 0.0965416163 1.93317681
1911 0.220424739 0.0676944154 1.95445065
1932 0.181722301 0.0705047501 1.97572005
1953 0.0833839024 0.0936734024 1.99698502
1974 0.212180813 0.0131815006 2.01824555
1995 0.252524774 0.0194157572 2.03950165
2016 0.16367899 0.047350983 2.06075333
2037 0.195550545 0.0711238474 2.08200058
2058 0.171971293 0.055773866 2.10324341
2079 0.23792732 0.0189352979 2.12448183
2100 0.349086667 0.0291351618 2.14571582
2121 0.240643902 0.0747195242 2.16694541
2142 0.0835941292 0.0406856502 2.18817058
2163 0.0857049635 0.0903060291 2.20939134
2184 0.139978043 0.0322711045 2.2306077
2205 0.158447362 0.0199473044 2.25181966
2226 0.195703414 0.0235699379 2.27302722
2247 0.202814776 0.0778263573 2.29423038
2268 0.207187784 0.042514596 2.31542915
2289 0.18117966 0.0614187068 2.33662352
2310 0.169159598 0.0187467883 2.35781351
2331 0.222570625 0.10594369 2.37899911
2352 0.167823382 0.034105499 2.40018033
2373 0.162270285 0.0653137753 2.42135717
2394 0.23531434 0.178707362 2.44252963
2415 0.140103519 0.138948776 2.46369772
2436 0.13840532 0.0364770833 2.48486143
2457 0.229272283 0.0684104745 2.50602078
2478 0.256392621 0.0711327334 2.52717575
2499 0.273726633 0.0911728763 2.54832637
2520 0.153668846 0.0343621919 2.56947262
2541 0.113629936 0.0654407014 2.59061451
2562 0.215382294 0.108952909 2.61175205
2583 0.208455067 0.0280997145 2.63288523
2604 0.236323153 0.0308379469 2.65401406
2625 0.219104992 0.0368250186 2.67513855
2646 0.158789533 0.0223663713 2.69625869
2667 0.230999848 0.0802415127 2.71737449
2688 0.204807076 0.0492673409 2.73848594
2709 0.0883424946 0.0600872449 2.75959306
2730 0.039493038 0.0374621621 2.78069585
2751 0.0751101843 0.0654608686 2.8017943
2772 0.105432503 0.0297256039 2.82288843
2793 0.136480941 0.04900709 2.84397822
2814 0.154153136 0.0877722637 2.8650637
2835 0.116916898 0.0208573081 2.88614485
