step etot ke peBond peAngle temp press stressX stressY stressZ AvBondForce
200000 21956.0535654446 18907.5 1846.15601759983 2242.77874748916 0.999999999999999 0.13984315359464 -1624.52266667973 -288.802566702669 -1266.63605333979 -1.22172180236079
200040 22043.6799333941 18855.0015049884 1849.40033097209 2321.30758069727 0.997223403675178 0.129009095577883 261.359195497902 -274.756495807341 -698.265039487632 -1.3719607902869
200080 22154.5820347032 18849.7121723478 1937.16212347681 2309.1182359033 0.996943655816356 0.114589899319905 1371.49110681142 1482.00439002973 -209.978986846678 -1.65404410353415
200120 22209.0181086659 18876.0631755805 1854.6742211945 2320.75930715927 0.998337335744042 0.121801476469858 36.4684597539069 568.947932480426 308.520255917418 -1.55807021967383
200160 22426.0653878915 18925.2167166247 1943.69703826573 2318.99104944469 1.00093702058044 0.133663895659066 -882.856010910026 -15.1357130718505 -886.757898380015 -1.35118778130967
200200 22197.6488403987 18888.3381514374 1954.17543499898 2304.92735624295 0.998986547742291 0.122239017405231 778.531364052735 -410.3134748971 467.296410433352 -1.58826712178115
200240 22148.2243668056 18909.9878969637 1939.16855411977 2296.55592771031 1.00013158254469 0.130772594460076 -430.646326272588 100.748456771781 -777.306629457308 -1.3794449178905
200280 22293.0562728606 18938.3054183804 1917.11138261522 2311.12695997521 1.00162926978079 0.121288888488123 127.669654160649 1271.88547720492 -367.632695309926 -1.54705577760195
200320 22122.2996550937 18824.5036132826 1940.21503971535 2278.72405356097 0.995610398692718 0.126276625232941 -402.495286342492 96.7156857841656 159.520876035116 -1.46606247704223
200360 22334.2661800377 18943.3661462052 1946.10038974586 2278.5611655942 1.00189692694461 0.122995470242405 1236.61014675125 -154.828403193437 -541.19058313967 -1.55623868362628
200400 22115.4633274976 18901.7542277227 1932.48122096845 2309.50930208772 0.999696111475482 0.117310822709679 786.364016061529 1016.85752057936 201.400030633114 -1.6722466748352
200440 22238.5864809094 18962.9386278654 1872.73778003393 2321.6925183443 1.00293209720298 0.125636397218916 247.105862154376 -116.869574491108 30.3302241749631 -1.5200524639524
200480 22236.0220611576 18882.5169848898 1958.90825459497 2316.7267486628 0.998678671685298 0.129353504676858 -1001.14109627624 642.088645020291 -463.378900915564 -1.35837367738191
200520 22320.8082360162 19009.2567511634 1978.56529280401 2336.07686416244 1.00538181944537 0.12998707577425 -607.534346034587 392.127723604797 -762.274375963122 -1.44821292084724
200560 22141.0390349755 18848.6475887936 2030.4815579033 2335.03244051963 0.996887350987366 0.126337023807262 295.709901456603 980.497719742976 -1209.21345142881 -1.53362069174021
200600 21942.961376129 18795.4421288761 1915.41135921403 2301.98279626656 0.994073363949551 0.129425853216362 309.210518436163 -217.157680082761 -892.436547098103 -1.41032598358774
200640 22105.8692756864 18975.5087477284 1935.7857903411 2256.41322918098 1.00359691909181 0.122920591839288 618.706117965796 723.389654390338 -556.230556586974 -1.54615752274521
200680 22284.1771382591 19034.2400387786 1999.39609362672 2291.13806348676 1.00670316217261 0.120301317841289 283.523735620693 1069.7406304764 -16.8878126458014 -1.64763765241771
200720 22034.3105422843 18891.120785458 1921.80849779503 2283.2097365309 0.999133718654399 0.124865462799665 -745.948545683021 1403.42944360893 -524.336037922385 -1.45727213143365
200760 22090.2809179812 18913.6270514164 1884.53458683426 2352.43461003678 1.00032405402176 0.11740826544774 1100.30152486803 -57.5522669151872 1007.66158482236 -1.66284807474636
200800 22196.1386877066 18926.0591729143 1970.25420408221 2327.78054621696 1.00098157730606 0.140127481132967 -726.771044017556 -809.205887479166 -1748.10970301701 -1.22265409076532
200840 22270.2356304591 18859.2434029416 2035.57253820222 2361.46280385807 0.997447753692535 0.110567485191408 843.657596425 1985.49479494503 697.905783198766 -1.79461541041648
200880 22181.5450023064 18953.6398643497 1885.5061161499 2291.15751451112 1.00244029429325 0.123064538248386 -313.35453027687 633.67212428775 348.773868315091 -1.54156737660166
200920 22400.2109321922 19054.5964985875 1896.84573072811 2304.4380276948 1.00777979630239 0.121221362430869 394.802317651667 1041.70743857676 -288.268855118654 -1.60360009596241
200960 22249.5869907779 18954.7994864851 1902.50345763866 2313.11549497741 1.00250162562396 0.130338472998309 -674.854542517116 -152.805914467299 -83.2427271571654 -1.43239269334398
201000 22306.6151771463 18922.3491274618 1901.84193468771 2344.10645498579 1.00078535647028 0.11131019228579 1344.54025048721 2019.44483444512 18.5213768716322 -1.73839888749155
201040 22198.9367521984 18865.1962156931 1914.23119276678 2380.25049948251 0.997762592394189 0.130650748186711 -28.5213806085914 -111.846161049701 -856.862376687729 -1.34198108675367
201080 22394.7250779424 18938.6064802825 1934.77720325607 2394.38228892558 1.00164519266336 0.135598630161165 -276.268179799348 -1297.05479348299 -570.326079319281 -1.34261412504064
201120 22225.1536135139 18833.6146754803 1883.38545731704 2376.2707407374 0.996092274255206 0.127340775155334 -65.7926172980216 -121.943107855891 -220.415005942229 -1.4320142138423
201160 22264.913945384 18898.6805352604 1885.88906675892 2335.78912688379 0.999533546754485 0.122756765055137 1074.88989041478 -335.016873714887 -157.987897395823 -1.49340458730378
201200 22404.8467984092 18998.2706587759 1888.3733011904 2431.83771813968 1.00480077528896 0.12911949759199 -630.179670555314 328.238301953312 -382.638338203404 -1.42465701928509
201240 22346.6228838128 18890.1156167003 1900.43183812725 2430.78751724325 0.999080556218446 0.128773220041554 984.021871255417 -832.936692464268 -685.368636963686 -1.44296303829115
201280 22380.8269051517 18912.7405032786 1964.23517226824 2413.48238996643 1.00027716531951 0.116838741271931 1739.28081337286 608.381364015106 -159.432514569467 -1.68543747195711
201320 22286.5616241009 18894.0490193138 1924.81072309144 2380.57441790905 0.999288590205674 0.120826659941019 557.412592775922 -24.0793526020258 747.401478697817 -1.59896612769028
201360 22167.0158161986 18864.0842694465 1826.86762901357 2343.02688012906 0.997703782596668 0.12436225320624 514.890788890278 -82.5758808216273 16.7921931530165 -1.49394357439715
201400 22289.0864261635 18894.2143030565 1843.89898511339 2357.70427746714 0.999297331908319 0.133662859072204 -759.446736803431 -131.185167097672 -832.659862075209 -1.33397912531954
201440 22374.8046701322 18959.3168882809 1879.47538822868 2411.22777284535 1.00274054678201 0.122778915309677 -72.2645080398353 1325.74845231905 -530.477615384928 -1.53081768685075
201480 22362.0966403238 18924.8133146543 1927.0934096484 2333.41470045338 1.00091568502733 0.116960380738852 1384.46780161862 1224.40256942948 -523.05512250318 -1.66560305918386
201520 22294.7258882404 18908.0976347843 1959.94167656353 2373.27086855357 1.00003160834506 0.123821658895224 7.57263971242301 601.539985313995 -9.25894950985158 -1.57781405014675
201560 22215.1822650294 18925.4954341221 1956.42195780189 2351.14955404894 1.00095176168833 0.126299290042096 -50.644497923908 -280.624067084988 159.895303021478 -1.46266032776006
201600 22279.2893765084 18906.8055450685 1965.09440297239 2351.83866720726 0.999963270927858 0.125972033536619 617.834235390225 -305.639546804184 -378.352559933248 -1.43774387619172
201640 22092.0471859806 18856.5647586936 1874.29325904983 2348.46864276864 0.997306082702293 0.13438109737211 -531.044979240105 -484.720215698663 -920.868533167029 -1.27891930981473
