Time AvStress StdStress Strain
-2909940 -0.070091001 0.076039593 0
-2909880 -0.0082921672 0.018175474 0.0092942242
-2909820 -0.0097920027 0.057035373 0.018587585
-2909760 -0.026862434 0.078416027 0.027880082
-2909700 -0.026147259 0.062946525 0.037171716
-2909640 0.040589942 0.017419807 0.046462487
-2909580 0.027792605 0.065027698 0.055752395
-2909520 -0.040492454 0.064569934 0.065041441
-2909460 -0.10565491 0.08504289 0.074329625
-2909400 -0.16560328 0.1334843 0.083616946
-2909340 -0.085568625 0.091718285 0.092903406
-2909280 -0.10393107 0.022203365 0.102189
-2909220 -0.1435812 0.096393552 0.11147374
-2909160 -0.066993028 0.07314103 0.12075762
-2909100 -0.068260804 0.056319871 0.13004063
-2909040 -0.090180539 0.05743321 0.13932279
-2908980 -0.10235575 0.024373339 0.14860408
-2908920 -0.14792257 0.025962616 0.15788452
-2908860 -0.050796773 0.016221399 0.16716409
-2908800 0.013932746 0.012925495 0.17644281
-2908740 -0.091424614 0.053730492 0.18572066
-2908680 -0.11350473 0.056863436 0.19499766
-2908620 -0.016018987 0.075316345 0.2042738
-2908560 -0.0018393783 0.093909311 0.21354907
-2908500 -0.064500924 0.11730662 0.2228235
-2908440 -0.076061607 0.16325704 0.23209706
-2908380 0.011306727 0.17862341 0.24136976
-2908320 -0.032834983 0.043755503 0.25064161
-2908260 -0.12399554 0.036428812 0.2599126
-2908200 -0.07132305 0.069005806 0.26918273
-2908140 -0.020318536 0.050024611 0.27845201
-2908080 0.015071509 0.056153857 0.28772042
-2908020 -0.0073755525 0.088714466 0.29698799
-2907960 -0.028620378 0.12629334 0.30625469
-2907900 -0.017604411 0.037219648 0.31552054
-2907840 0.020121411 0.094268148 0.32478554
-2907780 0.037400356 0.037965414 0.33404967
-2907720 -0.0016151135 0.014367989 0.34331296
-2907660 -0.056495748 0.066575813 0.35257539
-2907600 -0.048110475 0.032837608 0.36183696
-2907540 -0.031958741 0.056795684 0.37109768
-2907480 -0.059621192 0.027601747 0.38035754
-2907420 0.0010517676 0.070688607 0.38961655
-2907360 0.023104663 0.059522532 0.39887471
-2907300 -0.050113788 0.081036883 0.40813201
-2907240 -0.11918218 0.033140616 0.41738846
-2907180 -0.15113678 0.14877496 0.42664406
-2907120 -0.16151732 0.078657949 0.4358988
-2907060 -0.089382922 0.025129751 0.44515269
-2907000 -0.027249032 0.08047782 0.45440573
-2906940 -0.061161033 0.05753953 0.46365791
-2906880 -0.036341714 0.099017413 0.47290925
-2906820 -0.031068828 0.056352274 0.48215973
-2906760 -0.068139289 0.13517763 0.49140936
-2906700 -0.059192805 0.038068853 0.50065814
-2906640 0.015008754 0.025025491 0.50990607
-2906580 0.032403802 0.066971779 0.51915314
-2906520 -0.026827286 0.028718589 0.52839937
-2906460 0.018652307 0.050017139 0.53764475
-2906400 -0.025918311 0.064862807 0.54688927
-2906340 -0.076151528 0.015725945 0.55613295
-2906280 -0.081233983 0.019770465 0.56537577
-2906220 -0.10402789 0.044995035 0.57461775
-2906160 -0.0078250604 0.085617518 0.58385888
-2906100 -0.030911032 0.0074812197 0.59309916
-2906040 -0.12040747 0.11115 0.60233859
-2905980 -0.025688667 0.16733739 0.61157717
-2905920 0.022668016 0.10166692 0.6208149
-2905860 -0.028320704 0.038466028 0.63005179
-2905800 0.029454554 0.096591698 0.63928783
-2905740 0.024078201 0.12367475 0.64852302
-2905680 -0.036994563 0.029931983 0.65775736
-2905620 -0.035276203 0.08786032 0.66699086
-2905560 0.014993595 0.043564068 0.67622351
-2905500 0.10668379 0.071623397 0.68545531
-2905440 -0.018305872 0.085451673 0.69468626
-2905380 -0.10039317 0.075746876 0.70391637
-2905320 -0.0091860383 0.16765297 0.71314564
-2905260 -0.035213315 0.17556776 0.72237406
-2905200 -0.028276516 0.072466113 0.73160163
-2905140 0.027105629 0.075160675 0.74082836
-2905080 -0.0071771623 0.068698526 0.75005424
-2905020 0.022570305 0.036278869 0.75927928
-2904960 0.074999129 0.065559933 0.76850347
-2904900 0.031603595 0.13198411 0.77772682
-2904840 -0.072157012 0.16689466 0.78694932
-2904780 -0.090497217 0.11469451 0.79617099
-2904720 -0.079129917 0.073591085 0.8053918
-2904660 -0.069553162 0.03825915 0.81461178
-2904600 -0.0089483595 0.05983055 0.82383091
-2904540 -0.012597257 0.047409531 0.8330492
-2904480 -0.08225929 0.027067245 0.84226664
-2904420 -0.016525936 0.076060346 0.85148324
-2904360 0.083523113 0.12024091 0.86069901
-2904300 0.041984438 0.11788185 0.86991392
-2904240 0.021006088 0.1441364 0.879128
-2904180 -0.011709771 0.060114157 0.88834124
