Time AvStress StdStress Strain
-19860 -0.066909438 0.043136745 0
-19800 -0.003892411 0.15384176 0.0092942242
-19740 -0.012032006 0.038462878 0.018587585
-19680 -0.092996383 0.1221622 0.027880082
-19620 -0.08276658 0.12593414 0.037171716
-19560 -0.060676525 0.027438132 0.046462487
-19500 -0.05211939 0.12198369 0.055752395
-19440 -0.02574809 0.097098961 0.065041441
-19380 0.005406991 0.18780666 0.074329625
-19320 -0.025307465 0.16385482 0.083616946
-19260 -0.049586821 0.052007971 0.092903406
-19200 -0.049261211 0.12045193 0.102189
-19140 -0.0036071623 0.13382101 0.11147374
-19080 0.05151693 0.082007855 0.12075762
-19020 -0.010523543 0.024469653 0.13004063
-18960 -0.063248064 0.029270524 0.13932279
-18900 -0.079245028 0.084261089 0.14860408
-18840 -0.012740155 0.073872954 0.15788452
-18780 -0.04340543 0.10974042 0.16716409
-18720 -0.049235456 0.026033826 0.17644281
-18660 -0.062150081 0.088621274 0.18572066
-18600 -0.13804787 0.07594527 0.19499766
-18540 -0.092871566 0.14834178 0.2042738
-18480 -0.12930392 0.16673878 0.21354907
-18420 -0.11051412 0.12931682 0.2228235
-18360 0.042525501 0.074259893 0.23209706
-18300 0.062236056 0.089767798 0.24136976
-18240 0.04192397 0.069395325 0.25064161
-18180 0.0033231797 0.01665746 0.2599126
-18120 -0.052334323 0.050104199 0.26918273
-18060 -0.07292551 0.13681888 0.27845201
-18000 -0.071577824 0.10149933 0.28772042
-17940 -0.13647613 0.12464179 0.29698799
-17880 -0.12965833 0.11260394 0.30625469
-17820 -0.031116266 0.11821178 0.31552054
-17760 -0.0057726328 0.08399203 0.32478554
-17700 -0.032753428 0.066661178 0.33404967
-17640 -0.101149 0.10962271 0.34331296
-17580 -0.11563204 0.10516924 0.35257539
-17520 -0.02013916 0.12193571 0.36183696
-17460 0.089337656 0.10725516 0.37109768
-17400 -0.02473698 0.056557213 0.38035754
-17340 -0.090955903 0.05379973 0.38961655
-17280 -0.008703326 0.065556435 0.39887471
-17220 -0.0041326164 0.067178273 0.40813201
-17160 0.00063752503 0.060731745 0.41738846
-17100 0.0022926324 0.11223655 0.42664406
-17040 -0.065907795 0.099955038 0.4358988
-16980 -0.08045715 0.13663556 0.44515269
-16920 -0.087542972 0.078183049 0.45440573
-16860 -0.084000348 0.044426188 0.46365791
-16800 0.0046626016 0.09742788 0.47290925
-16740 -0.020971318 0.029124034 0.48215973
-16680 -0.11262539 0.064383864 0.49140936
-16620 -0.13181546 0.12258907 0.50065814
-16560 -0.088113299 0.089177719 0.50990607
-16500 -0.080076702 0.044415823 0.51915314
-16440 -0.076620882 0.038858825 0.52839937
-16380 -0.10127975 0.070388257 0.53764475
-16320 -0.14674076 0.032442921 0.54688927
-16260 -0.11383265 0.084436323 0.55613295
-16200 -0.052112478 0.097168671 0.56537577
-16140 -0.033209885 0.052744955 0.57461775
-16080 0.0047935126 0.073217725 0.58385888
-16020 0.0070259216 0.011706877 0.59309916
-15960 -0.066504223 0.013437024 0.60233859
-15900 -0.023626634 0.045895029 0.61157717
-15840 -0.062964913 0.016820721 0.6208149
-15780 -0.077914453 0.032992368 0.63005179
-15720 0.0094208751 0.019494346 0.63928783
-15660 -0.07383487 0.0382853 0.64852302
-15600 -0.14469548 0.052101376 0.65775736
-15540 -0.080449297 0.059370273 0.66699086
-15480 -0.020311564 0.056250597 0.67622351
-15420 -0.085767606 0.088996452 0.68545531
-15360 -0.094842976 0.16186222 0.69468626
-15300 -0.05842833 0.090406929 0.70391637
-15240 -0.041318602 0.061126389 0.71314564
-15180 -0.010221823 0.071544037 0.72237406
-15120 0.057583544 0.0068144299 0.73160163
-15060 0.053078714 0.079268446 0.74082836
-15000 0.044616509 0.082678452 0.75005424
-14940 -0.01200481 0.12689761 0.75927928
-14880 -0.10409991 0.041373661 0.76850347
-14820 -0.14311439 0.041933341 0.77772682
-14760 -0.1703943 0.054707616 0.78694932
-14700 -0.091987205 0.17129813 0.79617099
-14640 -0.002107888 0.055082099 0.8053918
-14580 -0.079699476 0.16948144 0.81461178
-14520 -0.15068835 0.04240637 0.82383091
-14460 -0.084804849 0.047675195 0.8330492
-14400 -0.051365567 0.028503477 0.84226664
-14340 -0.016650611 0.094436839 0.85148324
-14280 0.008488944 0.039522162 0.86069901
-14220 -0.050585241 0.053873405 0.86991392
-14160 -0.041184043 0.057998398 0.879128
-14100 -0.061352229 0.072263047 0.88834124
-14040 -0.081116461 0.098039054 0.89755363
-13980 -0.090558288 0.038321288 0.90676518
-13920 -0.18219093 0.050814822 0.9159759
-13860 -0.14930832 0.14975556 0.92518577
-13800 -0.10570463 0.078135821 0.9343948
-13740 -0.11660894 0.042419787 0.94360299
-13680 -0.016997576 0.16788341 0.95281034
-13620 -0.025552691 0.099429303 0.96201685
-13560 -0.10093951 0.025122378 0.97122253
-13500 -0.043136573 0.15742205 0.98042736
-13440 -0.10149045 0.16057697 0.98963135
-13380 -0.12583336 0.020776424 0.99883451
-13320 -0.037976644 0.052602502 1.0080368
-13260 -0.079648267 0.089226186 1.0172383
-13200 -0.10874105 0.13795982 1.0264389
-13140 0.026451698 0.090238919 1.0356387
-13080 0.068250124 0.12733276 1.0448377
-13020 0.024086835 0.092989523 1.0540358
-12960 -0.047515081 0.059312115 1.0632331
-12900 -0.13830274 0.049682575 1.0724296
-12840 -0.15840662 0.039280126 1.0816252
-12780 -0.098248831 0.11169892 1.09082
-12720 -0.068192499 0.106657 1.1000139
-12660 -0.091494561 0.13135758 1.109207
-12600 -0.10675841 0.085564616 1.1183993
-12540 0.013807699 0.049188923 1.1275907
-12480 0.050052909 0.057041204 1.1367813
-12420 -0.078289082 0.011726348 1.1459711
-12360 -0.065457164 0.069102823 1.15516
-12300 -0.059456804 0.025600932 1.1643481
-12240 -0.11642658 0.044840948 1.1735354
-12180 -0.082847925 0.07005851 1.1827218
-12120 -0.071765906 0.077861274 1.1919074
-12060 -0.13533008 0.038003372 1.2010922
-12000 -0.18321042 0.095662288 1.2102761
-11940 -0.15044437 0.05861168 1.2194592
-11880 -0.082123746 0.16846314 1.2286415
-11820 -0.031053132 0.17224213 1.2378229
-11760 -0.0048755553 0.04952612 1.2470035
-11700 -0.0098006832 0.037896154 1.2561833
-11640 0.0058504789 0.11877942 1.2653622
-11580 0.0023482821 0.19502808 1.2745403
-11520 -0.04046261 0.2065143 1.2837175
-11460 -0.10571647 0.13693842 1.292894
-11400 -0.092744802 0.10171157 1.3020696
-11340 -0.032628416 0.14858881 1.3112444
-11280 0.041143498 0.066349421 1.3204183
-11220 -0.036865677 0.13627854 1.3295914
-11160 -0.13660699 0.13104104 1.3387637
-11100 -0.065586626 0.062406553 1.3479351
-11040 -0.063106454 0.036284379 1.3571058
-10980 -0.063870754 0.085916023 1.3662756
-10920 -0.064979731 0.018952581 1.3754445
-10860 -0.10234549 0.10531037 1.3846127
-10800 -0.10387153 0.12449728 1.39378
-10740 -0.10550289 0.10616741 1.4029464
-10680 -0.022021123 0.13065177 1.4121121
-10620 -0.03725212 0.059646692 1.4212769
-10560 -0.097217445 0.038026633 1.4304409
-10500 -0.0066884693 0.084027413 1.4396041
-10440 -0.018063895 0.11409766 1.4487664
-10380 -0.013066915 0.10848108 1.4579279
-10320 0.061826644 0.0048576909 1.4670886
-10260 0.0058696944 0.077107404 1.4762484
-10200 -0.11573262 0.044736644 1.4854075
-10140 -0.065229725 0.016284579 1.4945657
-10080 -0.012299135 0.043758402 1.503723
-10020 -0.028013384 0.04068335 1.5128796
-9960 -0.12877062 0.059867957 1.5220353
-9900 -0.23004794 0.078849132 1.5311902
-9840 -0.15589515 0.034788836 1.5403443
-9780 -0.072548724 0.047575054 1.5494975
-9720 -0.064609958 0.062229697 1.5586499
-9660 -0.083338394 0.080167671 1.5678015
-9600 -0.04071094 0.049200418 1.5769523
-9540 -0.081814396 0.05916965 1.5861023
-9480 -0.038721442 0.1716001 1.5952514
-9420 0.028201812 0.10237171 1.6043997
-9360 0.033112801 0.039781847 1.6135471
-9300 0.0015720703 0.031185069 1.6226938
-9240 -0.16930731 0.10351106 1.6318396
-9180 -0.20018363 0.21160832 1.6409846
-9120 -0.090289899 0.064940243 1.6501288
-9060 -0.060813312 0.046019412 1.6592722
-9000 -0.094161435 0.069874429 1.6684147
-8940 -0.11900664 0.0031816082 1.6775564
-8880 -0.1667031 0.08297597 1.6866973
