step etot ke peBond peAngle temp press stressX stressY stressZ stressX_N stressY_N stressZ_N AvBondForce NumMons BoxLength BoxVol CurrentConc ConcPref P_add P_remov NreactNuc NreactDeath T_den_add T_den_remov T_id_add T_id_remov NumTot
22050000 23831.8561589922 19023.5072975058 1671.75272557267 4563.35413638655 1.00010552782408 0.175302188053037 -9486.99057500774 -10991.074315629 -10638.5114722953 46.3962723686047 -1045.08828461638 -449.342538881412 -1.31470153374444 4 30.310889 59167.4994828887 6.76046822150529e-05 0.000169013132320381 0.00472482528667821 0.00207457125678372 0 0 0.47247854004332 2.07458877014157 1.00000844191675 0.099999155815451 1441
22050020 23821.9230058213 19005.8589775002 1676.88513263428 4566.18915846268 0.99917771876562 0.161213979286089 -8197.53439432456 -10562.0357025117 -9923.57966433251 1363.6578394354 -638.217660888353 137.665786472297 -1.49011412890425 4 30.382139 59306.5809970652 6.74461405926931e-05 0.000169013132320381 0.0050590818045401 0.00193750311059809 0 0 0.504717500312548 1.94207387835704 1.00235910215264 0.099764645011197 1441
22050040 23870.5240671102 19046.2147814146 1676.65888604695 4565.07468666178 1.00129930769995 0.148813978268897 -6924.63983913827 -10319.6263212559 -9298.03841753133 2643.09842177996 -394.014972077795 667.543028700448 -1.6594834661437 4 30.457139 59452.9825909352 6.72800560322079e-05 0.000169013132320381 0.00543647616307086 0.00180300371767486 0 0 0.541032545589157 1.81171850251516 1.0048334813483 0.0995189768814413 1441
22050060 23820.2412259837 19000.1398045178 1686.1469364391 4558.94209731226 0.99887704989185 0.138317454048899 -5936.8515639514 -9815.62193332253 -8978.4317526994 3571.40289164562 121.776630122595 961.115285857778 -1.8037535117493 4 30.532139 59599.3841848052 6.71147874212398e-05 0.000169013132320381 0.00584198773541796 0.00167785130284365 0 0 0.579960503064391 1.69011280617835 1.00730786054397 0.0992745156838126 1441
22050080 23758.9534373304 18925.5557054912 1684.72683335002 4557.38363513464 0.99495600796421 0.134265926734795 -5620.27040130667 -9553.0840964152 -8892.11539049516 3833.75961132766 385.335517338526 1068.11039874881 -1.86374140414812 4 30.607139 59745.7857786752 6.69503287615593e-05 0.000169013132320381 0.00627770889496241 0.00156139555004426 0 0 0.621689374986536 1.57666949564319 1.00978223973964 0.0990312525458797 1441
22050100 23899.22404964 19070.3193464499 1692.4590998908 4545.84835906505 1.00256653504981 0.136062356713454 -5828.62392853118 -9642.14814536458 -8976.44441400097 3564.48655480098 310.390535269871 966.19273048266 -1.87444047627699 4 30.682139 59892.1873725452 6.67866741135859e-05 0.000169013132320381 0.00674588755052238 0.00145303144466267 0 0 0.666420690596991 1.47084069738091 1.0122566189353 0.0987891786819636 1441
22050120 23945.8908635756 19066.8515193466 1717.99718515548 4534.16665651188 1.00238422413304 0.139870466528376 -6217.87376236843 -9566.01041287605 -9408.99217006898 3149.36935632607 445.454302833772 635.564304241341 -1.85338919606362 4 30.757139 60038.5889664152 6.66238175956725e-05 0.000169013132320381 0.00724893869611155 0.00135219611366358 0 0 0.714370479414086 1.37211531208666 1.01473099813097 0.098548285392079 1441
22050140 23970.8940625324 19079.9941464082 1757.18913851821 4526.73282054523 1.00307515949889 0.1432288462458 -6718.55094333437 -9317.40026519903 -9824.72906925855 2612.70652670409 714.867196237986 312.089467651665 -1.82017039488886 4 30.832139 60184.9905602852 6.64617533834011e-05 0.000169013132320381 0.00778945681753136 0.00125836588643854 0 0 0.765770314545835 1.28001654632968 1.01720537732664 0.0983085640608925 1441
22050160 23954.9675683838 19025.4145245131 1795.38370382158 4524.82383074183 1.00020579473297 0.145065697910457 -7244.32196005731 -9011.76486185692 -9999.95970434158 1999.87986018617 950.7061777459 126.179040527346 -1.77728090904557 4 30.907139 60331.3921541552 6.63004757088886e-05 0.000169013132320381 0.00837022921930669 0.00117105356092978 0 0 0.820868431070362 1.19409960988345 1.0196797565223 0.0980700061566954 1441
22050180 23976.7194824947 18997.9796596303 1833.5620834329 4527.06078577153 0.998763486561538 0.147139783894084 -7485.0760393372 -9131.15472114612 -10079.8377469428 1665.52041820937 774.036534964731 52.7234981684502 -1.73546462622641 4 30.982139 60477.7937480252 6.61399788601021e-05 0.000169013132320381 0.00899425034017509 0.00108980586067129 0 0 0.879930924885164 1.11394956761484 1.02215413571797 0.0978326032303917 1441
22050200 24034.4892139769 19048.54145477 1866.16082508579 4522.77989873102 1.00142162577978 0.147898935635165 -7468.37228939109 -9256.3834620639 -10174.006142959 1617.28896672268 603.24042822391 -50.4619256283629 -1.72143461617465 4 31.057139 60624.1953418952 6.59802571801847e-05 0.000169013132320381 0.0096647371303904 0.00101420106939542 0 0 0.943243037815025 1.03917933555845 1.02462851491364 0.0975963469144999 1441
