step etot ke peBond peAngle temp press stressX stressY stressZ AvBondForce boxX boxY
1510000 18446.6119079891 9466.06008210067 4134.46125446556 4846.09057142285 0.99710960995425 0.0191502595639103 -1157.96491286222 -263.061409444954 -523.921891176079 -1.39725023526306 51.031036 51.031036
1511000 18458.6768613392 9552.60464291923 4112.2321279076 4793.84009051236 1.00622580111858 0.0146280877364668 -423.48631585141 -497.71651993185 -564.462307019091 -1.42897607655574 51.031036 51.031036
1512000 18404.5689036447 9444.1918986707 4071.66425387386 4888.71275110017 0.994806119836805 -0.0311720178155468 812.477604447799 1725.64320584278 627.787210887048 -1.58437020575506 51.031036 51.031036
1513000 18207.3388819294 9391.41697725831 4011.60607488187 4804.31582978918 0.989247061384981 0.00580664863432089 1150.94919844515 -1210.18544371331 -530.501499536712 -1.41373668821074 51.031036 51.031036
1514000 18457.5973331134 9455.80187386967 4222.71296301032 4779.08249623335 0.996029059237339 0.0126119689146834 1671.09259916172 -1567.77912357701 -1384.21655302123 -1.40877658639023 51.031036 51.031036
1515000 18101.3160126039 9266.86875566286 4032.39299939541 4802.05425754565 0.976127745895914 0.00304401718185228 293.4923170898 1334.73136187683 -1937.38167026682 -1.41861795356034 51.031036 51.031036
1516000 18265.0139673292 9392.57390190584 4048.05731207706 4824.38275334632 0.989368926308089 0.00342247343888382 -216.18681230023 169.246236542541 -300.654378683284 -1.42499165002462 51.031036 51.031036
1517000 18613.8641595754 9636.08899075268 4058.74253617274 4919.03263264997 1.01501964404621 -0.014713267851476 1582.59162117707 1194.35496812768 -1282.63034117623 -1.51443428176967 51.031036 51.031036
1518000 18483.3927539326 9488.76303218047 4054.13305573445 4940.4966660177 0.999501030408223 0.0196703063034124 -912.978568415598 -154.187588224111 -930.599303186745 -1.37154476067612 51.031036 51.031036
1519000 18386.9472936659 9464.52150046952 4063.17378668903 4859.25200650739 0.996947543105232 0.00968742617145683 -439.767274193423 530.800845333416 -1074.9127798027 -1.3990945940245 51.031036 51.031036
1520000 18454.0600858052 9487.36998949142 4059.129815305 4907.56028100877 0.999354293937054 -0.00782765460550235 816.781151598518 823.046000388344 -844.830990711485 -1.47409440093674 51.031036 51.031036
1521000 18298.4777801492 9460.0708089875 4060.37218510266 4778.03478605908 0.99647872849713 0.0291971456097928 -2075.84421323853 -165.513410163252 -723.977441800006 -1.29795502292118 51.031036 51.031036
1522000 18429.8908036842 9492.84057789556 4143.24996450923 4793.80026127942 0.999930539621379 0.00794150564046681 -207.431201075695 -284.820413871405 -314.307541927308 -1.41866212526635 51.031036 51.031036
1523000 18474.4114654806 9494.95393041937 4195.18648879244 4784.27104626877 1.00015315009421 0.0117912286689952 -391.826530641914 -628.420726849308 -177.299389748674 -1.44059717338173 51.031036 51.031036
1524000 18420.1316746053 9521.75554728809 4085.97164545129 4812.40448186593 1.00297630455449 -0.0374195843699854 1353.64910549617 2024.12756885993 422.649817347773 -1.60679337779306 51.031036 51.031036
1525000 18645.6248261201 9618.05567477167 4148.44682581987 4879.12232552854 1.01312010057109 0.000129570040932037 185.934200536341 572.677719374583 -771.771377034215 -1.47512282329574 51.031036 51.031036
1526000 18502.8949413438 9559.74794707909 4103.67682311894 4839.47017114582 1.0069782427007 0.00543719581151281 -32.6502888701279 678.600668169549 -1198.16557224073 -1.44431928165449 51.031036 51.031036
