step etot ke peBond peAngle temp press stressX stressY stressZ AvBondForce boxX boxY
1510000 18584.2214036317 9600.32748954054 4106.99218590498 4876.90172818613 1.0112526981135 0.00718141531448912 -640.869475713139 333.978070172212 -423.258817285047 -1.41387636291051 51.0861514268032 51.031036
1511000 18262.4052190126 9583.44294262862 3955.52676527715 4723.43551110678 1.00947416049177 0.000973529865903403 767.26155589719 -323.876717990172 -542.196719806232 -1.4296494457421 50.9489091816656 51.0811180125122
1512000 18470.7458337116 9455.24661988042 4199.59657982127 4815.9026340099 0.995970571431024 -0.014491566073002 407.494926676661 823.80270313308 223.951894977321 -1.54910395059429 50.8811084266164 50.6058791601607
1513000 18393.3062076351 9448.2297884413 4174.54732716921 4770.52909202457 0.99523145188195 0.0106157368079657 -19.5852743441891 -471.520421193289 -593.534517491788 -1.40535957149958 51.5570785325161 50.813914434924
1514000 18370.4545443473 9476.41180149114 4065.04443344995 4828.99830940624 0.998200010690592 -0.0208683172333634 1246.2619150529 581.439018734674 361.041166224368 -1.51813644597918 52.1666996599499 51.5524360992736
1515000 18218.8838687629 9455.16215616073 4075.84674751115 4687.874965091 0.995961674425737 0.00261401264908952 196.031498572645 1032.01451244395 -1509.85020812068 -1.45917895704519 52.9991583153018 52.156230102574
1516000 18232.0836609907 9285.73489247958 4209.53512967384 4736.81363883724 0.978115014744781 -0.0180077301944192 852.914192258879 2510.61527189602 -1352.63199201384 -1.53045082601367 53.6966765192528 53.3235358578725
1517000 18305.5781928539 9548.07689922634 4098.15583547105 4659.34545815653 1.00574887019817 -0.0194106964995285 1836.24800252657 876.899537482346 -455.641559280474 -1.54729231837631 54.7956604503822 54.4223157302469
1518000 18136.4906695265 9445.80906866923 4075.66172411331 4615.01987674398 0.994976464809526 -0.00160132299583084 432.988592313225 -181.509019427915 -57.9171013778356 -1.48292415958152 55.7974626190216 55.5473265402931
1519000 18466.4858840989 9552.46420906788 4283.36889581876 4630.6527792123 1.00621100848664 -0.0128979494937605 1324.98632812203 1024.2267493221 -736.784729616118 -1.57561211102023 56.9269444404284 56.3089296556732
1520000 18158.4048368726 9310.67168107997 4246.04587239546 4601.68728339719 0.980741737091691 -0.00569762716883703 936.129186136072 1341.83480368556 -1534.25625418527 -1.47312656733061 58.3016313205542 57.4067496200904
1521000 18092.0863093701 9406.76342909693 4180.67741855805 4504.64546171513 0.990863583409378 0.00429337882080319 789.394637158234 15.4129251625553 -1390.40705741854 -1.43988582522096 59.6982777180521 58.5834676874491
1522000 18388.7370386186 9663.93418267575 4259.3787943684 4465.42406157449 1.01795272372421 -0.0135948824103781 1480.62098970976 474.93580014689 28.8843789685201 -1.57285974800424 61.6908086810619 60.6705179328591
1523000 18653.8925383946 9785.11180703814 4378.46327166922 4490.31745968722 1.03071699658062 -0.0194312833948153 2050.14283062081 1093.14910615285 -137.878470033889 -1.64481658218829 63.4787088327025 62.4755446232913
1524000 18442.7501318291 9543.84039060329 4366.36608979755 4532.54365142827 1.00530261659064 -0.0118474187140076 2597.86005315687 545.451386245626 -1205.33636450264 -1.60614396460217 65.2720480639197 64.2587987337055
1525000 18432.3601238777 9384.85242441173 4610.72020598795 4436.78749347801 0.988555582705191 -0.0411376181153107 4093.48527713509 3373.2192027229 -330.159696427697 -1.82047304121968 67.2613306737209 66.133086348502
1526000 18248.9723882888 9462.40872407911 4446.5116270204 4340.05203718932 0.996724993319546 -0.0225639572242583 4823.94092673353 215.669618185335 -896.643342557594 -1.71325352607927 69.3348024747834 67.9016515831816
1527000 18348.9418921633 9548.35918417805 4544.29938705363 4256.28332093163 1.00577860474831 -0.0304796500149972 3995.65994823874 2941.88226868881 -920.317677070684 -1.80428542326993 71.8832209630223 70.4196895701932
1528000 18574.6593339812 9685.49478754538 4522.58708358332 4366.57746285249 1.02022381498345 -0.0540194136913965 5889.34912801597 6056.67734211641 -472.772884142174 -2.06523327159312 74.5235344712217 73.0766575832765
