step etot ke peBond peAngle temp press stressX stressY stressZ AvBondForce boxX boxY
2001000 20274.1069671645 9596.81104219206 3971.16408029567 6706.13184467674 1.01088229232549 0.0421716544580146 -883.08304414299 -1821.58001314132 -1248.92950043303 -1.25543487538426 51.031036 51.031036
2002500 20269.648926182 9467.34166827735 4032.06464224854 6770.24261565617 0.997244606128124 -0.0174289079126426 499.67518959699 2042.47163515521 -908.186727664611 -1.49449620063347 51.031036 51.031036
2004000 20459.7894012769 9549.38916835364 4059.96521255332 6850.43502036999 1.00588709836769 0.0458443088245446 -513.427469776488 -1044.86098767559 -2739.61544297155 -1.24752352459264 51.031036 51.031036
2005500 20331.3795625556 9629.48511651205 3893.37048280473 6808.52396323879 1.01432402343836 0.0390384663466339 -932.282880977017 -1103.38135225335 -1624.19194259063 -1.26622059206893 51.031036 51.031036
2007000 20181.8671364473 9451.14469689097 3934.73343530129 6795.98900425504 0.995538494432082 -0.00259361995779259 -42.8532003519696 82.8500308989957 203.15503756107 -1.40236270370487 51.031036 51.031036
2008500 20182.7759925606 9408.56374628713 4002.50720016843 6771.70504610505 0.991053220233542 0.0630848035398846 -2551.47009364229 -2109.77558896962 -1252.95457786539 -1.14790312033472 51.031036 51.031036
2010000 20449.295279085 9659.89676296483 4070.25954490501 6719.13897121513 1.0175274411929 0.00741624632757268 -476.843246463975 677.068054104587 -895.497892458347 -1.41524793865121 51.031036 51.031036
2010000 20449.295279085 9659.89676296483 4070.25954490501 6719.13897121513 1.0175274411929 0.00741624632757268 -476.843246463975 677.068054104587 -895.497892458347 -1.41524793865121 51.031036 51.031036
2011500 20089.3973003779 9361.4732028363 3946.87271200587 6781.05138553569 0.98609292703811 -0.00686319847562566 -196.702428413204 1569.47842444424 -729.351146707567 -1.41967369020028 51.031036 51.031036
2013000 20362.0052222688 9495.54257315445 3995.28992138435 6871.17272773004 1.00021515491172 -0.0179428925053948 1503.21683990886 1521.18907412448 -1342.2597619568 -1.50641248780008 51.031036 51.031036
2014500 20478.7805156945 9571.11000147888 4106.78506164032 6800.88545257526 1.00817506730699 0.000969044141770954 -884.926067697109 240.831058976239 553.24712152647 -1.40750138573702 51.031036 51.031036
2016000 20218.6724240708 9408.78277423329 4070.02268489113 6739.86696494642 0.991076291592489 0.044162473521509 -596.093724557219 -1834.95824714669 -1709.17987096325 -1.25545334180157 51.031036 51.031036
2017500 20031.0125959463 9390.04417365839 3876.91114239922 6764.05727988866 0.989102456802906 -0.0127747024453145 1252.87750316906 226.09253123891 -281.341694615594 -1.4612587079246 51.031036 51.031036
2019000 20128.6462744536 9360.03295095008 4031.60556180822 6737.00776169532 0.985941217775328 -0.026006613074969 1369.96930018762 663.232565138366 404.918081023194 -1.50455925065865 51.031036 51.031036
2020500 19929.4860972877 9297.23071081931 4013.65369446636 6618.60169200198 0.979325929406364 0.0262913227017315 -1465.85045930984 405.986582967358 -1404.94759719351 -1.28849627127711 51.031036 51.031036
2022000 20325.5060759787 9507.03693395789 4093.18764496969 6725.28149705114 1.00142591604339 0.042386329607077 -612.038510785744 -440.491052621552 -2921.1887892917 -1.26516992032872 51.031036 51.031036
2023500 20361.0159302739 9492.83061827715 4052.81037687827 6815.37493511849 0.999929490522689 0.0220557518824423 -1271.52024376633 -30.3281207935028 -765.878349460885 -1.35463509795267 51.031036 51.031036
2025000 20303.6341795011 9310.0721791932 4090.55951479479 6903.0024855131 0.980678588422942 0.00714280334818363 694.722797891339 -819.18986490956 -545.170738791159 -1.37687562746177 51.031036 51.031036
2025000 20303.6341795011 9310.0721791932 4090.55951479479 6903.0024855131 0.980678588422942 0.00714280334818363 694.722797891339 -819.18986490956 -545.170738791159 -1.37687562746177 51.031036 51.031036
2026500 20344.4341223509 9584.19971072522 4004.94816759137 6755.28624403431 1.0095538748328 -0.0209418852951041 1182.334785495 916.623247741767 -135.656310518597 -1.49484861297789 51.031036 51.031036
2028000 20434.363740064 9567.46300968047 4026.20956131882 6840.69116906467 1.0077909105894 0.00658905192346194 -100.939868411756 2013.14406831122 -2529.92781026798 -1.37914179861462 51.031036 51.031036
