Time RateMons NumMons LargestComp 
0.0 -0.0005 158.0 4846.0
2000.0 -0.002 157.0 4856.0
4000.0 -0.0005 153.0 4856.0
6000.0 -0.001 152.0 4860.0
8000.0 -0.0005 150.0 4864.0
10000.0 0.0 149.0 4866.0
12000.0 0.0005 149.0 4866.0
14000.0 0.0 150.0 4864.0
16000.0 0.0005 150.0 4836.0
18000.0 0.0 151.0 4782.0
20000.0 -0.001 151.0 4772.0
22000.0 0.0 149.0 4816.0
24000.0 0.0 149.0 4816.0
26000.0 0.0 149.0 4816.0
28000.0 -0.001 149.0 4816.0
30000.0 0.0 147.0 4820.0
32000.0 0.0 147.0 4812.0
34000.0 0.0005 147.0 4812.0
36000.0 0.0 148.0 4810.0
38000.0 0.0005 148.0 4810.0
40000.0 0.0 149.0 4808.0
42000.0 -0.0005 149.0 4852.0
44000.0 -0.0005 148.0 4858.0
46000.0 -0.0005 147.0 4866.0
48000.0 -0.001 146.0 4880.0
50000.0 0.0 144.0 4882.0
52000.0 0.0 144.0 4882.0
54000.0 0.0005 144.0 4882.0
56000.0 0.0 145.0 4882.0
58000.0 0.0 145.0 4844.0
60000.0 -0.001 145.0 4844.0
62000.0 -0.0005 143.0 4854.0
64000.0 0.0 142.0 4858.0
66000.0 -0.001 142.0 4890.0
68000.0 -0.0015 140.0 4896.0
70000.0 0.0 137.0 4900.0
72000.0 0.0 137.0 4896.0
74000.0 0.001 137.0 4896.0
76000.0 0.001 139.0 4896.0
78000.0 0.0005 141.0 4896.0
80000.0 -0.0005 142.0 4894.0
82000.0 0.0 141.0 4914.0
84000.0 0.0 141.0 4920.0
86000.0 -0.0005 141.0 4928.0
88000.0 -0.0005 140.0 4930.0
90000.0 0.0 139.0 4956.0
92000.0 0.001 139.0 4956.0
94000.0 0.0 141.0 4952.0
96000.0 0.0 141.0 4952.0
98000.0 0.0005 141.0 4864.0
100000.0 -0.0005 142.0 4862.0
102000.0 -0.0005 141.0 4894.0
104000.0 -0.001 140.0 4894.0
106000.0 -0.0005 138.0 4894.0
108000.0 -0.0005 137.0 4896.0
110000.0 0.0 136.0 4898.0
112000.0 0.001 136.0 4894.0
