Time RateMons NumMons LargestComp 
0.0 -0.0065 158.0 4846.0
2000.0 -0.0045 145.0 4902.0
4000.0 -0.0025 136.0 4938.0
6000.0 -0.004 131.0 5006.0
8000.0 -0.0025 123.0 5042.0
10000.0 0.0015 118.0 5110.0
12000.0 0.0015 121.0 5108.0
14000.0 0.001 124.0 5082.0
16000.0 0.0025 126.0 5026.0
18000.0 0.0015 131.0 4898.0
20000.0 -0.005 134.0 4808.0
22000.0 -0.003 124.0 4934.0
24000.0 -0.0025 118.0 5004.0
26000.0 -0.0015 113.0 5076.0
28000.0 -0.002 110.0 5130.0
30000.0 0.0005 106.0 5148.0
32000.0 0.0 107.0 5130.0
34000.0 0.0005 107.0 5064.0
36000.0 0.001 108.0 5010.0
38000.0 0.0025 110.0 4958.0
40000.0 -0.002 115.0 4916.0
42000.0 -0.001 111.0 5056.0
44000.0 -0.003 109.0 5110.0
46000.0 -0.001 103.0 5146.0
48000.0 -0.0015 101.0 5192.0
50000.0 0.0 98.0 5284.0
52000.0 0.0005 98.0 5234.0
54000.0 0.0015 99.0 5172.0
56000.0 0.002 102.0 5056.0
58000.0 0.0005 106.0 5040.0
60000.0 -0.0025 107.0 4928.0
62000.0 -0.001 102.0 5020.0
64000.0 -0.002 100.0 5064.0
66000.0 -0.0015 96.0 5108.0
68000.0 -0.001 93.0 5218.0
70000.0 0.0 91.0 5284.0
72000.0 0.002 91.0 5264.0
74000.0 0.0005 95.0 5236.0
76000.0 0.0015 96.0 5220.0
78000.0 0.001 99.0 5196.0
80000.0 -0.0045 101.0 5078.0
82000.0 -0.0015 92.0 5224.0
84000.0 -0.002 89.0 5258.0
86000.0 -0.002 85.0 5412.0
88000.0 -0.003 81.0 5432.0
90000.0 0.0 75.0 5584.0
92000.0 0.0 75.0 5584.0
94000.0 0.001 75.0 5566.0
96000.0 0.0005 77.0 5518.0
98000.0 0.002 78.0 5504.0
100000.0 -0.0025 82.0 5482.0
102000.0 -0.003 77.0 5522.0
104000.0 -0.0005 71.0 5598.0
106000.0 -0.0015 70.0 5610.0
108000.0 0.0 67.0 5644.0
