time Area Area_std
200 300 0
400 300.03987 0.0068609157
600 300.07804 0.0079091301
800 300.11203 0.010314535
1000 300.14748 0.0039667726
1200 300.18171 0.0046528174
1400 300.22082 0.010669593
1600 300.25964 0.007297011
1800 300.29239 0.013136766
2000 300.32463 0.012831052
2200 300.35743 0.0081465697
2400 300.39647 0.013094604
2600 300.43767 0.018603311
2800 300.48299 0.026322716
3000 300.51697 0.037321338
3200 300.5546 0.045366191
3400 300.59803 0.047279489
3600 300.63247 0.050631695
3800 300.66207 0.061837685
4000 300.70025 0.057086546
4200 300.7461 0.058053238
4400 300.78003 0.054208874
4600 300.81061 0.045505009
4800 300.84515 0.036863492
5000 300.87771 0.027901423
5200 300.89715 0.032806715
5400 300.92796 0.02465494
5600 300.98375 0.033844114
5800 301.01982 0.035666699
6000 301.06858 0.049314677
6200 301.11546 0.069849835
6400 301.14798 0.070833949
6600 301.19219 0.062756551
6800 301.23457 0.070229074
7000 301.27303 0.060300232
7200 301.30745 0.053405088
7400 301.33153 0.046532328
7600 301.37003 0.040352322
7800 301.41037 0.02402974
8000 301.44412 0.02639293
8200 301.47978 0.034257133
8400 301.51786 0.037915718
8600 301.55512 0.042977654
8800 301.59324 0.049971094
9000 301.62269 0.051478264
9200 301.6529 0.050360828
9400 301.69075 0.05601252
9600 301.73291 0.073032474
9800 301.78206 0.078710536
10000 301.82983 0.0843569
10200 301.87893 0.086728891
10400 301.91402 0.0908525
10600 301.9466 0.087840008
10800 301.978 0.096358402
11000 302.0081 0.098929216
11200 302.04086 0.089125418
11400 302.07002 0.091228914
11600 302.10545 0.093121108
11800 302.13224 0.089650391
12000 302.17131 0.10354946
12200 302.21116 0.10482612
12400 302.2241 0.10532295
12600 302.25147 0.11649059
12800 302.28182 0.14173968
13000 302.30584 0.15898244
13200 302.34284 0.17777837
13400 302.36682 0.18220267
13600 302.38301 0.18362134
13800 302.41342 0.19475202
14000 302.44071 0.2022934
14200 302.48222 0.20189235
14400 302.50663 0.20460578
14600 302.55043 0.21453077
14800 302.58823 0.22557481
15000 302.63245 0.23483901
15200 302.683 0.23423682
15400 302.72279 0.24372596
15600 302.76371 0.25602564
15800 302.80193 0.26922151
16000 302.84695 0.26354178
16200 302.88357 0.26941267
16400 302.92377 0.26095074
16600 302.97282 0.25987892
16800 303.02954 0.26528166
17000 303.0834 0.28230877
17200 303.13715 0.2825002
17400 303.17814 0.27687749
17600 303.22045 0.25466992
17800 303.26523 0.25483183
18000 303.30036 0.25120031
18200 303.34113 0.2542558
18400 303.38092 0.2442328
18600 303.41042 0.25652604
18800 303.45183 0.26011031
19000 303.50211 0.25756459
19200 303.54488 0.25637275
19400 303.5879 0.25167292
19600 303.6286 0.2568551
19800 303.65933 0.26173306
20000 303.68374 0.25129997
20200 303.70521 0.26190938
20400 303.72703 0.26704847
20600 303.76661 0.27197266
20800 303.81044 0.2820077
21000 303.86303 0.28161421
21200 303.90538 0.27678997
21400 303.94142 0.27032587
21600 303.98134 0.26445333
21800 304.02352 0.26962151
22000 304.05598 0.26076762
22200 304.08651 0.25484247
22400 304.13222 0.25135541
22600 304.16895 0.24024503
22800 304.21601 0.23426787
23000 304.27084 0.23228273
23200 304.31713 0.2432329
23400 304.34739 0.25994932
23600 304.39359 0.26468692
23800 304.44376 0.2757359
24000 304.47991 0.27926262
24200 304.51102 0.2648156
24400 304.53509 0.27268952
24600 304.55847 0.26643829
24800 304.58008 0.26023496
25000 304.60719 0.25954644
25200 304.6341 0.24430405
25400 304.67571 0.25183195
25600 304.72216 0.26379786
25800 304.76287 0.27361368
26000 304.80787 0.2807816
26200 304.84838 0.26949609
26400 304.89005 0.2673458
26600 304.938 0.26690699
26800 304.96471 0.25606996
27000 305.00948 0.25442308
27200 305.04691 0.26798075
27400 305.0902 0.26699856
27600 305.12187 0.27487146
27800 305.16402 0.277611
28000 305.20051 0.26891799
28200 305.24567 0.2737778
28400 305.29561 0.27584195
28600 305.33374 0.28018301
28800 305.36409 0.29149434
29000 305.40172 0.29723804
29200 305.43912 0.30543578
29400 305.47714 0.31235352
29600 305.51027 0.31479987
29800 305.54448 0.32496389
30000 305.57542 0.33520473
30200 305.60356 0.34434942
30400 305.63372 0.3463132
30600 305.67454 0.33958201
30800 305.71942 0.33093855
31000 305.75969 0.33041662
31200 305.80632 0.34046367
31400 305.84422 0.36251863
31600 305.89145 0.36621838
31800 305.93101 0.36505828
32000 305.98005 0.36546185
32200 306.02831 0.35963857
32400 306.07808 0.34405752
32600 306.12306 0.3364454
32800 306.16519 0.33380649
33000 306.21547 0.3354371
33200 306.26007 0.34916902
33400 306.30263 0.35814645
33600 306.35576 0.34835845
33800 306.39935 0.36062108
34000 306.4515 0.35405422
34200 306.4899 0.36025578
34400 306.52152 0.36935997
34600 306.5515 0.37261834
34800 306.589 0.37513343
35000 306.63159 0.37897178
35200 306.66186 0.39373932
35400 306.68625 0.40308486
35600 306.73095 0.39846815
35800 306.77673 0.41239776
36000 306.83794 0.42629261
36200 306.88193 0.43510263
36400 306.90829 0.43412322
36600 306.93914 0.42478511
36800 306.98731 0.41527315
37000 307.03824 0.42015196
37200 307.08381 0.42408221
37400 307.11497 0.43397066
37600 307.15551 0.42623645
37800 307.17698 0.42839421
38000 307.21819 0.43174689
38200 307.26384 0.42599782
38400 307.30949 0.42892712
38600 307.35627 0.4242577
38800 307.41636 0.42502235
39000 307.4718 0.43412674
39200 307.52628 0.44239653
39400 307.58416 0.45035593
39600 307.64564 0.45990066
39800 307.68446 0.48054203
40000 307.73801 0.48211967
40200 307.78034 0.48640844
40400 307.83107 0.48349984
40600 307.8793 0.47773002
40800 307.93128 0.47873908
41000 307.9766 0.49531085
41200 308.0257 0.49539466
41400 308.06292 0.4931548
41600 308.11031 0.50615584
