time Area Area_std
200 300 0
400 300.04779 0.0067609214
600 300.09946 0.018460752
800 300.15472 0.010053939
1000 300.21215 0.0083205424
1200 300.26658 0.017260462
1400 300.31683 0.036744446
1600 300.34548 0.045452378
1800 300.3892 0.039416499
2000 300.43846 0.038047546
2200 300.48732 0.038005647
2400 300.54648 0.040682389
2600 300.59385 0.048171363
2800 300.64103 0.043543363
3000 300.69731 0.039810534
3200 300.75062 0.035824083
3400 300.79568 0.041121837
3600 300.84626 0.042302625
3800 300.89296 0.049389773
4000 300.94782 0.0485302
4200 301.00767 0.056024117
4400 301.07291 0.050115608
4600 301.12859 0.03980962
4800 301.17154 0.033957471
5000 301.22906 0.03144457
5200 301.27948 0.02261672
5400 301.33608 0.013730307
5600 301.39169 0.0020391436
5800 301.46594 0.008780109
6000 301.52084 0.01884101
6200 301.57663 0.019592787
6400 301.63161 0.018922065
6600 301.68831 0.026340644
6800 301.73937 0.020208776
7000 301.79764 0.022935565
7200 301.85681 0.013591449
7400 301.92708 0.014847043
7600 301.98747 0.02868941
7800 302.0502 0.023283405
8000 302.11253 0.016131241
8200 302.1878 0.0086627698
8400 302.25844 0.0043403944
8600 302.33446 0.0017036485
8800 302.40285 0.0088718158
9000 302.45043 0.014566947
9200 302.48972 0.02402789
9400 302.5436 0.02899067
9600 302.59162 0.027874606
9800 302.65642 0.021586162
10000 302.71349 0.01655172
10200 302.75888 0.018932448
10400 302.81061 0.014314488
10600 302.85669 0.0091648886
10800 302.90473 0.01462723
11000 302.96591 0.016210749
11200 303.01894 0.016990867
11400 303.08702 0.018695976
11600 303.1442 0.020029195
11800 303.22324 0.0182457
12000 303.29138 0.0066520394
12200 303.3578 0.018351988
12400 303.41529 0.033650965
12600 303.4775 0.035710925
12800 303.53333 0.044181044
13000 303.59207 0.045824063
13200 303.6485 0.043727587
13400 303.69375 0.039778134
13600 303.73901 0.042296077
13800 303.80139 0.053905582
14000 303.86193 0.065000334
14200 303.9069 0.073842409
14400 303.96931 0.071697699
14600 304.0239 0.077134282
14800 304.07369 0.067164581
15000 304.12853 0.056643505
15200 304.17233 0.060890102
15400 304.22272 0.065530026
15600 304.25464 0.074857631
15800 304.29321 0.088134258
16000 304.33931 0.098535664
16200 304.38348 0.11449249
16400 304.43891 0.13522995
16600 304.50955 0.14927158
16800 304.57364 0.1627516
17000 304.6365 0.1750886
17200 304.6865 0.18334275
17400 304.73666 0.19401164
17600 304.79114 0.18926382
17800 304.82929 0.18154498
18000 304.87355 0.18787318
18200 304.90955 0.19228599
18400 304.94656 0.20452039
18600 304.9946 0.22103172
18800 305.03833 0.23214065
19000 305.07901 0.23984216
19200 305.13782 0.23971567
19400 305.18135 0.23260017
19600 305.22604 0.2273966
19800 305.27252 0.22141502
20000 305.32365 0.22581897
20200 305.37455 0.22579589
20400 305.42615 0.22069993
20600 305.46963 0.22141409
20800 305.51848 0.23260572
21000 305.56957 0.23957669
21200 305.6226 0.23229624
21400 305.67151 0.23031093
21600 305.7156 0.23086901
21800 305.76591 0.23556104
22000 305.8081 0.24195088
22200 305.84982 0.23536833
22400 305.89001 0.225734
22600 305.9248 0.2014927
22800 305.97081 0.18681223
23000 306.01646 0.18040259
23200 306.06475 0.18145066
23400 306.10824 0.17972384
23600 306.14869 0.18037822
23800 306.20448 0.19091857
24000 306.25722 0.19650709
24200 306.31668 0.1965996
24400 306.37128 0.19332207
24600 306.41723 0.21183764
24800 306.47211 0.22298712
25000 306.52342 0.22620433
25200 306.59203 0.21817593
25400 306.65431 0.21810394
25600 306.71227 0.21644216
25800 306.76944 0.21632055
26000 306.83186 0.21290274
26200 306.88629 0.21218274
26400 306.94325 0.21437389
26600 306.9891 0.21371196
26800 307.04604 0.21506687
27000 307.10174 0.21381499
27200 307.15481 0.22063545
27400 307.20722 0.21843496
27600 307.2652 0.2345229
27800 307.31057 0.25617601
28000 307.36677 0.27504949
28200 307.42165 0.28498019
28400 307.46927 0.29822505
28600 307.52751 0.30935686
28800 307.58941 0.32353193
29000 307.64501 0.336049
29200 307.71168 0.33676796
29400 307.77478 0.34004052
29600 307.84357 0.35427045
29800 307.90461 0.36773031
30000 307.96187 0.37232176
30200 308.01688 0.38811957
30400 308.06566 0.39039486
30600 308.12575 0.37417835
30800 308.18419 0.37343
31000 308.23673 0.36703798
31200 308.2937 0.35503076
31400 308.35346 0.36022682
31600 308.41365 0.37688182
31800 308.46933 0.398628
32000 308.53931 0.41226087
32200 308.57957 0.42128739
32400 308.62843 0.42785748
32600 308.6895 0.42605249
32800 308.74404 0.43311344
33000 308.79669 0.43880211
33200 308.85482 0.43012048
33400 308.91648 0.41946963
33600 308.95745 0.40627176
33800 308.99548 0.40398636
34000 309.0399 0.40780092
34200 309.07774 0.4169197
34400 309.11212 0.42058919
34600 309.15779 0.4183057
34800 309.20914 0.42798721
35000 309.26663 0.44029069
35200 309.31842 0.44949591
35400 309.37014 0.45241534
35600 309.42837 0.44804672
35800 309.48196 0.43461906
36000 309.53293 0.4339513
36200 309.58129 0.4353644
36400 309.64126 0.43041414
36600 309.68779 0.42301051
36800 309.74727 0.42912712
37000 309.78722 0.42700422
37200 309.83056 0.42945379
37400 309.87588 0.43586661
37600 309.92877 0.43671209
