time Area Area_std NumInNet
200 300 0 715.33333
400 300.04779 0.0067609214 715.33333
600 300.09946 0.018460752 715.33333
800 300.15472 0.010053939 715.33333
1000 300.21215 0.0083205424 715.33333
1200 300.26658 0.017260462 715.33333
1400 300.31683 0.036744446 715.33333
1600 300.34548 0.045452378 715.33333
1800 300.3892 0.039416499 715.33333
2000 300.43846 0.038047546 715.33333
2200 300.48732 0.038005647 715.33333
2400 300.54648 0.040682389 715.33333
2600 300.59385 0.048171363 715.33333
2800 300.64103 0.043543363 715.33333
3000 300.69731 0.039810534 715.33333
3200 300.75062 0.035824083 715.33333
3400 300.79568 0.041121837 715.33333
3600 300.84626 0.042302625 715.33333
3800 300.89296 0.049389773 715.33333
4000 300.94782 0.0485302 715.33333
4200 301.00767 0.056024117 715.33333
4400 301.07291 0.050115608 715.33333
4600 301.12859 0.03980962 715.33333
4800 301.17154 0.033957471 715.33333
5000 301.22906 0.03144457 715.33333
5200 301.27948 0.02261672 715.33333
5400 301.33608 0.013730307 715.33333
5600 301.39169 0.0020391436 715.33333
5800 301.46594 0.008780109 715.33333
6000 301.52084 0.01884101 715.33333
6200 301.57663 0.019592787 715.33333
6400 301.63161 0.018922065 715.33333
6600 301.68831 0.026340644 715.33333
6800 301.73937 0.020208776 715.33333
7000 301.79764 0.022935565 715.33333
7200 301.85681 0.013591449 715.33333
7400 301.92708 0.014847043 715.33333
7600 301.98747 0.02868941 715.33333
7800 302.0502 0.023283405 715.33333
8000 302.11253 0.016131241 715.33333
8200 302.1878 0.0086627698 715.33333
8400 302.25844 0.0043403944 715.33333
8600 302.33446 0.0017036485 715.33333
8800 302.40285 0.0088718158 715.33333
9000 302.45043 0.014566947 715.33333
9200 302.48972 0.02402789 715.33333
9400 302.5436 0.02899067 715.33333
9600 302.59162 0.027874606 715.33333
9800 302.65642 0.021586162 715.33333
10000 302.71349 0.01655172 715.33333
10200 302.75888 0.018932448 715.33333
10400 302.81061 0.014314488 715.33333
10600 302.85669 0.0091648886 715.33333
10800 302.90473 0.01462723 715.33333
11000 302.96591 0.016210749 715.33333
11200 303.01894 0.016990867 715.33333
11400 303.08702 0.018695976 715.33333
11600 303.1442 0.020029195 715.33333
11800 303.22324 0.0182457 715.33333
12000 303.29138 0.0066520394 715.33333
12200 303.3578 0.018351988 715.33333
12400 303.41529 0.033650965 715.33333
12600 303.4775 0.035710925 715.33333
12800 303.53333 0.044181044 715.33333
13000 303.59207 0.045824063 715.33333
13200 303.6485 0.043727587 715.33333
13400 303.69375 0.039778134 715.33333
13600 303.73901 0.042296077 715.33333
13800 303.80139 0.053905582 715.33333
14000 303.86193 0.065000334 715.33333
14200 303.9069 0.073842409 715.33333
14400 303.96931 0.071697699 715.33333
14600 304.0239 0.077134282 715.33333
14800 304.07369 0.067164581 715.33333
15000 304.12853 0.056643505 715.33333
15200 304.17233 0.060890102 715.33333
15400 304.22272 0.065530026 715.33333
15600 304.25464 0.074857631 715.33333
15800 304.29321 0.088134258 715.33333
16000 304.33931 0.098535664 715.33333
16200 304.38348 0.11449249 715.33333
16400 304.43891 0.13522995 715.33333
16600 304.50955 0.14927158 715.33333
16800 304.57364 0.1627516 715.33333
17000 304.6365 0.1750886 715.33333
17200 304.6865 0.18334275 715.33333
17400 304.73666 0.19401164 715.33333
17600 304.79114 0.18926382 715.33333
17800 304.82929 0.18154498 715.33333
18000 304.87355 0.18787318 715.33333
18200 304.90955 0.19228599 715.33333
18400 304.94656 0.20452039 715.33333
18600 304.9946 0.22103172 715.33333
18800 305.03833 0.23214065 715.33333
19000 305.07901 0.23984216 715.33333
19200 305.13782 0.23971567 715.33333
19400 305.18135 0.23260017 715.33333
19600 305.22604 0.2273966 715.33333
19800 305.27252 0.22141502 715.33333
20000 305.32365 0.22581897 715.33333
20200 305.37455 0.22579589 715.33333
20400 305.42615 0.22069993 715.33333
20600 305.46963 0.22141409 715.33333
20800 305.51848 0.23260572 715.33333
21000 305.56957 0.23957669 715.33333
21200 305.6226 0.23229624 715.33333
21400 305.67151 0.23031093 715.33333
21600 305.7156 0.23086901 715.33333
21800 305.76591 0.23556104 715.33333
22000 305.8081 0.24195088 715.33333
22200 305.84982 0.23536833 715.33333
22400 305.89001 0.225734 715.33333
22600 305.9248 0.2014927 715.33333
22800 305.97081 0.18681223 715.33333
23000 306.01646 0.18040259 715.33333
23200 306.06475 0.18145066 715.33333
23400 306.10824 0.17972384 715.33333
23600 306.14869 0.18037822 715.33333
23800 306.20448 0.19091857 715.33333
24000 306.25722 0.19650709 715.33333
24200 306.31668 0.1965996 715.33333
24400 306.37128 0.19332207 715.33333
24600 306.41723 0.21183764 715.33333
24800 306.47211 0.22298712 715.33333
25000 306.52342 0.22620433 715.33333
25200 306.59203 0.21817593 715.33333
25400 306.65431 0.21810394 715.33333
25600 306.71227 0.21644216 715.33333
25800 306.76944 0.21632055 715.33333
26000 306.83186 0.21290274 715.33333
26200 306.88629 0.21218274 715.33333
26400 306.94325 0.21437389 715.33333
26600 306.9891 0.21371196 715.33333
26800 307.04604 0.21506687 715.33333
27000 307.10174 0.21381499 715.33333
27200 307.15481 0.22063545 715.33333
27400 307.20722 0.21843496 715.33333
27600 307.2652 0.2345229 715.33333
27800 307.31057 0.25617601 715.33333
28000 307.36677 0.27504949 715.33333
28200 307.42165 0.28498019 715.33333
28400 307.46927 0.29822505 715.33333
28600 307.52751 0.30935686 715.33333
28800 307.58941 0.32353193 715.33333
29000 307.64501 0.336049 715.33333
29200 307.71168 0.33676796 715.33333
29400 307.77478 0.34004052 715.33333
