time Area Area_std NumInNet
200 300 0 715.33333
400 300.03987 0.0068609157 715.33333
600 300.07804 0.0079091301 715.33333
800 300.11203 0.010314535 715.33333
1000 300.14748 0.0039667726 715.33333
1200 300.18171 0.0046528174 715.33333
1400 300.22082 0.010669593 715.33333
1600 300.25964 0.007297011 715.33333
1800 300.29239 0.013136766 715.33333
2000 300.32463 0.012831052 715.33333
2200 300.35743 0.0081465697 715.33333
2400 300.39647 0.013094604 715.33333
2600 300.43767 0.018603311 715.33333
2800 300.48299 0.026322716 715.33333
3000 300.51697 0.037321338 715.33333
3200 300.5546 0.045366191 715.33333
3400 300.59803 0.047279489 715.33333
3600 300.63247 0.050631695 715.33333
3800 300.66207 0.061837685 715.33333
4000 300.70025 0.057086546 715.33333
4200 300.7461 0.058053238 715.33333
4400 300.78003 0.054208874 715.33333
4600 300.81061 0.045505009 715.33333
4800 300.84515 0.036863492 715.33333
5000 300.87771 0.027901423 715.33333
5200 300.89715 0.032806715 715.33333
5400 300.92796 0.02465494 715.33333
5600 300.98375 0.033844114 715.33333
5800 301.01982 0.035666699 715.33333
6000 301.06858 0.049314677 715.33333
6200 301.11546 0.069849835 715.33333
6400 301.14798 0.070833949 715.33333
6600 301.19219 0.062756551 715.33333
6800 301.23457 0.070229074 715.33333
7000 301.27303 0.060300232 715.33333
7200 301.30745 0.053405088 715.33333
7400 301.33153 0.046532328 715.33333
7600 301.37003 0.040352322 715.33333
7800 301.41037 0.02402974 715.33333
8000 301.44412 0.02639293 715.33333
8200 301.47978 0.034257133 715.33333
8400 301.51786 0.037915718 715.33333
8600 301.55512 0.042977654 715.33333
8800 301.59324 0.049971094 715.33333
9000 301.62269 0.051478264 715.33333
9200 301.6529 0.050360828 715.33333
9400 301.69075 0.05601252 715.33333
9600 301.73291 0.073032474 715.33333
9800 301.78206 0.078710536 715.33333
10000 301.82983 0.0843569 715.33333
10200 301.87893 0.086728891 715.33333
10400 301.91402 0.0908525 715.33333
10600 301.9466 0.087840008 715.33333
10800 301.978 0.096358402 715.33333
11000 302.0081 0.098929216 715.33333
11200 302.04086 0.089125418 715.33333
11400 302.07002 0.091228914 715.33333
11600 302.10545 0.093121108 715.33333
11800 302.13224 0.089650391 715.33333
12000 302.17131 0.10354946 715.33333
12200 302.21116 0.10482612 715.33333
12400 302.2241 0.10532295 715.33333
12600 302.25147 0.11649059 715.33333
12800 302.28182 0.14173968 715.33333
13000 302.30584 0.15898244 715.33333
13200 302.34284 0.17777837 715.33333
13400 302.36682 0.18220267 715.33333
13600 302.38301 0.18362134 715.33333
13800 302.41342 0.19475202 715.33333
14000 302.44071 0.2022934 715.33333
14200 302.48222 0.20189235 715.33333
14400 302.50663 0.20460578 715.33333
14600 302.55043 0.21453077 715.33333
14800 302.58823 0.22557481 715.33333
15000 302.63245 0.23483901 715.33333
15200 302.683 0.23423682 715.33333
15400 302.72279 0.24372596 715.33333
15600 302.76371 0.25602564 715.33333
15800 302.80193 0.26922151 715.33333
16000 302.84695 0.26354178 715.33333
16200 302.88357 0.26941267 715.33333
16400 302.92377 0.26095074 715.33333
16600 302.97282 0.25987892 715.33333
16800 303.02954 0.26528166 715.33333
17000 303.0834 0.28230877 715.33333
17200 303.13715 0.2825002 715.33333
17400 303.17814 0.27687749 715.33333
17600 303.22045 0.25466992 715.33333
17800 303.26523 0.25483183 715.33333
18000 303.30036 0.25120031 715.33333
18200 303.34113 0.2542558 715.33333
18400 303.38092 0.2442328 715.33333
18600 303.41042 0.25652604 715.33333
18800 303.45183 0.26011031 715.33333
19000 303.50211 0.25756459 715.33333
19200 303.54488 0.25637275 715.33333
19400 303.5879 0.25167292 715.33333
19600 303.6286 0.2568551 715.33333
19800 303.65933 0.26173306 715.33333
20000 303.68374 0.25129997 715.33333
20200 303.70521 0.26190938 715.33333
20400 303.72703 0.26704847 715.33333
20600 303.76661 0.27197266 715.33333
20800 303.81044 0.2820077 715.33333
21000 303.86303 0.28161421 715.33333
21200 303.90538 0.27678997 715.33333
21400 303.94142 0.27032587 715.33333
21600 303.98134 0.26445333 715.33333
21800 304.02352 0.26962151 715.33333
22000 304.05598 0.26076762 715.33333
22200 304.08651 0.25484247 715.33333
22400 304.13222 0.25135541 715.33333
22600 304.16895 0.24024503 715.33333
22800 304.21601 0.23426787 715.33333
23000 304.27084 0.23228273 715.33333
23200 304.31713 0.2432329 715.33333
23400 304.34739 0.25994932 715.33333
23600 304.39359 0.26468692 715.33333
23800 304.44376 0.2757359 715.33333
24000 304.47991 0.27926262 715.33333
24200 304.51102 0.2648156 715.33333
24400 304.53509 0.27268952 715.33333
24600 304.55847 0.26643829 715.33333
24800 304.58008 0.26023496 715.33333
25000 304.60719 0.25954644 715.33333
25200 304.6341 0.24430405 715.33333
25400 304.67571 0.25183195 715.33333
25600 304.72216 0.26379786 715.33333
25800 304.76287 0.27361368 715.33333
26000 304.80787 0.2807816 715.33333
26200 304.84838 0.26949609 715.33333
26400 304.89005 0.2673458 715.33333
26600 304.938 0.26690699 715.33333
26800 304.96471 0.25606996 715.33333
27000 305.00948 0.25442308 715.33333
27200 305.04691 0.26798075 715.33333
27400 305.0902 0.26699856 715.33333
27600 305.12187 0.27487146 715.33333
27800 305.16402 0.277611 715.33333
28000 305.20051 0.26891799 715.33333
28200 305.24567 0.2737778 715.33333
28400 305.29561 0.27584195 715.33333
28600 305.33374 0.28018301 715.33333
28800 305.36409 0.29149434 715.33333
29000 305.40172 0.29723804 715.33333
29200 305.43912 0.30543578 715.33333
29400 305.47714 0.31235352 715.33333
29600 305.51027 0.31479987 715.33333
29800 305.54448 0.32496389 715.33333
30000 305.57542 0.33520473 715.33333
30200 305.60356 0.34434942 715.33333
30400 305.63372 0.3463132 715.33333
30600 305.67454 0.33958201 715.33333
30800 305.71942 0.33093855 715.33333
31000 305.75969 0.33041662 715.33333
31200 305.80632 0.34046367 715.33333
31400 305.84422 0.36251863 715.33333
31600 305.89145 0.36621838 715.33333
31800 305.93101 0.36505828 715.33333
32000 305.98005 0.36546185 715.33333
32200 306.02831 0.35963857 715.33333
32400 306.07808 0.34405752 715.33333
32600 306.12306 0.3364454 715.33333
32800 306.16519 0.33380649 715.33333
33000 306.21547 0.3354371 715.33333
33200 306.26007 0.34916902 715.33333
33400 306.30263 0.35814645 715.33333
33600 306.35576 0.34835845 715.33333
33800 306.39935 0.36062108 715.33333
34000 306.4515 0.35405422 715.33333
34200 306.4899 0.36025578 715.33333
34400 306.52152 0.36935997 715.33333
34600 306.5515 0.37261834 715.33333
34800 306.589 0.37513343 715.33333
35000 306.63159 0.37897178 715.33333
35200 306.66186 0.39373932 715.33333
35400 306.68625 0.40308486 715.33333
35600 306.73095 0.39846815 715.33333
35800 306.77673 0.41239776 715.33333
36000 306.83794 0.42629261 715.33333
36200 306.88193 0.43510263 715.33333
36400 306.90829 0.43412322 715.33333
36600 306.93914 0.42478511 715.33333
36800 306.98731 0.41527315 715.33333
37000 307.03824 0.42015196 715.33333
37200 307.08381 0.42408221 715.33333
37400 307.11497 0.43397066 715.33333
37600 307.15551 0.42623645 715.33333
37800 307.17698 0.42839421 715.33333
38000 307.21819 0.43174689 715.33333
38200 307.26384 0.42599782 715.33333
38400 307.30949 0.42892712 715.33333
38600 307.35627 0.4242577 715.33333
38800 307.41636 0.42502235 715.33333
39000 307.4718 0.43412674 715.33333
39200 307.52628 0.44239653 715.33333
39400 307.58416 0.45035593 715.33333
39600 307.64564 0.45990066 715.33333
39800 307.68446 0.48054203 715.33333
40000 307.73801 0.48211967 715.33333
40200 307.78034 0.48640844 715.33333
40400 307.83107 0.48349984 715.33333
40600 307.8793 0.47773002 715.33333
40800 307.93128 0.47873908 715.33333
41000 307.9766 0.49531085 715.33333
41200 308.0257 0.49539466 715.33333
41400 308.06292 0.4931548 715.33333
41600 308.11031 0.50615584 715.33333
41800 308.15314 0.5103425 715.33333
42000 308.19978 0.50473366 715.33333
42200 308.24488 0.51063114 715.33333
42400 308.28288 0.5024145 715.33333
42600 308.3097 0.50322703 715.33333
42800 308.34415 0.50334885 715.33333
43000 308.3793 0.49724196 715.33333
43200 308.40937 0.50293955 715.33333
43400 308.45492 0.50771773 715.33333
43600 308.49072 0.51715894 715.33333
43800 308.53704 0.52735733 715.33333
44000 308.58905 0.54254036 715.33333
44200 308.64033 0.54425423 715.33333
44400 308.67429 0.54496 715.33333
44600 308.72626 0.55474564 715.33333
44800 308.76712 0.55755436 715.33333
45000 308.79967 0.54198619 715.33333
45200 308.836 0.54512675 715.33333
45400 308.87293 0.54755552 715.33333
45600 308.89993 0.55299526 715.33333
45800 308.94315 0.54774273 715.33333
46000 308.98732 0.55147954 715.33333
46200 309.02708 0.54843757 715.33333
46400 309.07513 0.55784887 715.33333
46600 309.11571 0.55018866 715.33333
46800 309.16256 0.54344627 715.33333
47000 309.20185 0.54606557 715.33333
47200 309.24298 0.53975024 715.33333
47400 309.272 0.51918009 715.33333
47600 309.30205 0.5149017 715.33333
47800 309.33908 0.51839877 715.33333
48000 309.37188 0.52605171 715.33333
48200 309.41366 0.52947187 715.33333
48400 309.45726 0.53381491 715.33333
48600 309.49837 0.53906851 715.33333
48800 309.53378 0.55641957 715.33333
49000 309.56564 0.55558433 715.33333
49200 309.59855 0.56776967 715.33333
49400 309.63846 0.57752009 715.33333
49600 309.67446 0.57328695 715.33333
49800 309.71906 0.56807737 715.33333
50000 309.77486 0.57278532 715.33333
50200 309.82347 0.57992574 715.33333
50400 309.86055 0.58028885 715.33333
50600 309.89803 0.57738232 715.33333
50800 309.93918 0.58123886 715.33333
51000 309.99239 0.5911902 715.33333
51200 310.04921 0.58881861 715.33333
51400 310.09742 0.5798655 715.33333
51600 310.14542 0.58027459 715.33333
51800 310.18086 0.58088027 715.33333
52000 310.21645 0.58410972 715.33333
52200 310.26029 0.58557952 715.33333
52400 310.28778 0.59529309 715.33333
52600 310.31712 0.60245561 715.33333
52800 310.34487 0.60789997 715.33333
53000 310.38176 0.61115782 715.33333
53200 310.41975 0.61437766 715.33333
53400 310.45517 0.60945885 715.33333
53600 310.48877 0.60597852 715.33333
53800 310.52137 0.59988779 715.33333
54000 310.56225 0.59510202 715.33333
54200 310.582 0.59647213 715.33333
54400 310.61224 0.58481894 715.33333
54600 310.63263 0.57596479 715.33333
54800 310.65714 0.57279564 715.33333
55000 310.7009 0.56981016 715.33333
55200 310.74029 0.57202697 715.33333
55400 310.77769 0.57776134 715.33333
55600 310.81402 0.58104833 715.33333
55800 310.85464 0.59896074 715.33333
56000 310.89831 0.59939544 715.33333
56200 310.94665 0.61936897 715.33333
56400 310.98648 0.62564086 715.33333
56600 311.01899 0.63652028 715.33333
56800 311.03988 0.64602118 715.33333
57000 311.06574 0.66131824 715.33333
57200 311.0995 0.67565151 715.33333
57400 311.12838 0.67776305 715.33333
57600 311.15361 0.67903748 715.33333
57800 311.1927 0.69082015 715.33333
58000 311.23888 0.70200064 715.33333
58200 311.27831 0.71098731 715.33333
58400 311.32759 0.72772218 715.33333
58600 311.35828 0.74531575 715.33333
58800 311.39395 0.7451339 715.33333
59000 311.43821 0.74570414 715.33333
59200 311.47844 0.74829202 715.33333
59400 311.51927 0.74784306 715.33333
59600 311.5644 0.75125399 715.33333
59800 311.59267 0.74497387 715.33333
60000 311.62278 0.74358717 715.33333
60200 311.64592 0.75703958 715.33333
60400 311.6775 0.76385061 715.33333
60600 311.71659 0.77780236 715.33333
60800 311.75019 0.78333739 715.33333
61000 311.79931 0.78347057 715.33333
61200 311.84584 0.7858351 715.33333
