Time AvStrain StdStrain Time_1e5
50000 0.010684235 0.0048182888 0.5
50200 0.010727099 0.004829425 0.502
50400 0.010765842 0.0048391379 0.504
50600 0.010801015 0.0048539613 0.506
50800 0.010844164 0.0048606255 0.508
51000 0.010886867 0.0048695557 0.51
51200 0.010909497 0.0048799755 0.512
51400 0.010931558 0.0048916156 0.514
51600 0.010965568 0.0049054177 0.516
51800 0.011015633 0.0049298114 0.518
52000 0.011060859 0.0049459592 0.52
52200 0.011100616 0.0049573052 0.522
52400 0.011134487 0.0049741978 0.524
52600 0.011171053 0.0050001148 0.526
52800 0.011198773 0.0050152372 0.528
53000 0.011237029 0.0050404784 0.53
53200 0.011265224 0.0050653562 0.532
53400 0.011306636 0.0050948379 0.534
53600 0.011361199 0.0051137583 0.536
53800 0.011414045 0.00514388 0.538
54000 0.011471012 0.0051665305 0.54
54200 0.011506694 0.005174594 0.542
54400 0.011534492 0.0051801905 0.544
54600 0.011575166 0.0051831266 0.546
54800 0.0115957 0.0051884414 0.548
55000 0.011625237 0.0052065267 0.55
55200 0.01167523 0.0052252127 0.552
55400 0.011704655 0.0052352773 0.554
55600 0.011754929 0.0052538777 0.556
55800 0.011801894 0.0052741314 0.558
56000 0.011838444 0.0052930493 0.56
56200 0.011887168 0.0053013552 0.562
56400 0.011922802 0.005313729 0.564
56600 0.011967209 0.0053281358 0.566
56800 0.012017789 0.0053417623 0.568
57000 0.012069947 0.0053490676 0.57
57200 0.012121499 0.0053608094 0.572
57400 0.012162682 0.0053699112 0.574
57600 0.012199708 0.0053744222 0.576
57800 0.01222798 0.0053805914 0.578
58000 0.012271895 0.0054024595 0.58
58200 0.012306578 0.0054238645 0.582
58400 0.012344308 0.0054511314 0.584
58600 0.012382373 0.0054710519 0.586
58800 0.012430523 0.0054969259 0.588
59000 0.012501427 0.0055258038 0.59
59200 0.012570698 0.0055535831 0.592
59400 0.012631092 0.0055911098 0.594
59600 0.012689824 0.0056099386 0.596
59800 0.01275445 0.0056425766 0.598
60000 0.012808292 0.0056670336 0.6
60200 0.012858872 0.0056816823 0.602
60400 0.012904126 0.0056929581 0.604
60600 0.012950617 0.0057083858 0.606
60800 0.012992891 0.0057237611 0.608
61000 0.013047344 0.0057509924 0.61
61200 0.013096511 0.0057673563 0.612
61400 0.013153713 0.005788178 0.614
61600 0.013185054 0.0057992662 0.616
61800 0.013207577 0.0058073925 0.618
62000 0.013225835 0.0058160351 0.62
62200 0.013257355 0.0058298806 0.622
62400 0.013289941 0.0058549165 0.624
62600 0.013333963 0.0058754017 0.626
62800 0.013369712 0.0059095536 0.628
63000 0.013388403 0.0059326764 0.63
63200 0.013418034 0.0059531508 0.632
63400 0.013463978 0.0059812222 0.634
63600 0.013508844 0.0060093112 0.636
63800 0.013555639 0.0060440971 0.638
64000 0.013594461 0.0060781023 0.64
64200 0.01362508 0.0060972951 0.642
64400 0.013679011 0.0061294642 0.644
64600 0.013730428 0.0061551664 0.646
64800 0.013800105 0.0062011035 0.648
65000 0.013859312 0.0062261277 0.65
65200 0.013913695 0.0062469581 0.652
65400 0.013943904 0.0062777922 0.654
65600 0.013970743 0.0062968892 0.656
65800 0.014003085 0.0063115564 0.658
66000 0.014042245 0.0063335913 0.66
66200 0.014083002 0.0063519031 0.662
66400 0.014107454 0.0063613968 0.664
66600 0.014136825 0.0063759099 0.666
66800 0.014158479 0.006373815 0.668
67000 0.014188703 0.0063956005 0.67
67200 0.014226628 0.0064138133 0.672
67400 0.014270258 0.0064335362 0.674
67600 0.014304812 0.0064445937 0.676
67800 0.014371673 0.0064847284 0.678
68000 0.014421834 0.0065013983 0.68
68200 0.014470473 0.0065297079 0.682
68400 0.014532142 0.0065663994 0.684
68600 0.014573552 0.0065889392 0.686
68800 0.014634703 0.0066128967 0.688
69000 0.01468666 0.0066377869 0.69
69200 0.014732767 0.006661661 0.692
69400 0.014759473 0.0066709951 0.694
69600 0.01477564 0.0066767986 0.696
69800 0.014786701 0.0066891445 0.698
70000 0.014827242 0.0067078628 0.7
70200 0.014880815 0.0067399358 0.702
70400 0.014915027 0.0067615947 0.704
70600 0.014937166 0.0067747708 0.706
70800 0.014984611 0.0068065472 0.708
71000 0.01502977 0.0068274691 0.71
71200 0.015069491 0.0068350779 0.712
71400 0.015105578 0.0068358952 0.714
71600 0.015141878 0.0068424451 0.716
71800 0.015198582 0.0068676114 0.718
72000 0.015243328 0.0068946997 0.72
72200 0.015282565 0.0069162831 0.722
72400 0.015334162 0.0069382397 0.724
72600 0.015386789 0.0069670586 0.726
72800 0.015424163 0.0069888208 0.728
73000 0.015460936 0.0070095502 0.73
73200 0.015489316 0.0070178901 0.732
73400 0.01552695 0.0070263212 0.734
73600 0.015561274 0.0070363993 0.736
73800 0.015618712 0.0070541471 0.738
74000 0.01566629 0.0070726625 0.74
74200 0.015715942 0.0070975131 0.742
74400 0.015761963 0.007111077 0.744
74600 0.015801819 0.0071271471 0.746
74800 0.015834013 0.0071326578 0.748
75000 0.015867061 0.0071423282 0.75
75200 0.01588753 0.0071478957 0.752
75400 0.015908007 0.0071526209 0.754
75600 0.015945914 0.0071598681 0.756
75800 0.015984459 0.0071662378 0.758
76000 0.01604435 0.0071723451 0.76
76200 0.016074244 0.0071698552 0.762
76400 0.016135839 0.0071776798 0.764
76600 0.016186262 0.00719201 0.766
76800 0.016229844 0.0072044654 0.768
77000 0.016272117 0.0072061381 0.77
77200 0.016335598 0.007244457 0.772
77400 0.016396866 0.0072734504 0.774
77600 0.016454656 0.0073084137 0.776
77800 0.016511031 0.007333025 0.778
78000 0.01657097 0.0073561717 0.78
78200 0.016620879 0.007374937 0.782
78400 0.01667667 0.0073978482 0.784
78600 0.01672812 0.0074270944 0.786
78800 0.016791517 0.0074650818 0.788
79000 0.016852849 0.0074856784 0.79
79200 0.016898288 0.0074902319 0.792
79400 0.016959311 0.0075107635 0.794
79600 0.01702731 0.0075453165 0.796
79800 0.017078003 0.0075630268 0.798
80000 0.017131435 0.0075766088 0.8
80200 0.017192305 0.007601112 0.802
80400 0.017255719 0.0076225872 0.804
80600 0.0173065 0.0076407844 0.806
80800 0.017333475 0.0076430447 0.808
81000 0.017373413 0.0076523473 0.81
81200 0.017413867 0.0076671531 0.812
81400 0.017459713 0.0076810669 0.814
81600 0.017499777 0.0076990749 0.816
81800 0.017546776 0.0077215955 0.818
82000 0.017566506 0.007721482 0.82
82200 0.017596558 0.0077225464 0.822
82400 0.017647464 0.0077305827 0.824
82600 0.017673461 0.0077292783 0.826
82800 0.017705054 0.0077285859 0.828
83000 0.01774925 0.007753075 0.83
83200 0.017816413 0.007786279 0.832
83400 0.017862287 0.0078011115 0.834
83600 0.017903656 0.0077987308 0.836
83800 0.01796174 0.0078182102 0.838
84000 0.018012698 0.0078426715 0.84
84200 0.018051421 0.0078641407 0.842
84400 0.018092121 0.0078861375 0.844
84600 0.018130302 0.0079060717 0.846
84800 0.018157395 0.0079032633 0.848
85000 0.018207836 0.0079197891 0.85
85200 0.018246445 0.007928924 0.852
85400 0.018287857 0.0079298598 0.854
85600 0.018339905 0.0079420473 0.856
85800 0.018394869 0.0079566336 0.858
86000 0.018454555 0.0079829007 0.86
86200 0.018501632 0.0080011346 0.862
86400 0.018528063 0.0080094507 0.864
86600 0.018551305 0.0080066479 0.866
86800 0.018601338 0.0080332145 0.868
87000 0.018651998 0.0080528519 0.87
87200 0.018703857 0.0080727303 0.872
87400 0.018748086 0.0080875381 0.874
87600 0.018791267 0.0080997904 0.876
87800 0.0188302 0.0081149363 0.878
88000 0.018880314 0.0081496375 0.88
88200 0.018932478 0.0081737014 0.882
88400 0.018973261 0.0081967753 0.884
88600 0.019047102 0.0082431316 0.886
88800 0.019111575 0.0082776523 0.888
89000 0.0191714 0.0083045401 0.89
89200 0.019224168 0.0083184809 0.892
89400 0.019266195 0.008342906 0.894
89600 0.019323681 0.0083678766 0.896
89800 0.019376105 0.0083873092 0.898
90000 0.019431724 0.0084070006 0.9
90200 0.019481615 0.0084233021 0.902
90400 0.019533307 0.0084444239 0.904
90600 0.019579565 0.008462255 0.906
90800 0.01961881 0.0084727102 0.908
91000 0.019658594 0.0084900328 0.91
91200 0.019693499 0.0084937108 0.912
91400 0.019736011 0.0085032476 0.914
91600 0.019780549 0.0085238221 0.916
91800 0.019819952 0.0085317021 0.918
92000 0.019853639 0.0085460704 0.92
92200 0.019892506 0.0085632945 0.922
92400 0.019928046 0.0085711635 0.924
92600 0.019964924 0.0085830976 0.926
92800 0.019987929 0.0085805538 0.928
93000 0.020042258 0.0085850626 0.93
93200 0.020092146 0.0086029832 0.932
93400 0.020129814 0.0086139278 0.934
93600 0.02015481 0.0086210897 0.936
93800 0.020205587 0.0086439342 0.938
94000 0.02025725 0.0086618038 0.94
94200 0.020316895 0.008682655 0.942
94400 0.020379007 0.0087053561 0.944
94600 0.020411846 0.0087106678 0.946
94800 0.020452993 0.0087259059 0.948
95000 0.020491288 0.0087431695 0.95
95200 0.020530579 0.0087591367 0.952
95400 0.020549166 0.0087606479 0.954
95600 0.020588811 0.008785673 0.956
95800 0.02062119 0.0088015415 0.958
96000 0.020668885 0.0088131411 0.96
96200 0.020711721 0.0088250651 0.962
96400 0.020769235 0.0088452686 0.964
96600 0.020820768 0.0088657148 0.966
96800 0.020875077 0.0088893289 0.968
97000 0.020908668 0.008896196 0.97
97200 0.020959018 0.0089099441 0.972
97400 0.021007824 0.0089318046 0.974
97600 0.021046457 0.0089520268 0.976
97800 0.021086918 0.0089830745 0.978
98000 0.021141214 0.0090084236 0.98
98200 0.021192131 0.0090153622 0.982
98400 0.021243817 0.0090335177 0.984
98600 0.021299964 0.0090546504 0.986
98800 0.021357935 0.0090776604 0.988
99000 0.021415405 0.0091030568 0.99
99200 0.021465743 0.0091223968 0.992
99400 0.021519523 0.0091448724 0.994
99600 0.021554721 0.0091528711 0.996
99800 0.021612089 0.0091724727 0.998
100000 0.021657144 0.0091915799 1
100200 0.021700281 0.0092067319 1.002
100400 0.021748807 0.0092127936 1.004
100600 0.021804213 0.0092271839 1.006
100800 0.021844545 0.0092310709 1.008
101000 0.021882768 0.00923071 1.01
101200 0.021920502 0.009222774 1.012
101400 0.02198412 0.0092334887 1.014
101600 0.022035982 0.0092403969 1.016
101800 0.022078581 0.0092400616 1.018
102000 0.022125274 0.0092540425 1.02
102200 0.022183279 0.0092743147 1.022
102400 0.022250659 0.0092989721 1.024
102600 0.022313579 0.0093168235 1.026
102800 0.022357372 0.0093283037 1.028
103000 0.022399312 0.009324412 1.03
103200 0.022437169 0.0093337579 1.032
103400 0.022466836 0.0093327593 1.034
103600 0.022516708 0.0093444655 1.036
103800 0.02255684 0.0093441119 1.038
104000 0.022588187 0.0093468868 1.04
104200 0.022631258 0.0093442056 1.042
104400 0.022689911 0.009359622 1.044
104600 0.022759235 0.0093799832 1.046
104800 0.022798074 0.0093944423 1.048
105000 0.022835598 0.0094015747 1.05
105200 0.022871445 0.0094097815 1.052
105400 0.022913144 0.0094305665 1.054
105600 0.022961694 0.0094551522 1.056
105800 0.023019001 0.0094864702 1.058
106000 0.023075256 0.0095167123 1.06
106200 0.023128541 0.009533938 1.062
106400 0.02316773 0.0095490767 1.064
106600 0.023219423 0.0095889781 1.066
106800 0.023269132 0.0096184217 1.068
107000 0.023294675 0.0096407102 1.07
107200 0.023329541 0.0096549585 1.072
107400 0.023390803 0.0096814065 1.074
107600 0.023436059 0.0096961572 1.076
107800 0.023470476 0.0097025367 1.078
108000 0.023523764 0.0097247522 1.08
108200 0.023556593 0.0097273537 1.082
108400 0.023598843 0.009729481 1.084
108600 0.023649013 0.0097440147 1.086
108800 0.023692314 0.0097400178 1.088
109000 0.023737098 0.0097473045 1.09
109200 0.023769201 0.0097637389 1.092
109400 0.023795463 0.0097763273 1.094
109600 0.023826904 0.0097935603 1.096
109800 0.023862302 0.009817883 1.098
110000 0.023909159 0.0098366117 1.1
110200 0.023950838 0.0098552207 1.102
110400 0.024001516 0.0098800647 1.104
110600 0.02405896 0.0098967425 1.106
110800 0.024117976 0.0099228041 1.108
111000 0.024162072 0.0099408697 1.11
111200 0.024182598 0.0099407093 1.112
111400 0.02423756 0.0099678852 1.114
111600 0.024287851 0.0099918157 1.116
111800 0.024341947 0.010008806 1.118
112000 0.024387792 0.010016053 1.12
112200 0.024435161 0.010023986 1.122
112400 0.024461153 0.010027795 1.124
112600 0.024494287 0.010037692 1.126
112800 0.024551058 0.010055981 1.128
113000 0.024593617 0.010061612 1.13
113200 0.0246233 0.010064827 1.132
113400 0.024649224 0.010073588 1.134
113600 0.024689646 0.01009664 1.136
113800 0.024730823 0.01011916 1.138
114000 0.024767536 0.010130387 1.14
114200 0.024804041 0.010152088 1.142
114400 0.024857767 0.01017654 1.144
114600 0.024892363 0.010188826 1.146
114800 0.024928209 0.010211429 1.148
115000 0.024950759 0.010228736 1.15
115200 0.024997806 0.010236849 1.152
115400 0.025024921 0.010244929 1.154
115600 0.025060745 0.010264669 1.156
115800 0.025094718 0.010271517 1.158
116000 0.025133266 0.010290354 1.16
116200 0.025167073 0.010315627 1.162
116400 0.025208135 0.01033605 1.164
116600 0.025248352 0.010364 1.166
116800 0.02529304 0.01038767 1.168
117000 0.025341239 0.010404811 1.17
117200 0.02537603 0.010411913 1.172
117400 0.025419229 0.010428402 1.174
117600 0.025454003 0.010442621 1.176
117800 0.025493842 0.010458332 1.178
118000 0.025546968 0.01048566 1.18
118200 0.025595273 0.010490653 1.182
118400 0.025645579 0.010513403 1.184
118600 0.025677188 0.010507627 1.186
118800 0.02571583 0.010511646 1.188
119000 0.025750256 0.01051737 1.19
119200 0.025782693 0.010520862 1.192
119400 0.025809855 0.010523174 1.194
119600 0.025851194 0.010531186 1.196
119800 0.025884712 0.010538713 1.198
120000 0.025926115 0.010538949 1.2
120200 0.025969745 0.010545513 1.202
120400 0.026011271 0.01055337 1.204
120600 0.026047159 0.010567439 1.206
120800 0.026066403 0.010557114 1.208
121000 0.026089736 0.01056394 1.21
121200 0.026124127 0.010576747 1.212
121400 0.02615173 0.010575309 1.214
121600 0.026205478 0.010601659 1.216
121800 0.026254523 0.010620909 1.218
122000 0.02632199 0.010660485 1.22
122200 0.026372829 0.010683649 1.222
122400 0.026401634 0.01068756 1.224
122600 0.026423657 0.010688022 1.226
122800 0.026454872 0.010697321 1.228
123000 0.026492846 0.010707763 1.23
123200 0.026524157 0.010714546 1.232
123400 0.02655539 0.010720834 1.234
123600 0.026591547 0.010733118 1.236
123800 0.026630706 0.010749253 1.238
124000 0.026652579 0.010751576 1.24
124200 0.026676042 0.010753081 1.242
124400 0.02670614 0.010760563 1.244
124600 0.026747354 0.01077254 1.246
124800 0.026783564 0.010781654 1.248
125000 0.026812618 0.010786759 1.25
125200 0.026843361 0.010797359 1.252
125400 0.02688626 0.010817437 1.254
125600 0.026895416 0.010812669 1.256
125800 0.026919601 0.010811112 1.258
126000 0.026957729 0.010811963 1.26
126200 0.026992279 0.010822111 1.262
126400 0.027033265 0.010836413 1.264
126600 0.027083923 0.010868661 1.266
126800 0.027115792 0.010887978 1.268
127000 0.027133716 0.010896418 1.27
127200 0.027178555 0.010906293 1.272
127400 0.027212348 0.01092686 1.274
127600 0.027242736 0.010922601 1.276
127800 0.027292051 0.010938018 1.278
128000 0.027344056 0.010949344 1.28
128200 0.027384994 0.010958066 1.282
128400 0.027424263 0.010960446 1.284
128600 0.027460981 0.010969204 1.286
128800 0.027499113 0.010981749 1.288
129000 0.027530213 0.010995366 1.29
129200 0.027567045 0.011020364 1.292
129400 0.027608217 0.011048586 1.294
129600 0.02766609 0.011066844 1.296
129800 0.027707459 0.011082174 1.298
130000 0.02775748 0.01110033 1.3
130200 0.027806347 0.011124758 1.302
130400 0.027842817 0.011138758 1.304
130600 0.027866333 0.01114007 1.306
130800 0.02790761 0.011165126 1.308
131000 0.027956642 0.011175068 1.31
131200 0.027998696 0.011192632 1.312
131400 0.028033622 0.011201401 1.314
131600 0.028076425 0.011223065 1.316
131800 0.028099496 0.011227779 1.318
132000 0.028133802 0.011248569 1.32
132200 0.028167015 0.011263409 1.322
132400 0.028178208 0.011259672 1.324
132600 0.028205813 0.011273076 1.326
132800 0.02825655 0.011284192 1.328
133000 0.028284517 0.011292421 1.33
133200 0.028319634 0.011300668 1.332
133400 0.028334753 0.01129999 1.334
133600 0.028358626 0.011297055 1.336
133800 0.028408598 0.011325444 1.338
134000 0.028440137 0.011328628 1.34
134200 0.028486689 0.01134474 1.342
134400 0.028538921 0.011360666 1.344
134600 0.028597223 0.011394889 1.346
134800 0.028634039 0.011424091 1.348
135000 0.028677531 0.011441764 1.35
135200 0.028727949 0.011463975 1.352
135400 0.02876575 0.011484192 1.354
135600 0.028804971 0.01149543 1.356
135800 0.028838824 0.011515388 1.358
136000 0.028902569 0.011543826 1.36
136200 0.028959679 0.011565964 1.362
136400 0.029000405 0.011581165 1.364
136600 0.029037845 0.011597874 1.366
136800 0.029076156 0.011606506 1.368
137000 0.029127288 0.011617533 1.37
137200 0.029161606 0.011637343 1.372
137400 0.02921254 0.011669607 1.374
137600 0.029268206 0.011683291 1.376
137800 0.029327137 0.011703632 1.378
138000 0.029362665 0.011714932 1.38
138200 0.029397807 0.01171565 1.382
138400 0.029447609 0.011727505 1.384
138600 0.029483249 0.011735861 1.386
138800 0.029518123 0.011744751 1.388
139000 0.029553327 0.011761739 1.39
