Time AvStrain StdStrain Time_1e5
0 -4.369893e-09 0 0
200 4.5981785e-05 3.3414896e-05 0.002
400 8.848861e-05 6.0063357e-05 0.004
600 0.00013029634 8.6366446e-05 0.006
800 0.00018643532 0.00012146668 0.008
1000 0.00022522118 0.00014878016 0.01
1200 0.00026038329 0.00017065318 0.012
1400 0.00028749891 0.00018315024 0.014
1600 0.00033371257 0.0002051534 0.016
1800 0.0003615293 0.00021431625 0.018
2000 0.00040678541 0.00024279016 0.02
2200 0.00043219174 0.00025594798 0.022
2400 0.00046060117 0.0002808582 0.024
2600 0.00051889261 0.00031220923 0.026
2800 0.00056954737 0.00034590879 0.028
3000 0.00061287318 0.00036160879 0.03
3200 0.00064737553 0.00038206469 0.032
3400 0.00069408415 0.00039890604 0.034
3600 0.00073085954 0.00042638588 0.036
3800 0.00076064178 0.00044996452 0.038
4000 0.00079409424 0.0004809806 0.04
4200 0.00084263238 0.00051296805 0.042
4400 0.00090945859 0.00054742166 0.044
4600 0.00097098033 0.00058688242 0.046
4800 0.001015396 0.00061482215 0.048
5000 0.0010524228 0.00062123866 0.05
5200 0.0011206029 0.00065318692 0.052
5400 0.0011679806 0.00068253363 0.054
5600 0.0012180068 0.00071222358 0.056
5800 0.0012546021 0.00071869894 0.058
6000 0.0012889854 0.00073010747 0.06
6200 0.0013233099 0.00076364402 0.062
6400 0.0013572064 0.00078998248 0.064
6600 0.0013885818 0.00080307689 0.066
6800 0.001401255 0.00081360201 0.068
7000 0.0014230978 0.0008205977 0.07
7200 0.0014317949 0.00081502687 0.072
7400 0.0014629833 0.00083795905 0.074
7600 0.0015019415 0.00085668211 0.076
7800 0.0015392189 0.00088257517 0.078
8000 0.0015715686 0.0008935015 0.08
8200 0.0016206253 0.00092240786 0.082
8400 0.0016768946 0.00096159271 0.084
8600 0.0017118862 0.00097657472 0.086
8800 0.0017451945 0.00099639592 0.088
9000 0.0017716094 0.0010112913 0.09
9200 0.0017890142 0.0010160422 0.092
9400 0.0018111666 0.0010309557 0.094
9600 0.0018382824 0.0010476149 0.096
9800 0.0018611715 0.0010640888 0.098
10000 0.0019090995 0.0010951468 0.1
10200 0.0019309767 0.0011244676 0.102
10400 0.0019545868 0.0011292713 0.104
10600 0.0019916393 0.0011516997 0.106
10800 0.0020134628 0.0011592573 0.108
11000 0.002044884 0.0011743149 0.11
11200 0.0020724968 0.0011874415 0.112
11400 0.0020932663 0.0011847609 0.114
11600 0.0021130072 0.0012020015 0.116
11800 0.0021347291 0.0012137148 0.118
12000 0.0021581591 0.0012255485 0.12
12200 0.0021974332 0.0012365417 0.122
12400 0.0022458254 0.0012569033 0.124
12600 0.0022774239 0.0012560319 0.126
12800 0.0023250348 0.0012724225 0.128
13000 0.0023704987 0.0012863766 0.13
13200 0.0024130455 0.0013022502 0.132
13400 0.0024468266 0.001306341 0.134
13600 0.0024859104 0.0013199337 0.136
13800 0.0025128842 0.0013331151 0.138
14000 0.0025454871 0.0013498554 0.14
14200 0.0025677392 0.001368574 0.142
14400 0.0025968128 0.0013774503 0.144
14600 0.0026333329 0.001411271 0.146
14800 0.0026709146 0.0014322932 0.148
15000 0.0027117881 0.0014600588 0.15
15200 0.002764744 0.0014784248 0.152
15400 0.0028040458 0.0014941674 0.154
15600 0.0028572004 0.0015178714 0.156
15800 0.0028989259 0.0015315232 0.158
16000 0.0029426097 0.0015561155 0.16
16200 0.0029796646 0.0015714406 0.162
16400 0.0030227718 0.0015969354 0.164
16600 0.0030782415 0.0016220869 0.166
16800 0.0031275145 0.0016393514 0.168
17000 0.0031635371 0.0016513658 0.17
17200 0.0031996255 0.001667667 0.172
17400 0.0032457242 0.0016955916 0.174
17600 0.0032885887 0.0017173746 0.176
17800 0.0033260645 0.0017436928 0.178
18000 0.0033611616 0.001755588 0.18
18200 0.0034064044 0.0017830821 0.182
18400 0.0034552518 0.0018031001 0.184
18600 0.0035167338 0.0018333281 0.186
18800 0.0035591599 0.0018610085 0.188
19000 0.003602467 0.0018833016 0.19
19200 0.0036297246 0.0018991145 0.192
19400 0.003668697 0.0019259196 0.194
19600 0.0037148555 0.001948027 0.196
19800 0.003755857 0.0019718767 0.198
20000 0.003801321 0.0019861582 0.2
20200 0.0038387279 0.001995055 0.202
20400 0.0038844707 0.0020174293 0.204
20600 0.0039282293 0.0020359279 0.206
20800 0.0039855526 0.0020538855 0.208
21000 0.0040157108 0.0020605606 0.21
21200 0.0040493464 0.0020723272 0.212
21400 0.0040935197 0.0020798389 0.214
21600 0.0041355704 0.002098933 0.216
21800 0.0041720965 0.0020936839 0.218
22000 0.0042164911 0.0021018103 0.22
22200 0.0042534645 0.0021154841 0.222
22400 0.0042885069 0.0021343741 0.224
22600 0.0043340484 0.0021533064 0.226
22800 0.0043756906 0.0021565222 0.228
23000 0.0044174318 0.0021735396 0.23
23200 0.0044597998 0.0021930265 0.232
23400 0.0045027649 0.0022063848 0.234
23600 0.0045328428 0.0022193685 0.236
23800 0.0045638968 0.0022287697 0.238
24000 0.0046181245 0.0022518995 0.24
24200 0.0046595515 0.0022679217 0.242
24400 0.004705752 0.002291508 0.244
24600 0.0047476381 0.0023092369 0.246
24800 0.0047784105 0.0023187253 0.248
25000 0.0048220324 0.0023207575 0.25
25200 0.004849667 0.0023275817 0.252
25400 0.004881441 0.0023353231 0.254
25600 0.0049214208 0.002346667 0.256
25800 0.004946613 0.0023550417 0.258
26000 0.0049663554 0.0023501158 0.26
26200 0.0050140639 0.002364851 0.262
26400 0.0050634427 0.0023894349 0.264
26600 0.0051167032 0.0024012524 0.266
26800 0.0051582181 0.0024128408 0.268
27000 0.0052227428 0.0024329476 0.27
27200 0.0052640926 0.0024456574 0.272
27400 0.0053027398 0.0024645191 0.274
27600 0.0053340974 0.0024879561 0.276
27800 0.0053746107 0.0025082762 0.278
28000 0.0054161522 0.0025405207 0.28
28200 0.005467889 0.0025811346 0.282
28400 0.005524427 0.0026155394 0.284
28600 0.0055754302 0.0026432339 0.286
28800 0.0056110054 0.0026608261 0.288
29000 0.0056541024 0.0026797585 0.29
29200 0.0057093818 0.0027061528 0.292
29400 0.005756882 0.002726564 0.294
29600 0.0057999382 0.0027346694 0.296
29800 0.0058509538 0.0027589603 0.298
30000 0.0058939567 0.0027843542 0.3
30200 0.0059240884 0.0028004415 0.302
30400 0.0059791839 0.0028376581 0.304
30600 0.0060308283 0.002858222 0.306
30800 0.0060716207 0.0028722941 0.308
31000 0.0061188006 0.0028875011 0.31
31200 0.00615578 0.002912939 0.312
31400 0.006201191 0.0029342579 0.314
31600 0.0062631209 0.0029632662 0.316
31800 0.0063154059 0.0029939253 0.318
32000 0.0063606906 0.0030190322 0.32
32200 0.0064050241 0.0030339449 0.322
32400 0.006459814 0.0030636194 0.324
32600 0.0065034472 0.003088257 0.326
32800 0.0065362065 0.0030941164 0.328
33000 0.0065775971 0.0031126874 0.33
33200 0.0066012669 0.0031227371 0.332
33400 0.0066401046 0.0031389761 0.334
33600 0.0066771176 0.0031516478 0.336
33800 0.0067195957 0.0031649302 0.338
34000 0.0067540223 0.0031790966 0.34
34200 0.0068012303 0.0031931957 0.342
34400 0.0068505591 0.0032013893 0.344
34600 0.0069016638 0.0032241185 0.346
34800 0.0069675149 0.0032456228 0.348
35000 0.0070096981 0.0032542733 0.35
35200 0.0070727534 0.0032751267 0.352
35400 0.0071318434 0.0033006234 0.354
35600 0.0071681273 0.0033041745 0.356
35800 0.0072370087 0.0033315058 0.358
36000 0.0073101599 0.0033627942 0.36
36200 0.0073723632 0.0034043477 0.362
36400 0.0074278491 0.0034246701 0.364
36600 0.0074720673 0.0034434918 0.366
36800 0.0075309662 0.0034635234 0.368
37000 0.0075724615 0.0034797123 0.37
37200 0.0076371128 0.0035041767 0.372
37400 0.0077061532 0.003543041 0.374
37600 0.0077785684 0.0035909423 0.376
37800 0.0078190146 0.0036154272 0.378
38000 0.0078449061 0.0036206332 0.38
38200 0.0078857245 0.0036390763 0.382
38400 0.0079284443 0.0036492348 0.384
38600 0.0079963393 0.0036843857 0.386
38800 0.0080431568 0.0037038395 0.388
39000 0.0080869482 0.0037203229 0.39
39200 0.0081484126 0.0037485819 0.392
39400 0.0081831497 0.0037664007 0.394
39600 0.0082446858 0.0037877906 0.396
39800 0.0082880109 0.0038023475 0.398
40000 0.0083315339 0.0038276444 0.4
40200 0.0083897245 0.0038642997 0.402
40400 0.0084394686 0.0038944938 0.404
40600 0.0085047824 0.0039282774 0.406
40800 0.0085585531 0.0039569721 0.408
41000 0.0085989532 0.003977389 0.41
41200 0.0086284473 0.0039837223 0.412
41400 0.0086705189 0.0039944631 0.414
41600 0.008708492 0.004003454 0.416
41800 0.0087638038 0.0040285569 0.418
42000 0.0088056246 0.0040469743 0.42
42200 0.0088221332 0.0040542809 0.422
42400 0.0088543702 0.0040796087 0.424
42600 0.0088832742 0.0041064172 0.426
42800 0.00891703 0.0041213536 0.428
43000 0.0089562224 0.0041458401 0.43
43200 0.0089992992 0.0041558437 0.432
43400 0.0090545976 0.0041685662 0.434
43600 0.0091040121 0.0041844921 0.436
43800 0.0091327364 0.0041807257 0.438
44000 0.0091821557 0.0042057066 0.44
44200 0.0092304496 0.0042242049 0.442
44400 0.0092755687 0.0042478939 0.444
44600 0.0093246768 0.0042608383 0.446
44800 0.0093862395 0.0042757399 0.448
45000 0.0094391082 0.0042930843 0.45
45200 0.0094905684 0.0043087391 0.452
45400 0.0095446903 0.0043286873 0.454
45600 0.0095922548 0.00434178 0.456
45800 0.0096337107 0.0043507476 0.458
46000 0.0096828168 0.0043664629 0.46
46200 0.0097308151 0.0043819408 0.462
46400 0.0097666743 0.004391353 0.464
46600 0.0098093582 0.0044046107 0.466
46800 0.0098631084 0.0044203424 0.468
47000 0.009911814 0.0044407447 0.47
47200 0.0099546465 0.004461502 0.472
47400 0.010000181 0.0044826864 0.474
47600 0.010057737 0.0045149072 0.476
47800 0.010124425 0.0045519714 0.478
48000 0.010174008 0.0045922249 0.48
48200 0.010246768 0.0046230775 0.482
48400 0.01030805 0.004652851 0.484
48600 0.010329507 0.0046576776 0.486
48800 0.01037778 0.0046815092 0.488
49000 0.010429266 0.0047091923 0.49
49200 0.010493756 0.0047285552 0.492
49400 0.010533875 0.0047419901 0.494
49600 0.010575361 0.0047625135 0.496
49800 0.010630607 0.0047908068 0.498
