Time AvStrain StdStrain Time_1e5
0 -4.369893e-09 0 0
200 3.9186394e-05 1.6624459e-05 0.002
400 8.8329821e-05 3.55378e-05 0.004
600 0.00014989003 2.3785457e-05 0.006
800 0.00020328165 2.2257408e-05 0.008
1000 0.00024637914 1.2139849e-05 0.01
1200 0.00029101123 3.978882e-06 0.012
1400 0.00033385222 8.8419739e-06 0.014
1600 0.00039529267 1.241592e-05 0.016
1800 0.00044206638 5.1342863e-06 0.018
2000 0.00048866446 1.6841411e-05 0.02
2200 0.00052339126 2.3595515e-05 0.022
2400 0.00055119272 5.1499729e-05 0.024
2600 0.00058999847 2.8438933e-05 0.026
2800 0.00065162774 2.3364569e-05 0.028
3000 0.00070899104 2.7661228e-05 0.03
3200 0.00077274775 1.9804382e-05 0.032
3400 0.00080843785 2.2226191e-05 0.034
3600 0.00085641993 1.8867808e-05 0.036
3800 0.00089617366 3.0923889e-05 0.038
4000 0.00094516877 6.9675173e-05 0.04
4200 0.00099149283 7.7062226e-05 0.042
4400 0.0010758322 6.7986424e-05 0.044
4600 0.0011358735 7.1804846e-05 0.046
4800 0.0011940685 7.041465e-05 0.048
5000 0.0012302331 4.8802659e-05 0.05
5200 0.001292951 4.9080262e-05 0.052
5400 0.0013606822 4.6612186e-05 0.054
5600 0.0014474201 6.5319531e-05 0.056
5800 0.0015163307 7.1505436e-05 0.058
6000 0.0015863593 0.00010514398 0.06
6200 0.0016480456 0.0001323928 0.062
6400 0.0017039461 0.00014048407 0.064
6600 0.0017697946 0.00013749827 0.066
6800 0.0018250209 0.00013910647 0.068
7000 0.0018973508 0.00015386662 0.07
7200 0.001949609 0.00016054968 0.072
7400 0.0020252684 0.00018012923 0.074
7600 0.0021074938 0.00016351288 0.076
7800 0.0021846291 0.00016744028 0.078
8000 0.002247213 0.00017337963 0.08
8200 0.0023158612 0.0001671737 0.082
8400 0.0023683845 0.00017470223 0.084
8600 0.0024076371 0.00016670597 0.086
8800 0.0024663521 0.00018475546 0.088
9000 0.0025264985 0.00019791891 0.09
9200 0.0026053038 0.00017814892 0.092
9400 0.0026414882 0.00018232873 0.094
9600 0.0027004944 0.00020984866 0.096
9800 0.0027632552 0.00023106224 0.098
10000 0.0028155909 0.0002376008 0.1
10200 0.0028794942 0.00024480244 0.102
10400 0.0029299008 0.00023465855 0.104
10600 0.0029791303 0.00022504354 0.106
10800 0.0030411863 0.0002202565 0.108
11000 0.0030905471 0.00023180892 0.11
11200 0.0031460166 0.00024167552 0.112
11400 0.0032071022 0.00025063652 0.114
11600 0.0032751557 0.0002467548 0.116
11800 0.0033390473 0.00024970851 0.118
12000 0.0033802828 0.00025957416 0.12
12200 0.0034359386 0.00023797171 0.122
12400 0.0034939543 0.00023004301 0.124
12600 0.0035523953 0.0002369484 0.126
12800 0.0036052154 0.0002391329 0.128
13000 0.0036431924 0.00025293878 0.13
13200 0.0036942856 0.00026752822 0.132
13400 0.0037232219 0.00026099482 0.134
13600 0.0037516659 0.00026728752 0.136
13800 0.0037989786 0.00028622606 0.138
14000 0.0038682632 0.00030458834 0.14
14200 0.0039306735 0.00032094159 0.142
14400 0.0039847665 0.00032650985 0.144
14600 0.0040539378 0.00032689229 0.146
14800 0.0041403144 0.00032622428 0.148
15000 0.0042122912 0.00032483035 0.15
15200 0.0042770109 0.00031814323 0.152
15400 0.0043381145 0.00033406182 0.154
15600 0.0043905504 0.00037616718 0.156
15800 0.0044455749 0.00038574413 0.158
16000 0.0045030254 0.00039690634 0.16
16200 0.004551609 0.00041371285 0.162
16400 0.0046003688 0.0004279838 0.164
16600 0.0046363309 0.00041475837 0.166
16800 0.0046791143 0.00041098574 0.168
17000 0.0047078702 0.00041264487 0.17
17200 0.0047817557 0.00040958472 0.172
17400 0.0048583496 0.00040160896 0.174
17600 0.0049480996 0.00041032072 0.176
17800 0.0050052549 0.00041141055 0.178
18000 0.0050673116 0.00041075017 0.18
18200 0.0051415647 0.00040117363 0.182
18400 0.0052205584 0.00041054188 0.184
18600 0.005276816 0.0004262656 0.186
18800 0.0053285251 0.00043153082 0.188
19000 0.0053836258 0.00043864529 0.19
19200 0.0054332474 0.000468941 0.192
19400 0.0054850706 0.00048476712 0.194
19600 0.0055516691 0.0005108528 0.196
19800 0.0056196759 0.00052210879 0.198
20000 0.0056724029 0.00054811915 0.2
20200 0.0057471277 0.00056506226 0.202
20400 0.0058004834 0.00057303091 0.204
20600 0.0058413953 0.00057725504 0.206
20800 0.0059028453 0.00060097802 0.208
21000 0.005978785 0.00062481237 0.21
21200 0.0060309794 0.00061957808 0.212
21400 0.0060820612 0.00061618366 0.214
21600 0.0061432248 0.00060806863 0.216
21800 0.0061948646 0.00060891408 0.218
22000 0.006239225 0.00058294414 0.22
22200 0.0062818735 0.0005475979 0.222
22400 0.0063242296 0.0005221455 0.224
22600 0.0063782083 0.00051780454 0.226
22800 0.0064190259 0.00051858649 0.228
23000 0.0064447782 0.00050820157 0.23
23200 0.0064873872 0.00052531785 0.232
23400 0.0065378074 0.00053111185 0.234
23600 0.0065811029 0.00051980831 0.236
23800 0.0066114315 0.00050759995 0.238
24000 0.0066553178 0.00052483815 0.24
24200 0.0066942174 0.0005569782 0.242
24400 0.0067501339 0.00056544119 0.244
24600 0.0068017767 0.00057884617 0.246
24800 0.0068410616 0.00058290098 0.248
25000 0.0069181823 0.00062038365 0.25
25200 0.0069637131 0.00063210477 0.252
25400 0.0070214629 0.00064093475 0.254
25600 0.0070942017 0.00065404151 0.256
25800 0.0071353254 0.00066813323 0.258
26000 0.0071848191 0.00068131644 0.26
26200 0.0072244662 0.00068138061 0.262
26400 0.0072621178 0.00068386433 0.264
26600 0.0072943113 0.00067700752 0.266
26800 0.0073234515 0.0006879566 0.268
27000 0.0073687404 0.00067587916 0.27
27200 0.0074305156 0.00066214399 0.272
27400 0.0074781904 0.00066460353 0.274
27600 0.0075323657 0.00069293226 0.276
27800 0.0075925574 0.00070933365 0.278
28000 0.0076316608 0.00072610878 0.28
28200 0.0076676461 0.00074673726 0.282
28400 0.0076955398 0.00075931986 0.284
28600 0.0077430435 0.00074519915 0.286
28800 0.0077914623 0.00075053969 0.288
29000 0.0078182954 0.00076064085 0.29
29200 0.0078469118 0.000781012 0.292
29400 0.0078756635 0.00079080302 0.294
29600 0.0079285758 0.00080420629 0.296
29800 0.0079535849 0.00078498111 0.298
30000 0.0079898942 0.00079144261 0.3
30200 0.0080372735 0.00079300946 0.302
30400 0.0081033494 0.00079996836 0.304
30600 0.0081238663 0.00079774912 0.306
30800 0.008170084 0.00078611979 0.308
31000 0.0082406126 0.00077166752 0.31
31200 0.0082917738 0.00078389799 0.312
31400 0.0083507726 0.00078649245 0.314
31600 0.0083912327 0.00077552918 0.316
31800 0.0084299775 0.00074856539 0.318
32000 0.0084714993 0.0007444504 0.32
32200 0.0085098132 0.00075670801 0.322
32400 0.0085370264 0.00074584762 0.324
32600 0.0085817396 0.000748686 0.326
32800 0.0086265074 0.00076157954 0.328
33000 0.0086910592 0.00075697835 0.33
33200 0.0087478674 0.00074837217 0.332
33400 0.0088315512 0.00076232888 0.334
33600 0.0089097053 0.00076545443 0.336
33800 0.0089983563 0.0007661723 0.338
34000 0.0090780409 0.00078850906 0.34
34200 0.0091535414 0.00079875214 0.342
34400 0.0091997472 0.00081922758 0.344
34600 0.0092436693 0.00082546541 0.346
34800 0.0092987004 0.00082192297 0.348
35000 0.0093540461 0.000820614 0.35
35200 0.0094208992 0.00081926704 0.352
35400 0.0094657859 0.00078950603 0.354
35600 0.0094946663 0.00076219448 0.356
35800 0.0095556672 0.00074198148 0.358
36000 0.0096203803 0.00071981897 0.36
36200 0.0096900643 0.00068101876 0.362
36400 0.0097739567 0.000663269 0.364
36600 0.009839309 0.00065623809 0.366
36800 0.0098739668 0.00066461557 0.368
37000 0.0099261984 0.00066059674 0.37
37200 0.0099929037 0.00066544424 0.372
37400 0.010059526 0.00067895038 0.374
37600 0.01012943 0.00067899836 0.376
37800 0.010190414 0.00064247509 0.378
38000 0.010242336 0.00062904561 0.38
38200 0.010305527 0.00061581573 0.382
38400 0.010355427 0.00060891479 0.384
38600 0.010398937 0.00060577747 0.386
38800 0.010434346 0.00060383586 0.388
39000 0.01048241 0.00059283725 0.39
39200 0.010535371 0.0005763864 0.392
39400 0.010578681 0.00058773073 0.394
39600 0.010639025 0.00058947132 0.396
39800 0.010714126 0.00058015209 0.398
40000 0.010769723 0.00057131047 0.4
40200 0.010823495 0.00055232957 0.402
40400 0.010876124 0.0005339632 0.404
40600 0.010919263 0.00052777433 0.406
40800 0.010972209 0.00050916614 0.408
41000 0.01100846 0.0004911418 0.41
41200 0.011041254 0.00050041598 0.412
41400 0.011080379 0.00050781471 0.414
41600 0.011110804 0.0005300691 0.416
41800 0.011155203 0.00055546294 0.418
42000 0.011220289 0.00058558708 0.42
42200 0.011275443 0.00060047052 0.422
42400 0.011322284 0.00059763568 0.424
42600 0.011365143 0.00061609956 0.426
42800 0.01140764 0.00063446044 0.428
43000 0.011441602 0.00064425326 0.43
43200 0.011478348 0.00066181699 0.432
43400 0.011527663 0.00064208643 0.434
43600 0.011545762 0.00063753234 0.436
43800 0.011613725 0.00065557378 0.438
44000 0.011691923 0.00065175494 0.44
44200 0.011770772 0.00065685557 0.442
44400 0.011839749 0.00066247812 0.444
44600 0.011883971 0.00068524806 0.446
44800 0.011929 0.00068945614 0.448
45000 0.011986279 0.00068935307 0.45
45200 0.012065269 0.00068820853 0.452
45400 0.012139441 0.00068215058 0.454
45600 0.012215444 0.00069858501 0.456
45800 0.012278638 0.00072045928 0.458
46000 0.012325321 0.00073294074 0.46
46200 0.012391962 0.00077555192 0.462
46400 0.012432972 0.00081215188 0.464
46600 0.012487837 0.00081305049 0.466
46800 0.012551116 0.00084040408 0.468
47000 0.012599456 0.00087717597 0.47
47200 0.012676469 0.00090883419 0.472
47400 0.012739437 0.00092378706 0.474
47600 0.012797589 0.00093424039 0.476
47800 0.012858682 0.00094335078 0.478
48000 0.01291173 0.00093032711 0.48
48200 0.012960042 0.00093311431 0.482
48400 0.012995349 0.00092724789 0.484
48600 0.013028637 0.00093879005 0.486
48800 0.013079643 0.00094016256 0.488
49000 0.013115132 0.00093210366 0.49
49200 0.013131042 0.00092837231 0.492
49400 0.013139539 0.00094991711 0.494
49600 0.013175411 0.00095529424 0.496
49800 0.013220833 0.00095874119 0.498
50000 0.013257465 0.00096150268 0.5
50200 0.013298305 0.00095178451 0.502
50400 0.013368978 0.00094435333 0.504
50600 0.013404894 0.00091962502 0.506
50800 0.01344414 0.00090789299 0.508
51000 0.013465844 0.0008980187 0.51
51200 0.013473312 0.0008874459 0.512
51400 0.013487438 0.00088719446 0.514
51600 0.013536867 0.00089509155 0.516
51800 0.013589724 0.0009169224 0.518
52000 0.013652509 0.00092764033 0.52
52200 0.01368999 0.00094195912 0.522
52400 0.013723354 0.00096519897 0.524
52600 0.013788592 0.00097028831 0.526
52800 0.013829387 0.00098872321 0.528
53000 0.013891981 0.0010017194 0.53
53200 0.013971588 0.0010086524 0.532
53400 0.014045 0.0010043006 0.534
53600 0.0141221 0.0010358697 0.536
53800 0.014176477 0.0010427169 0.538
54000 0.014249215 0.0010511329 0.54
54200 0.014322679 0.0010614227 0.542
54400 0.014382881 0.0010619046 0.544
54600 0.01444765 0.001070691 0.546
54800 0.014504459 0.001079767 0.548
55000 0.014563535 0.001083321 0.55
55200 0.014627832 0.0010842663 0.552
55400 0.014691639 0.001084513 0.554
55600 0.014752102 0.001082182 0.556
55800 0.014816918 0.001107584 0.558
56000 0.014890638 0.0011236938 0.56
56200 0.014965214 0.0011403487 0.562
56400 0.015050064 0.0011626455 0.564
56600 0.015108227 0.0011717799 0.566
56800 0.015153653 0.0011974568 0.568
57000 0.015218325 0.0011997168 0.57
57200 0.015277736 0.0011973309 0.572
57400 0.015339122 0.0012066391 0.574
57600 0.015409734 0.0012013659 0.576
57800 0.015479012 0.0012078417 0.578
58000 0.015537182 0.001231649 0.58
58200 0.015590703 0.0012389779 0.582
58400 0.015637032 0.001243419 0.584
58600 0.015685178 0.0012432012 0.586
58800 0.015734914 0.0012612321 0.588
59000 0.015783041 0.0012766123 0.59
59200 0.015826775 0.0013244062 0.592
59400 0.015882786 0.0013549285 0.594
59600 0.015939916 0.0013704822 0.596
59800 0.016007001 0.0014164816 0.598
60000 0.016059864 0.0014272392 0.6
60200 0.016121241 0.0014326313 0.602
60400 0.016191117 0.0014692692 0.604
60600 0.016257024 0.0015001799 0.606
60800 0.016310966 0.0015213549 0.608
61000 0.016373164 0.0015389305 0.61
61200 0.016423483 0.0015633223 0.612
61400 0.01646519 0.0015574879 0.614
61600 0.016529375 0.0015656817 0.616
61800 0.016592063 0.0015974569 0.618
62000 0.016654837 0.0016148417 0.62
62200 0.01671436 0.0016307723 0.622
62400 0.01676572 0.0016472611 0.624
62600 0.016805135 0.0016606422 0.626
62800 0.016839312 0.0016714363 0.628
63000 0.016857451 0.0016676217 0.63
63200 0.016906288 0.0016601549 0.632
63400 0.016965354 0.0016481095 0.634
63600 0.01700376 0.0016442701 0.636
63800 0.017043255 0.0016443742 0.638
64000 0.017092544 0.0016556243 0.64
64200 0.017144217 0.0016856885 0.642
64400 0.017185725 0.0017028113 0.644
64600 0.017232393 0.0017124114 0.646
64800 0.017286668 0.0017225068 0.648
65000 0.017362801 0.0017298594 0.65
65200 0.017412517 0.0017204028 0.652
65400 0.017477341 0.0017217933 0.654
65600 0.017556817 0.0017326738 0.656
65800 0.017621755 0.0017473001 0.658
66000 0.017685568 0.0017470056 0.66
66200 0.017752592 0.001754993 0.662
66400 0.017819474 0.0017503108 0.664
66600 0.017868453 0.0017193367 0.666
66800 0.017927035 0.0017213601 0.668
67000 0.017999481 0.0017317649 0.67
67200 0.018082738 0.0017330759 0.672
67400 0.01813266 0.0017338174 0.674
67600 0.018197372 0.0017467809 0.676
67800 0.01826359 0.0017555822 0.678
68000 0.018315894 0.0017508073 0.68
68200 0.0183928 0.0017431249 0.682
68400 0.018449797 0.0017407512 0.684
68600 0.018504436 0.0017446741 0.686
68800 0.018561355 0.0017355828 0.688
69000 0.018619373 0.0017364654 0.69
69200 0.018670142 0.0017566498 0.692
69400 0.018709176 0.0017594786 0.694
69600 0.018761138 0.0017562022 0.696
69800 0.018818257 0.0017604778 0.698
70000 0.01884149 0.0017480042 0.7
70200 0.018876151 0.0017383874 0.702
70400 0.018904626 0.0017286348 0.704
70600 0.018963357 0.0017368375 0.706
70800 0.019023658 0.0017119738 0.708
71000 0.019087495 0.00171703 0.71
71200 0.019149271 0.0016972858 0.712
71400 0.019198089 0.0016773829 0.714
71600 0.019262994 0.0016652484 0.716
71800 0.019297652 0.0016732104 0.718
72000 0.019315573 0.0016894765 0.72
72200 0.019358229 0.0017057154 0.722
72400 0.01939571 0.00172035 0.724
72600 0.019453959 0.001737739 0.726
72800 0.019506316 0.001740937 0.728
73000 0.019563177 0.0017557919 0.73
73200 0.019610184 0.0017595545 0.732
73400 0.019632049 0.0017422675 0.734
73600 0.019658524 0.0017416527 0.736
73800 0.019700224 0.0017471848 0.738
74000 0.019735637 0.0017489154 0.74
74200 0.019769669 0.0017253447 0.742
74400 0.019819951 0.0017186674 0.744
74600 0.019861726 0.0017134067 0.746
74800 0.019905764 0.0017263727 0.748
75000 0.019951734 0.0017562992 0.75
75200 0.019990743 0.0017838174 0.752
75400 0.020047766 0.0017997653 0.754
75600 0.02010051 0.0017936693 0.756
75800 0.020176187 0.0017994077 0.758
76000 0.020234508 0.0018124272 0.76
76200 0.020287948 0.0018144601 0.762
76400 0.020340083 0.0017961176 0.764
76600 0.02038871 0.0017866193 0.766
76800 0.020437031 0.001793578 0.768
77000 0.020508766 0.0018144621 0.77
77200 0.020587187 0.0018378535 0.772
77400 0.020625714 0.0018533943 0.774
77600 0.020688621 0.0018646021 0.776
77800 0.020757632 0.0018763 0.778
78000 0.020811918 0.0018766112 0.78
78200 0.020859389 0.0018921005 0.782
78400 0.020906227 0.0019056421 0.784
78600 0.020935129 0.0019129947 0.786
78800 0.020987948 0.0019209232 0.788
79000 0.021035855 0.001906512 0.79
79200 0.021073488 0.0019065889 0.792
79400 0.021110885 0.0018936566 0.794
79600 0.021162448 0.0018856443 0.796
79800 0.021223832 0.0018742608 0.798
80000 0.021276232 0.0018709511 0.8
80200 0.021317168 0.0018981246 0.802
80400 0.021354229 0.0019224833 0.804
80600 0.021396294 0.001932037 0.806
80800 0.021449904 0.0019420259 0.808
81000 0.021488377 0.0019791798 0.81
81200 0.021527113 0.0020004215 0.812
81400 0.021603447 0.0020050916 0.814
81600 0.021655787 0.0020047855 0.816
81800 0.021696437 0.0019817199 0.818
82000 0.021740573 0.0019922646 0.82
82200 0.021787306 0.0020146888 0.822
82400 0.02184212 0.0020054764 0.824
82600 0.021909549 0.0019970417 0.826
82800 0.021958215 0.0019810508 0.828
83000 0.021989319 0.0019683274 0.83
83200 0.022059162 0.0019744318 0.832
83400 0.022106555 0.0019879438 0.834
83600 0.02216416 0.0020042874 0.836
83800 0.022241105 0.0020142575 0.838
84000 0.022303701 0.002030971 0.84
84200 0.022376998 0.0020412791 0.842
84400 0.022427109 0.0020485718 0.844
84600 0.022490845 0.0020489147 0.846
84800 0.022561155 0.0020860555 0.848
85000 0.022620317 0.0021098493 0.85
85200 0.022669842 0.0021170601 0.852
85400 0.022747857 0.0021195625 0.854
85600 0.02281374 0.0021243404 0.856
85800 0.022873264 0.0021376545 0.858
86000 0.022931639 0.0021298335 0.86
86200 0.022989571 0.0021274464 0.862
86400 0.023048813 0.0021206291 0.864
86600 0.023128593 0.0021301799 0.866
86800 0.023184544 0.0021355006 0.868
87000 0.023245007 0.0021581393 0.87
87200 0.023327177 0.0021604688 0.872
87400 0.023387621 0.0021703647 0.874
87600 0.023459958 0.0021792395 0.876
87800 0.02354612 0.0021747281 0.878
88000 0.023609897 0.0021721798 0.88
88200 0.02365666 0.0021699013 0.882
88400 0.023690086 0.0021776334 0.884
88600 0.023734574 0.002176876 0.886
88800 0.023779154 0.0021533503 0.888
89000 0.023838248 0.0021301656 0.89
89200 0.023907877 0.0021242693 0.892
89400 0.023967119 0.0021206871 0.894
89600 0.024028312 0.0021132554 0.896
89800 0.024075955 0.0021028703 0.898
90000 0.024116647 0.0020827256 0.9
90200 0.024176331 0.0020824578 0.902
90400 0.024247825 0.0020929565 0.904
90600 0.024294205 0.0020967891 0.906
90800 0.024327126 0.0020907443 0.908
91000 0.024373514 0.0020893206 0.91
91200 0.024423397 0.002106026 0.912
91400 0.024481667 0.0021233221 0.914
91600 0.024511094 0.0021159625 0.916
91800 0.024565033 0.0021101696 0.918
92000 0.024610957 0.0021197808 0.92
92200 0.024658306 0.0021076514 0.922
92400 0.024704759 0.0020982729 0.924
92600 0.024741896 0.0020769868 0.926
92800 0.024787313 0.0020777419 0.928
93000 0.024815848 0.0020852848 0.93
93200 0.024848281 0.0020912241 0.932
93400 0.024909088 0.0020847287 0.934
93600 0.024944006 0.002082359 0.936
93800 0.024978401 0.0020734699 0.938
94000 0.025021401 0.0020747918 0.94
94200 0.025055239 0.0020741589 0.942
94400 0.025099993 0.0020727625 0.944
94600 0.025162062 0.0020690281 0.946
94800 0.025208743 0.0020967808 0.948
95000 0.025253989 0.0021099688 0.95
95200 0.025295671 0.0021177701 0.952
95400 0.025327611 0.0021203048 0.954
95600 0.02536295 0.0021068424 0.956
95800 0.025414309 0.0021021411 0.958
96000 0.025471232 0.0021208191 0.96
96200 0.025524327 0.0021315552 0.962
96400 0.025561636 0.0021343934 0.964
96600 0.02560407 0.0021232161 0.966
96800 0.02564144 0.0021349925 0.968
97000 0.025689462 0.0021336355 0.97
97200 0.025730838 0.0021377468 0.972
97400 0.025789166 0.0021306094 0.974
97600 0.025829618 0.0020830719 0.976
97800 0.025891611 0.0020767361 0.978
98000 0.025957072 0.002083853 0.98
98200 0.026016041 0.0021014082 0.982
98400 0.026077213 0.0021070344 0.984
98600 0.026128446 0.0021129147 0.986
98800 0.026215112 0.0021082636 0.988
99000 0.026294213 0.0020984455 0.99
99200 0.0263603 0.0021204125 0.992
99400 0.026429098 0.0021389262 0.994
99600 0.026473798 0.0021588915 0.996
99800 0.02653366 0.0021638917 0.998
100000 0.026581097 0.0021549633 1
100200 0.026622302 0.0021427343 1.002
100400 0.026671498 0.0021250623 1.004
100600 0.026725497 0.0021306074 1.006
100800 0.026786173 0.002146206 1.008
101000 0.026851004 0.0021404853 1.01
101200 0.026914461 0.0021386709 1.012
101400 0.026959233 0.0021202797 1.014
101600 0.02699401 0.0021376551 1.016
101800 0.027055161 0.0021434656 1.018
102000 0.027087571 0.0021306687 1.02
102200 0.027132682 0.0021249887 1.022
102400 0.027172622 0.002123801 1.024
102600 0.027212476 0.0021160794 1.026
102800 0.02725811 0.0021078866 1.028
103000 0.02727605 0.0021323996 1.03
103200 0.027327345 0.002140484 1.032
103400 0.027376537 0.0021383145 1.034
103600 0.027430078 0.0021459288 1.036
103800 0.027505381 0.0021507816 1.038
