Time Strain Concentration
1911400 0.65667712 0.072870919
1911600 0.65676349 0.072863322
1911800 0.65684631 0.072856037
1912000 0.65693475 0.07284826
1912200 0.65702819 0.072840045
1912400 0.65711591 0.072832333
1912600 0.65722174 0.072823031
1912800 0.65732881 0.072813622
1913000 0.65742086 0.072805535
1913200 0.65750641 0.072798019
1913400 0.6575887 0.072790791
1913600 0.65768994 0.0727819
1913800 0.65780373 0.07277191
1914000 0.65791523 0.072762122
1914200 0.65804002 0.07275117
1914400 0.65813474 0.072742858
1914600 0.65823192 0.072734332
1914800 0.65834147 0.072724723
1915000 0.65845264 0.072714973
1915200 0.65856872 0.072704796
1915400 0.65868298 0.072694779
1915600 0.65876994 0.072687157
1915800 0.65885504 0.072679699
1916000 0.65895233 0.072671175
1916200 0.65902004 0.072665243
1916400 0.65913366 0.072655291
1916600 0.65922902 0.07264694
1916800 0.65932919 0.072638169
1917000 0.65943078 0.072629276
1917200 0.65953691 0.072619986
1917400 0.65964005 0.072610961
1917600 0.6597437 0.072601892
1917800 0.65982939 0.072594396
1918000 0.65991196 0.072587174
1918200 0.66000289 0.072579222
1918400 0.66012549 0.072568502
1918600 0.66021002 0.072561113
1918800 0.660289 0.07255421
1919000 0.66037057 0.072547081
1919200 0.66046622 0.072538723
1919400 0.66057598 0.072529134
1919600 0.66067436 0.072520541
1919800 0.66078053 0.072511269
1920000 0.66090386 0.0725005
1920200 0.66101457 0.072490836
1920400 0.66111886 0.072481734
1920600 0.66120599 0.072474131
1920800 0.66127862 0.072467794
1921000 0.66134588 0.072461927
1921200 0.66142987 0.072454601
1921400 0.66152594 0.072446222
1921600 0.66161987 0.072438031
1921800 0.661703 0.072430784
1922000 0.66176466 0.072425409
1922200 0.66185022 0.072417952
1922400 0.66190792 0.072412923
1922600 0.66198923 0.072405839
1922800 0.66207868 0.072398045
1923000 0.66216289 0.072390709
1923200 0.66225889 0.072382348
1923400 0.66234484 0.072374863
1923600 0.66244009 0.07236657
1923800 0.6625248 0.072359196
1924000 0.66259408 0.072353165
1924200 0.66266264 0.072347199
1924400 0.66275699 0.072338988
1924600 0.66284142 0.072331643
1924800 0.66292874 0.072324047
1925000 0.66302035 0.072316078
1925200 0.66311466 0.072307877
1925400 0.66321178 0.072299433
1925600 0.66329297 0.072292375
1925800 0.66338594 0.072284294
1926000 0.66346473 0.072277447
1926200 0.66354501 0.072270471
1926400 0.66362743 0.07226331
1926600 0.66370099 0.07225692
1926800 0.66379191 0.072249023
1927000 0.66388194 0.072241205
1927200 0.66394647 0.072235601
1927400 0.66402139 0.072229097
1927600 0.66409523 0.072222688
1927800 0.6641811 0.072215234
1928000 0.66425636 0.072208703
1928200 0.66429455 0.07220539
1928400 0.66436388 0.072199374
1928600 0.66443077 0.072193571
1928800 0.66450777 0.072186892
1929000 0.66457195 0.072181325
1929200 0.66465193 0.072174389
1929400 0.66472422 0.072168121
1929600 0.66480323 0.072161272
1929800 0.66490197 0.072152713
1930000 0.66500965 0.07214338
1930200 0.66510187 0.072135389
1930400 0.66520139 0.072126767
1930600 0.6653113 0.072117247
1930800 0.66543347 0.072106666
1931000 0.66552829 0.072098456
1931200 0.6656384 0.072088924
1931400 0.66572858 0.072081119
1931600 0.66584545 0.072071005
1931800 0.66593204 0.072063514
1932000 0.66603691 0.072054441
1932200 0.66611753 0.072047469
1932400 0.66621194 0.072039305
1932600 0.66632495 0.072029534
1932800 0.66644298 0.07201933
1933000 0.66654566 0.072010456
1933200 0.66663684 0.072002577
1933400 0.6667213 0.07199528
1933600 0.66681646 0.071987059
1933800 0.66691672 0.071978401
1934000 0.66702746 0.071968837
1934200 0.66711557 0.071961231
1934400 0.66720767 0.07195328
1934600 0.66730156 0.071945177
1934800 0.66740638 0.071936132
1935000 0.66750698 0.071927452
1935200 0.66762428 0.071917334
1935400 0.66773042 0.07190818
1935600 0.66784193 0.071898565
1935800 0.66793482 0.071890557
1936000 0.66805184 0.07188047
1936200 0.66815123 0.071871905
1936400 0.66827179 0.071861517
1936600 0.6683804 0.071852161
1936800 0.66847232 0.071844245
1937000 0.66855927 0.071836757
1937200 0.66865742 0.071828307
1937400 0.66875745 0.071819695
1937600 0.66886512 0.071810429
1937800 0.66897788 0.071800726
1938000 0.66908855 0.071791204
1938200 0.66919222 0.071782288
1938400 0.66927451 0.07177521
1938600 0.66935404 0.071768372
1938800 0.66945954 0.071759301
1939000 0.66954172 0.071752237
1939200 0.66963411 0.071744296
1939400 0.66974898 0.071734425
1939600 0.66984642 0.071726053
1939800 0.66994591 0.071717507
1940000 0.67004365 0.071709113
1940200 0.67015752 0.071699335
1940400 0.67023682 0.071692527
1940600 0.67029731 0.071687335
1940800 0.67037948 0.071680281
1941000 0.67046338 0.071673081
1941200 0.6705613 0.07166468
1941400 0.67066004 0.071656209
1941600 0.67075253 0.071648275
1941800 0.67082975 0.071641653
1942000 0.67092177 0.071633762
1942200 0.67104481 0.071623214
1942400 0.67112795 0.071616087
1942600 0.67121799 0.071608371
1942800 0.67128474 0.071602651
1943000 0.67135898 0.07159629
1943200 0.67141834 0.071591205
1943400 0.67150359 0.071583902
1943600 0.6715715 0.071578086
1943800 0.67163706 0.071572471
1944000 0.67173014 0.071564502
1944200 0.67183485 0.071555538
1944400 0.67192759 0.0715476
1944600 0.6719989 0.071541497
1944800 0.67206204 0.071536094
1945000 0.67215274 0.071528334
1945200 0.67224982 0.071520029
1945400 0.67234384 0.071511987
1945600 0.67245249 0.071502696
1945800 0.6725497 0.071494384
1946000 0.67263275 0.071487285
1946200 0.67270443 0.071481158
1946400 0.67278144 0.071474577
1946600 0.67282487 0.071470866
1946800 0.67289937 0.0714645
1947000 0.67299668 0.071456187
1947200 0.67308579 0.071448575
1947400 0.67318875 0.071439783
1947600 0.67326168 0.071433555
1947800 0.67335383 0.071425688
1948000 0.67345467 0.07141708
1948200 0.673572 0.071407067
1948400 0.67366611 0.071399036
1948600 0.67374633 0.071392193
1948800 0.6738261 0.071385388
1949000 0.67392324 0.071377103
1949200 0.67400672 0.071369984
1949400 0.6740756 0.071364111
1949600 0.67416433 0.071356547
1949800 0.67424386 0.071349768
1950000 0.67433332 0.071342144
1950200 0.67442823 0.071334056
1950400 0.67449785 0.071328125
1950600 0.67459544 0.071319811
1950800 0.67470225 0.071310714
1951000 0.67480902 0.071301623
1951200 0.67489254 0.071294511
1951400 0.67497561 0.07128744
1951600 0.67508854 0.071277829
1951800 0.67519409 0.071268847
1952000 0.67528585 0.07126104
1952200 0.67537346 0.071253588
1952400 0.67546667 0.071245659
1952600 0.67554844 0.071238706
1952800 0.67563945 0.071230967
1953000 0.67573411 0.07122292
1953200 0.67583405 0.071214425
1953400 0.67592155 0.07120699
1953600 0.67602126 0.071198517
1953800 0.67613077 0.071189214
1954000 0.67620354 0.071183033
1954200 0.67630609 0.071174324
1954400 0.67640015 0.071166337
1954600 0.67650701 0.071157265
1954800 0.67658781 0.071150407
1955000 0.67668111 0.071142489
1955200 0.67678636 0.071133557
1955400 0.67688727 0.071124997
1955600 0.67696668 0.071118261
1955800 0.67706854 0.071109622
1956000 0.67715745 0.071102083
1956200 0.67725072 0.071094176
1956400 0.67732433 0.071087935
1956600 0.67740753 0.071080884
1956800 0.6774949 0.07107348
1957000 0.67760476 0.071064172
1957200 0.67769729 0.071056333
1957400 0.67780458 0.071047245
1957600 0.67790481 0.071038758
1957800 0.67798969 0.07103157
1958000 0.67807824 0.071024075
1958200 0.67816283 0.071016915
1958400 0.67826197 0.071008525
1958600 0.67835104 0.071000988
1958800 0.67843621 0.070993783
1959000 0.6785041 0.07098804
1959200 0.67858727 0.070981005
1959400 0.6786875 0.07097253
1959600 0.67876961 0.070965587
1959800 0.67886504 0.07095752
1960000 0.67895163 0.0709502
1960200 0.67903083 0.070943507
1960400 0.67911031 0.070936791
1960600 0.67918579 0.070930414
1960800 0.67926586 0.07092365
1961000 0.67934515 0.070916953
1961200 0.67943487 0.070909376
1961400 0.67951606 0.07090252
1961600 0.67959771 0.070895627
1961800 0.67967904 0.070888761
1962000 0.67977183 0.07088093
1962200 0.67985792 0.070873665
1962400 0.67995006 0.070865891
1962600 0.68004778 0.070857648
1962800 0.68016482 0.070847776
1963000 0.6802609 0.070839674
1963200 0.68036008 0.070831312
1963400 0.68046475 0.070822488
1963600 0.68054683 0.07081557
1963800 0.68061857 0.070809525
1964000 0.68071503 0.070801397
1964200 0.68081007 0.07079339
1964400 0.68091714 0.070784372
1964600 0.68101819 0.070775863
1964800 0.68112604 0.070766782
1965000 0.68122501 0.07075845
1965200 0.68133648 0.070749068
1965400 0.68143716 0.070740596
1965600 0.68151957 0.070733662
1965800 0.68161993 0.07072522
1966000 0.68171019 0.070717627
1966200 0.68180273 0.070709846
1966400 0.6818849 0.070702937
1966600 0.68197068 0.070695725
1966800 0.68206901 0.07068746
1967000 0.68218335 0.070677851
1967200 0.68229964 0.07066808
1967400 0.68240742 0.070659025
1967600 0.68250949 0.070650453
1967800 0.68259983 0.070642867
1968000 0.68270128 0.070634348
1968200 0.6828166 0.070624668
1968400 0.68290849 0.070616956
1968600 0.68301067 0.070608382
1968800 0.68311123 0.070599944
1969000 0.68318884 0.070593434
1969200 0.68330224 0.070583923
1969400 0.6834171 0.070574292
1969600 0.68350833 0.070566642
1969800 0.68359616 0.07055928
1970000 0.68369494 0.070551001
1970200 0.68382481 0.070540118
1970400 0.6839617 0.070528651
1970600 0.68406042 0.070520382
1970800 0.6841742 0.070510854
1971000 0.68425094 0.070504429
1971200 0.68434581 0.070496487
1971400 0.68445756 0.070487134
1971600 0.68457181 0.070477573
1971800 0.68469455 0.070467304
1972000 0.68478785 0.070459499
1972200 0.68489504 0.070450534
1972400 0.68499598 0.070442094
1972600 0.68509486 0.070433827
1972800 0.68519536 0.070425427
1973000 0.68529091 0.070417441
1973200 0.68538958 0.070409196
1973400 0.68548061 0.070401591
1973600 0.68556606 0.070394453
1973800 0.68566547 0.070386151
1974000 0.68577912 0.070376661
1974200 0.68586916 0.070369144
1974400 0.68596884 0.070360823
1974600 0.68607363 0.070352077
1974800 0.68615175 0.070345558
1975000 0.68623169 0.070338889
1975200 0.68632504 0.070331101
1975400 0.68639754 0.070325054
1975600 0.6864595 0.070319887
1975800 0.68653989 0.070313183
1976000 0.68662059 0.070306455
1976200 0.68670107 0.070299746
1976400 0.68681194 0.070290505
1976600 0.68690032 0.07028314
1976800 0.68698457 0.07027612
1977000 0.68709123 0.070267234
1977200 0.68716748 0.070260883
1977400 0.68722674 0.070255948
1977600 0.68729396 0.07025035
1977800 0.68736051 0.070244809
1978000 0.68742843 0.070239154
1978200 0.6875009 0.070233122
1978400 0.68758999 0.070225706
1978600 0.68767987 0.070218227
1978800 0.68776823 0.070210874
1979000 0.68788543 0.070201124
1979200 0.68799111 0.070192334
1979400 0.68810578 0.070182799
1979600 0.68820289 0.070174725
1979800 0.6882764 0.070168614
1980000 0.68833422 0.070163808
1980200 0.68843011 0.070155838
1980400 0.68853047 0.070147499
1980600 0.68860247 0.070141517
1980800 0.68866202 0.07013657
1981000 0.68874058 0.070130045
1981200 0.68881424 0.070123927
1981400 0.68887817 0.070118619
1981600 0.68895322 0.070112387
1981800 0.68901454 0.070107296
1982000 0.68908201 0.070101696
1982200 0.68917905 0.070093642
1982400 0.68929652 0.070083893
1982600 0.68942161 0.070073516
1982800 0.68952216 0.070065175
1983000 0.68960515 0.070058292
1983200 0.68971352 0.070049306
1983400 0.68980236 0.070041941
1983600 0.68988575 0.070035028
1983800 0.68995886 0.070028969
1984000 0.69005227 0.070021228
1984200 0.69012183 0.070015464
1984400 0.69021644 0.070007626
1984600 0.69031754 0.069999252
1984800 0.69041393 0.069991269
1985000 0.69052193 0.069982327
1985200 0.69061864 0.069974321
1985400 0.69069471 0.069968024
1985600 0.69078952 0.069960178
1985800 0.6908754 0.069953071
1986000 0.69097273 0.069945018
1986200 0.69107513 0.069936548
1986400 0.69116833 0.06992884
1986600 0.69125796 0.069921428
1986800 0.69133926 0.069914706
1987000 0.69141301 0.069908609
1987200 0.69150682 0.069900855
1987400 0.69158496 0.069894398
1987600 0.6916615 0.069888073
1987800 0.69174659 0.069881043
1988000 0.69185597 0.069872007
1988200 0.69196326 0.069863146
1988400 0.69206281 0.069854926
1988600 0.69216818 0.069846227
1988800 0.69227095 0.069837743
1989000 0.69235489 0.069830815
1989200 0.69247487 0.069820915
1989400 0.69256348 0.069813605
1989600 0.69266267 0.069805423
1989800 0.69275375 0.069797911
1990000 0.6928598 0.069789167
1990200 0.69295455 0.069781355
1990400 0.69307565 0.069771373
1990600 0.69318744 0.06976216
1990800 0.69327044 0.069755321
1991000 0.6933489 0.069748858
1991200 0.69343579 0.0697417
1991400 0.69351953 0.069734803
1991600 0.69360606 0.069727677
1991800 0.69370857 0.069719237
1992000 0.69378951 0.069712574
1992200 0.6938523 0.069707406
1992400 0.69392341 0.069701553
1992600 0.69399483 0.069695676
1992800 0.69410757 0.0696864
1993000 0.69420001 0.069678796
1993200 0.69429542 0.069670948
1993400 0.69439086 0.0696631
1993600 0.69446076 0.069657352
1993800 0.69453413 0.06965132
1994000 0.69462039 0.06964423
1994200 0.69468912 0.069638581
1994400 0.69478149 0.069630991
1994600 0.6948647 0.069624153
1994800 0.69494675 0.069617413
1995000 0.69504187 0.069609599
1995200 0.69515345 0.069600436
1995400 0.69525998 0.069591689
1995600 0.69535636 0.069583777
1995800 0.69544365 0.069576611
1996000 0.69554359 0.06956841
1996200 0.6956501 0.06955967
1996400 0.69574044 0.069552259
1996600 0.69584104 0.069544007
1996800 0.69592025 0.069537512
1997000 0.69599544 0.069531346
1997200 0.69604772 0.069527059
1997400 0.6960994 0.069522822
1997600 0.69615955 0.069517892
1997800 0.69623307 0.069511865
1998000 0.69630637 0.069505858
1998200 0.69639313 0.069498749
1998400 0.69648731 0.069491033
1998600 0.69657359 0.069483965
1998800 0.69666538 0.069476447
1999000 0.69677485 0.069467482
1999200 0.69687711 0.06945911
1999400 0.69698066 0.069450633
1999600 0.69708561 0.069442043
1999800 0.69715334 0.069436502
2000000 0.69725278 0.069428365
2000200 0.69733443 0.069421685
2000400 0.697424 0.069414359
2000600 0.69753033 0.069405664
2000800 0.69762126 0.069398229
2001000 0.69773267 0.06938912
2001200 0.69781483 0.069382405
2001400 0.69790752 0.06937483
2001600 0.69800705 0.069366697
2001800 0.69810636 0.069358584
2002000 0.69817143 0.069353269
2002200 0.69824658 0.069347131
2002400 0.69832428 0.069340786
2002600 0.69842122 0.06933287
2002800 0.69850549 0.069325991
2003000 0.69860603 0.069317785
2003200 0.69871698 0.069308729
2003400 0.6987976 0.069302151
2003600 0.69889768 0.069293987
2003800 0.69899186 0.069286304
2004000 0.69912444 0.069275493
2004200 0.69922215 0.069267526
2004400 0.69929206 0.069261826
2004600 0.69936887 0.069255565
2004800 0.69945608 0.069248458
2005000 0.69955068 0.069240749
2005200 0.69966859 0.069231142
2005400 0.69977442 0.069222522
2005600 0.69987625 0.069214229
2005800 0.70000185 0.069204001
2006000 0.70012698 0.069193815
2006200 0.70023709 0.069184853
2006400 0.70032617 0.069177604
2006600 0.70041258 0.069170574
2006800 0.70052456 0.069161464
2007000 0.70061571 0.06915405
2007200 0.70070263 0.069146982
2007400 0.70077916 0.06914076
2007600 0.70084604 0.069135322
2007800 0.70094323 0.069127422
2008000 0.7010416 0.069119427
2008200 0.70113889 0.069111521
2008400 0.70124445 0.069102944
2008600 0.70132849 0.069096118
2008800 0.70141761 0.069088879
2009000 0.70151012 0.069081367
2009200 0.70159409 0.069074549
2009400 0.70168418 0.069067236
2009600 0.70179667 0.069058105
2009800 0.70189929 0.069049778
2010000 0.70200126 0.069041503
2010200 0.7020931 0.069034054
2010400 0.70217599 0.06902733
2010600 0.70226352 0.069020232
2010800 0.70236838 0.069011729
2011000 0.70247176 0.069003348
2011200 0.70258123 0.068994475
2011400 0.70267304 0.068987034
2011600 0.70277313 0.068978924
2011800 0.70285225 0.068972515
2012000 0.7029524 0.068964403
2012200 0.70305012 0.068956488
2012400 0.70312698 0.068950264
2012600 0.70320406 0.068944024
2012800 0.70328084 0.068937809
2013000 0.70336521 0.06893098
2013200 0.70345351 0.068923833
2013400 0.70354474 0.068916452
2013600 0.70362995 0.068909558
2013800 0.70370712 0.068903315
2014000 0.70377758 0.068897617
2014200 0.70385569 0.0688913
2014400 0.70395303 0.068883429
2014600 0.70404321 0.068876138
2014800 0.70413662 0.068868588
2015000 0.70422357 0.06886156
2015200 0.70430485 0.068854992
2015400 0.70438588 0.068848446
2015600 0.70447037 0.068841621
2015800 0.7045533 0.068834922
2016000 0.70463856 0.068828036
2016200 0.70473916 0.068819913
2016400 0.70481678 0.068813646
2016600 0.7048882 0.068807882
2016800 0.70496901 0.068801359
2017000 0.70509604 0.068791108
2017200 0.70518169 0.068784197
2017400 0.70525144 0.06877857
2017600 0.70533325 0.068771972
2017800 0.70540789 0.068765952
2018000 0.70549236 0.06875914
2018200 0.70558067 0.06875202
2018400 0.70567929 0.06874407
2018600 0.70576257 0.068737358
2018800 0.70583121 0.068731827
2019000 0.70592345 0.068724393
2019200 0.70601524 0.068716999
2019400 0.70611349 0.068709084
2019600 0.70622673 0.068699965
2019800 0.70632567 0.068691997
2020000 0.70641624 0.068684706
2020200 0.70647541 0.068679943
2020400 0.7065541 0.06867361
2020600 0.70665418 0.068665555
2020800 0.70675285 0.068657617
2021000 0.70683519 0.068650992
2021200 0.70693632 0.068642858
2021400 0.70703431 0.068634977
2021600 0.7071244 0.068627733
2021800 0.7072271 0.068619477
2022000 0.70730503 0.068613213
2022200 0.70735539 0.068609166
2022400 0.70740901 0.068604856
2022600 0.70747836 0.068599283
2022800 0.70755561 0.068593077
2023000 0.70760798 0.068588869
2023200 0.70768974 0.068582302
2023400 0.70775825 0.068576799
2023600 0.7078294 0.068571086
2023800 0.70790128 0.068565314
2024000 0.70797045 0.068559761
2024200 0.70803862 0.068554288
2024400 0.70812178 0.068547613
2024600 0.70821129 0.06854043
2024800 0.7082798 0.068534932
2025000 0.70837213 0.068527524
2025200 0.70845681 0.068520731
2025400 0.7085724 0.06851146
2025600 0.70868278 0.068502609
2025800 0.70879054 0.068493969
2026000 0.70887935 0.06848685
2026200 0.70896538 0.068479955
2026400 0.70904965 0.068473202
2026600 0.70912789 0.068466933
2026800 0.70921121 0.068460258
2027000 0.70929139 0.068453835
2027200 0.7093722 0.068447363
2027400 0.70945832 0.068440467
2027600 0.70955475 0.068432746
2027800 0.7096305 0.068426682
2028000 0.70970897 0.068420401
2028200 0.70978412 0.068414387
2028400 0.70988347 0.068406436
2028600 0.71000779 0.068396491
2028800 0.71010696 0.068388558
2029000 0.71021825 0.068379658
2029200 0.71033957 0.068369957
2029400 0.71044445 0.068361573
2029600 0.71054605 0.068353452
2029800 0.71062515 0.068347131
2030000 0.71072686 0.068339004
2030200 0.71082516 0.068331151
2030400 0.71094424 0.06832164
2030600 0.71103098 0.068314713
2030800 0.71113388 0.068306497
2031000 0.71122775 0.068299003
2031200 0.71129901 0.068293316
2031400 0.71139737 0.068285465
2031600 0.71145911 0.068280539
2031800 0.7115271 0.068275114
2032000 0.71162109 0.068267616
2032200 0.7116984 0.068261449
2032400 0.71175819 0.068256681
2032600 0.71183329 0.068250692
2032800 0.71192227 0.068243597
2033000 0.71198742 0.068238403
2033200 0.71206146 0.068232502
2033400 0.71211283 0.068228407
2033600 0.71218167 0.068222921
2033800 0.71227175 0.068215743
2034000 0.71237839 0.068207247
2034200 0.71246956 0.068199984
2034400 0.71256658 0.068192257
2034600 0.71265396 0.068185299
2034800 0.71274735 0.068177864
2035000 0.71281636 0.06817237
2035200 0.71291367 0.068164624
2035400 0.71299636 0.068158043
2035600 0.71308926 0.068150652
2035800 0.71315016 0.068145806
2036000 0.71324077 0.068138598
2036200 0.71333372 0.068131205
2036400 0.71338385 0.068127218
2036600 0.71344439 0.068122404
2036800 0.71351879 0.068116489
2037000 0.71356308 0.068112968
2037200 0.71365011 0.06810605
2037400 0.71374276 0.068098685
2037600 0.71380286 0.06809391
2037800 0.71386608 0.068088886
2038000 0.71395794 0.068081588
2038200 0.71405271 0.068074059
2038400 0.71413451 0.068067562
2038600 0.71420968 0.068061593
2038800 0.71427471 0.068056429
2039000 0.71435644 0.06804994
2039200 0.71440227 0.068046302
2039400 0.71447047 0.068040889
2039600 0.71455428 0.068034237
2039800 0.71464336 0.068027168
2040000 0.71473807 0.068019653
2040200 0.7148353 0.068011941
2040400 0.71490786 0.068006185
2040600 0.7150073 0.067998299
2040800 0.71509183 0.067991596
2041000 0.71518122 0.06798451
2041200 0.71526327 0.067978006
2041400 0.71533741 0.06797213
2041600 0.71543167 0.06796466
2041800 0.71549886 0.067959336
2042000 0.71559193 0.067951963
2042200 0.71571297 0.067942375
2042400 0.71583514 0.067932701
2042600 0.71592303 0.067925742
2042800 0.71601593 0.067918387
2043000 0.71611752 0.067910347
2043200 0.71622646 0.067901725
2043400 0.71629922 0.067895968
2043600 0.71639112 0.067888698
2043800 0.71646796 0.06788262
2044000 0.7165509 0.067876059
2044200 0.7166398 0.06786903
2044400 0.7167344 0.067861551
2044600 0.71682957 0.067854027
2044800 0.71692012 0.06784687
2045000 0.71702016 0.067838964
2045200 0.71710021 0.067832639
2045400 0.71718648 0.067825824
2045600 0.717278 0.067818594
2045800 0.71737372 0.067811035
2046000 0.71746468 0.067803852
2046200 0.71753619 0.067798206
2046400 0.71761122 0.067792283
2046600 0.7177147 0.067784115
2046800 0.71779541 0.067777745
2047000 0.71789077 0.067770221
2047200 0.71797675 0.067763438
2047400 0.718044 0.067758133
2047600 0.71815461 0.067749409
2047800 0.71826025 0.067741079
2048000 0.71835805 0.067733368
2048200 0.71844853 0.067726236
2048400 0.71856431 0.06771711
2048600 0.71866433 0.067709229
2048800 0.71875891 0.067701777
2049000 0.71885201 0.067694444
2049200 0.71895195 0.067686573
2049400 0.7190306 0.067680379
2049600 0.71913931 0.06767182
2049800 0.71922914 0.067664748
2050000 0.71932804 0.067656963
2050200 0.71941473 0.067650142
2050400 0.71949158 0.067644095
2050600 0.71958622 0.067636649
2050800 0.71967448 0.067629706
2051000 0.71975569 0.06762332
2051200 0.71984401 0.067616374
2051400 0.71994207 0.067608664
2051600 0.72003106 0.067601669
2051800 0.72014573 0.067592656
2052000 0.72023692 0.06758549
2052200 0.72033194 0.067578025
2052400 0.72045701 0.067568199
2052600 0.7205592 0.067560173
2052800 0.72067135 0.067551367
2053000 0.72077967 0.067542863
2053200 0.72086028 0.067536535
2053400 0.72096495 0.06752832
2053600 0.72105752 0.067521056
2053800 0.72116069 0.067512962
2054000 0.72123197 0.06750737
2054200 0.72130615 0.067501551
2054400 0.72137685 0.067496007
2054600 0.72146468 0.067489119
2054800 0.72154372 0.067482923
2055000 0.72164378 0.067475079
2055200 0.72174349 0.067467264
2055400 0.72182616 0.067460785
2055600 0.7219012 0.067454906
2055800 0.72197061 0.067449468
2056000 0.72204176 0.067443894
2056200 0.7221042 0.067439003
2056400 0.72217995 0.067433071
2056600 0.72223292 0.067428923
2056800 0.72230131 0.067423568
2057000 0.72238528 0.067416994
2057200 0.72245929 0.067411201
2057400 0.72252142 0.067406338
2057600 0.72261242 0.067399217
2057800 0.72269499 0.067392755
2058000 0.72277127 0.067386788
2058200 0.72286208 0.067379684
2058400 0.72295525 0.067372397
2058600 0.7230569 0.067364448
2058800 0.72317192 0.067355456
2059000 0.72327278 0.067347571
2059200 0.7233386 0.067342427
2059400 0.72342438 0.067335724
2059600 0.7235023 0.067329635
2059800 0.7236013 0.067321901
2060000 0.72370318 0.067313943
2060200 0.72378366 0.067307657
2060400 0.72388131 0.067300033
2060600 0.72396261 0.067293685
2060800 0.72406949 0.067285342
2061000 0.72419597 0.06727547
2061200 0.72432892 0.067265097
2061400 0.72445139 0.067255543
2061600 0.72454948 0.067247892
2061800 0.72462715 0.067241836
2062000 0.72474016 0.067233024
2062200 0.72485338 0.067224198
2062400 0.72497366 0.067214823
2062600 0.72507538 0.067206896
2062800 0.72517115 0.067199435
2063000 0.72526289 0.067192289
2063200 0.72535889 0.067184812
2063400 0.72544508 0.0671781
2063600 0.72553219 0.067171317
2063800 0.72562225 0.067164306
2064000 0.72571029 0.067157453
2064200 0.7258027 0.067150261
2064400 0.72590251 0.067142495
2064600 0.72600398 0.067134601
2064800 0.7260931 0.067127669
2065000 0.72619409 0.067119814
2065200 0.72627968 0.067113159
2065400 0.72636283 0.067106694
2065600 0.72645577 0.067099469
2065800 0.72654126 0.067092824
2066000 0.7266263 0.067086215
2066200 0.72672296 0.067078705
2066400 0.72680735 0.067072148
2066600 0.72688471 0.067066139
2066800 0.72696892 0.067059599
2067000 0.72706466 0.067052164
2067200 0.7271481 0.067045686
2067400 0.72721672 0.067040358
2067600 0.72730561 0.067033459
2067800 0.7273916 0.067026785
2068000 0.72747342 0.067020436
2068200 0.72755213 0.067014329
2068400 0.72762259 0.067008862
2068600 0.72769733 0.067003066
2068800 0.72779828 0.066995236
2069000 0.7278966 0.066987612
2069200 0.72798977 0.066980389
2069400 0.72810216 0.066971676
2069600 0.72819145 0.066964756
2069800 0.72827378 0.066958376
2070000 0.72837143 0.06695081
2070200 0.72844164 0.066945371
2070400 0.72851917 0.066939366
2070600 0.72861193 0.066932182
2070800 0.72868753 0.066926328
2071000 0.72877733 0.066919375
2071200 0.72886981 0.066912216
2071400 0.72895091 0.066905939
2071600 0.72900974 0.066901386
2071800 0.72907697 0.066896184
2072000 0.72916709 0.066889211
2072200 0.72925479 0.066882427
2072400 0.72933908 0.066875907
2072600 0.72943994 0.066868107
2072800 0.72953874 0.066860467
2073000 0.72963726 0.066852851
2073200 0.72974029 0.066844887
2073400 0.72983548 0.066837531
2073600 0.72991153 0.066831654
2073800 0.7300062 0.066824339
2074000 0.73008324 0.066818388
2074200 0.7301593 0.066812514
2074400 0.73025734 0.066804942
2074600 0.73035752 0.066797207
2074800 0.73044232 0.066790661
2075000 0.73051437 0.066785099
2075200 0.73060068 0.066778438
2075400 0.73068275 0.066772105
2075600 0.73077226 0.066765198
2075800 0.73089179 0.066755977
2076000 0.73099521 0.066748001
2076200 0.73109147 0.066740578
2076400 0.7311916 0.066732858
2076600 0.73130752 0.066723922
2076800 0.73140527 0.066716388
2077000 0.73151779 0.066707717
2077200 0.73162366 0.066699561
2077400 0.73171778 0.066692311
2077600 0.73183227 0.066683493
2077800 0.73196068 0.066673605
2078000 0.73205969 0.066665983
2078200 0.73215 0.066659031
2078400 0.73224573 0.066651664
2078600 0.73233464 0.066644823
2078800 0.73241689 0.066638494
2079000 0.732505 0.066631717
2079200 0.73259675 0.06662466
2079400 0.73268847 0.066617607
2079600 0.73278985 0.066609812
2079800 0.73285777 0.06660459
2080000 0.73292296 0.066599579
2080200 0.73299777 0.066593829
2080400 0.73310655 0.06658547
2080600 0.73320439 0.066577953
2080800 0.7332945 0.06657103
2081000 0.73338317 0.06656422
2081200 0.73348431 0.066556453
2081400 0.73359338 0.066548078
2081600 0.73369664 0.06654015
2081800 0.73382084 0.066530618
2082000 0.7339241 0.066522694
2082200 0.7340594 0.066512313
2082400 0.73417638 0.066503341
2082600 0.73427824 0.066495529
2082800 0.73436528 0.066488855
2083000 0.73445978 0.06648161
2083200 0.73459555 0.066471203
2083400 0.73471766 0.066461845
2083600 0.73483511 0.066452847
2083800 0.73494824 0.06644418
2084000 0.73504834 0.066436514
2084200 0.73515566 0.066428296
2084400 0.73524279 0.066421626
2084600 0.73534573 0.066413745
2084800 0.73545543 0.066405349
2085000 0.73556276 0.066397137
2085200 0.73565098 0.066390387
2085400 0.73576411 0.066381733
2085600 0.7358765 0.066373137
2085800 0.73597383 0.066365695
2086000 0.73607346 0.066358078
