moleculeID,timeEntered,timeLeft
0,12002000.0,12004000.0
1,12021000.0,12025000.0
2,12034000.0,12060000.0
3,12049000.0,12084000.0
4,12038000.0,12087000.0
5,12029000.0,12087000.0
6,12080000.0,12123000.0
7,12084000.0,12138000.0
8,12120000.0,12139000.0
9,12075000.0,12140000.0
7,12140000.0,12141000.0
10,12066000.0,12164000.0
11,12162000.0,12174000.0
12,12011000.0,12182000.0
13,12023000.0,12199000.0
14,12182000.0,12206000.0
15,12188000.0,12207000.0
16,12198000.0,12207000.0
17,12170000.0,12225000.0
18,12099000.0,12229000.0
19,12171000.0,12232000.0
20,12192000.0,12241000.0
21,12197000.0,12254000.0
22,12199000.0,12261000.0
23,12259000.0,12262000.0
24,12208000.0,12268000.0
25,12196000.0,12269000.0
26,12228000.0,12275000.0
27,12268000.0,12286000.0
28,12233000.0,12291000.0
29,12277000.0,12291000.0
30,12241000.0,12292000.0
31,12206000.0,12292000.0
32,12201000.0,12299000.0
33,12296000.0,12304000.0
34,12058000.0,12308000.0
30,12293000.0,12322000.0
35,12322000.0,12330000.0
36,12239000.0,12332000.0
37,12299000.0,12336000.0
38,12291000.0,12343000.0
39,12175000.0,12345000.0
40,12236000.0,12358000.0
41,12065000.0,12372000.0
42,12291000.0,12373000.0
43,12283000.0,12382000.0
44,12226000.0,12384000.0
45,12384000.0,12385000.0
46,12384000.0,12385000.0
47,12374000.0,12388000.0
48,12173000.0,12399000.0
49,12125000.0,12409000.0
50,12129000.0,12412000.0
51,12356000.0,12423000.0
52,12233000.0,12426000.0
53,12368000.0,12431000.0
54,12264000.0,12440000.0
55,12429000.0,12443000.0
56,12425000.0,12471000.0
57,12457000.0,12473000.0
58,12444000.0,12476000.0
59,12484000.0,12490000.0
60,12376000.0,12492000.0
61,12489000.0,12492000.0
62,12396000.0,12507000.0
63,12408000.0,12512000.0
64,12146000.0,12514000.0
65,12513000.0,12517000.0
66,12420000.0,12518000.0
67,12425000.0,12521000.0
68,12358000.0,12523000.0
69,12487000.0,12532000.0
70,12426000.0,12536000.0
71,12527000.0,12536000.0
72,12475000.0,12546000.0
73,12419000.0,12546000.0
74,12525000.0,12549000.0
75,12548000.0,12549000.0
76,12500000.0,12553000.0
77,12478000.0,12562000.0
78,12481000.0,12565000.0
79,12562000.0,12574000.0
80,12551000.0,12580000.0
81,12567000.0,12582000.0
82,12539000.0,12582000.0
83,12468000.0,12588000.0
84,12552000.0,12593000.0
85,12494000.0,12595000.0
86,12538000.0,12601000.0
87,12598000.0,12608000.0
88,12612000.0,12629000.0
89,12628000.0,12631000.0
90,12637000.0,12638000.0
71,12537000.0,12638000.0
91,12566000.0,12640000.0
92,12290000.0,12657000.0
93,12627000.0,12660000.0
94,12584000.0,12667000.0
95,12639000.0,12681000.0
96,12588000.0,12685000.0
97,12684000.0,12685000.0
98,12662000.0,12686000.0
99,12579000.0,12689000.0
100,12630000.0,12691000.0
101,12617000.0,12691000.0
102,12689000.0,12695000.0
103,12474000.0,12699000.0
99,12690000.0,12704000.0
104,12679000.0,12708000.0
105,12691000.0,12714000.0
106,12705000.0,12719000.0
107,12528000.0,12719000.0
108,12703000.0,12719000.0
109,12587000.0,12721000.0
110,12739000.0,12755000.0
111,12580000.0,12763000.0
112,12759000.0,12767000.0
113,12767000.0,12777000.0
114,12770000.0,12785000.0
115,12563000.0,12787000.0
116,12393000.0,12798000.0
117,12530000.0,12808000.0
118,12744000.0,12812000.0
119,12758000.0,12828000.0
120,12435000.0,12839000.0
121,12703000.0,12847000.0
122,12759000.0,12861000.0
123,12858000.0,12862000.0
124,12484000.0,12866000.0
125,12829000.0,12866000.0
126,12725000.0,12873000.0
127,12788000.0,12885000.0
128,12355000.0,12890000.0
129,12763000.0,12892000.0
130,12755000.0,12895000.0
131,12899000.0,12901000.0
132,12900000.0,12905000.0
133,12544000.0,12908000.0
134,12810000.0,12911000.0
135,12771000.0,12923000.0
136,12586000.0,12925000.0
137,12684000.0,12927000.0
138,12771000.0,12927000.0
139,12926000.0,12937000.0
140,12742000.0,12937000.0
141,12780000.0,12941000.0
135,12924000.0,12941000.0
142,12785000.0,12943000.0
143,12856000.0,12949000.0
144,12769000.0,12950000.0
145,12898000.0,12952000.0
146,12747000.0,12958000.0
147,12957000.0,12960000.0
148,12915000.0,12977000.0
149,12948000.0,12988000.0
150,12796000.0,12990000.0
