time,numberMonsInNetwork
14140000.0,2705.0
14141000.0,2701.0
14142000.0,2705.0
14143000.0,2693.0
14144000.0,2683.0
14145000.0,2687.0
14146000.0,2683.0
14147000.0,2683.0
14148000.0,2688.0
14149000.0,2691.0
14150000.0,2689.0
14151000.0,2684.0
14152000.0,2682.0
14153000.0,2684.0
14154000.0,2679.0
14155000.0,2675.0
14156000.0,2677.0
14157000.0,2677.0
14158000.0,2680.0
14159000.0,2679.0
14160000.0,2681.0
14161000.0,2678.0
14162000.0,2669.0
14163000.0,2672.0
14164000.0,2684.0
14165000.0,2686.0
14166000.0,2684.0
14167000.0,2684.0
14168000.0,2683.0
14169000.0,2669.0
14170000.0,2661.0
14171000.0,2653.0
14172000.0,2663.0
14173000.0,2669.0
14174000.0,2654.0
14175000.0,2648.0
14176000.0,2650.0
14177000.0,2652.0
14178000.0,2645.0
14179000.0,2638.0
14180000.0,2642.0
14181000.0,2656.0
14182000.0,2658.0
14183000.0,2659.0
14184000.0,2657.0
14185000.0,2656.0
14186000.0,2652.0
14187000.0,2638.0
14188000.0,2639.0
14189000.0,2647.0
14190000.0,2645.0
14191000.0,2651.0
14192000.0,2646.0
14193000.0,2647.0
14194000.0,2627.0
14195000.0,2626.0
14196000.0,2618.0
14197000.0,2637.0
14198000.0,2627.0
14199000.0,2636.0
14200000.0,2643.0
14201000.0,2647.0
14202000.0,2645.0
14203000.0,2648.0
14204000.0,2647.0
14205000.0,2643.0
14206000.0,2651.0
14207000.0,2648.0
14208000.0,2643.0
14209000.0,2649.0
14210000.0,2647.0
14211000.0,2649.0
14212000.0,2648.0
14213000.0,2669.0
14214000.0,2660.0
14215000.0,2655.0
14216000.0,2652.0
14217000.0,2650.0
14218000.0,2649.0
14219000.0,2656.0
14220000.0,2654.0
14221000.0,2655.0
14222000.0,2648.0
14223000.0,2660.0
14224000.0,2655.0
14225000.0,2651.0
14226000.0,2662.0
14227000.0,2661.0
14228000.0,2663.0
14229000.0,2650.0
14230000.0,2655.0
14231000.0,2653.0
14232000.0,2645.0
14233000.0,2647.0
14234000.0,2644.0
14235000.0,2646.0
14236000.0,2645.0
14237000.0,2632.0
14238000.0,2637.0
14239000.0,2638.0
14240000.0,2648.0
14241000.0,2639.0
14242000.0,2635.0
14243000.0,2640.0
14244000.0,2628.0
14245000.0,2629.0
14246000.0,2638.0
14247000.0,2653.0
14248000.0,2649.0
14249000.0,2648.0
14250000.0,2649.0
14251000.0,2639.0
14252000.0,2648.0
14253000.0,2650.0
14254000.0,2661.0
14255000.0,2670.0
14256000.0,2677.0
14257000.0,2677.0
14258000.0,2679.0
14259000.0,2673.0
14260000.0,2678.0
14261000.0,2678.0
14262000.0,2675.0
14263000.0,2677.0
14264000.0,2674.0
14265000.0,2674.0
14266000.0,2666.0
14267000.0,2660.0
14268000.0,2659.0
14269000.0,2666.0
14270000.0,2667.0
14271000.0,2676.0
14272000.0,2669.0
14273000.0,2672.0
14274000.0,2680.0
14275000.0,2681.0
14276000.0,2685.0
14277000.0,2681.0
14278000.0,2675.0
14279000.0,2684.0
14280000.0,2679.0
14281000.0,2694.0
14282000.0,2685.0
14283000.0,2680.0
14284000.0,2681.0
14285000.0,2675.0
14286000.0,2678.0
14287000.0,2685.0
14288000.0,2686.0
14289000.0,2684.0
14290000.0,2685.0
14291000.0,2680.0
14292000.0,2685.0
14293000.0,2682.0
14294000.0,2691.0
14295000.0,2696.0
14296000.0,2688.0
14297000.0,2695.0
14298000.0,2712.0
14299000.0,2707.0
14300000.0,2711.0
14301000.0,2709.0
14302000.0,2705.0
14303000.0,2703.0
14304000.0,2704.0
14305000.0,2704.0
14306000.0,2695.0
14307000.0,2702.0
14308000.0,2701.0
14309000.0,2709.0
14310000.0,2706.0
14311000.0,2706.0
14312000.0,2696.0
14313000.0,2694.0
14314000.0,2694.0
14315000.0,2698.0
14316000.0,2697.0
14317000.0,2698.0
14318000.0,2693.0
14319000.0,2703.0
14320000.0,2690.0
14321000.0,2692.0
14322000.0,2692.0
14323000.0,2687.0
14324000.0,2696.0
14325000.0,2700.0
14326000.0,2704.0
14327000.0,2699.0
14328000.0,2704.0
14329000.0,2704.0
14330000.0,2700.0
14331000.0,2693.0
14332000.0,2687.0
14333000.0,2697.0
14334000.0,2713.0
14335000.0,2714.0
14336000.0,2705.0
14337000.0,2700.0
14338000.0,2698.0
14339000.0,2692.0
14340000.0,2699.0
14341000.0,2703.0
14342000.0,2698.0
14343000.0,2692.0
14344000.0,2672.0
14345000.0,2671.0
14346000.0,2678.0
14347000.0,2673.0
14348000.0,2661.0
14349000.0,2670.0
14350000.0,2675.0
14351000.0,2675.0
14352000.0,2665.0
14353000.0,2664.0
14354000.0,2663.0
14355000.0,2655.0
14356000.0,2654.0
14357000.0,2660.0
14358000.0,2671.0
14359000.0,2676.0
14360000.0,2673.0
14361000.0,2668.0
14362000.0,2660.0
14363000.0,2657.0
14364000.0,2644.0
14365000.0,2648.0
14366000.0,2639.0
14367000.0,2635.0
14368000.0,2636.0
14369000.0,2644.0
14370000.0,2643.0
14371000.0,2642.0
14372000.0,2646.0
14373000.0,2648.0
14374000.0,2635.0
14375000.0,2639.0
14376000.0,2621.0
14377000.0,2628.0
14378000.0,2638.0
14379000.0,2647.0
14380000.0,2656.0
14381000.0,2649.0
14382000.0,2643.0
14383000.0,2641.0
14384000.0,2647.0
14385000.0,2659.0
14386000.0,2665.0
14387000.0,2670.0
14388000.0,2674.0
14389000.0,2676.0
14390000.0,2666.0
14391000.0,2658.0
14392000.0,2668.0
14393000.0,2655.0
14394000.0,2654.0
14395000.0,2652.0
14396000.0,2644.0
14397000.0,2650.0
14398000.0,2658.0
14399000.0,2653.0
14400000.0,2656.0
14401000.0,2665.0
14402000.0,2661.0
14403000.0,2649.0
14404000.0,2628.0
14405000.0,2636.0
14406000.0,2642.0
14407000.0,2643.0
14408000.0,2643.0
14409000.0,2647.0
14410000.0,2661.0
14411000.0,2661.0
14412000.0,2657.0
14413000.0,2651.0
14414000.0,2654.0
14415000.0,2648.0
14416000.0,2633.0
14417000.0,2636.0
14418000.0,2636.0
14419000.0,2646.0
14420000.0,2648.0
14421000.0,2647.0
14422000.0,2649.0
14423000.0,2654.0
14424000.0,2643.0
14425000.0,2647.0
14426000.0,2657.0
14427000.0,2644.0
14428000.0,2644.0
14429000.0,2656.0
14430000.0,2657.0
14431000.0,2667.0
14432000.0,2674.0
14433000.0,2669.0
14434000.0,2664.0
14435000.0,2669.0
14436000.0,2659.0
14437000.0,2661.0
14438000.0,2668.0
14439000.0,2673.0
14440000.0,2662.0
14441000.0,2661.0
14442000.0,2654.0
14443000.0,2658.0
14444000.0,2664.0
14445000.0,2658.0
14446000.0,2671.0
14447000.0,2678.0
14448000.0,2690.0
14449000.0,2693.0
14450000.0,2687.0
14451000.0,2695.0
14452000.0,2687.0
14453000.0,2689.0
14454000.0,2687.0
14455000.0,2683.0
14456000.0,2683.0
14457000.0,2679.0
14458000.0,2692.0
14459000.0,2693.0
14460000.0,2688.0
14461000.0,2694.0
14462000.0,2686.0
14463000.0,2680.0
14464000.0,2675.0
14465000.0,2668.0
14466000.0,2666.0
14467000.0,2674.0
14468000.0,2661.0
14469000.0,2658.0
14470000.0,2666.0
14471000.0,2669.0
14472000.0,2667.0
14473000.0,2657.0
14474000.0,2656.0
14475000.0,2654.0
14476000.0,2653.0
14477000.0,2649.0
14478000.0,2647.0
14479000.0,2644.0
14480000.0,2649.0
14481000.0,2665.0
14482000.0,2673.0
14483000.0,2664.0
14484000.0,2657.0
14485000.0,2653.0
14486000.0,2668.0
14487000.0,2675.0
14488000.0,2679.0
14489000.0,2682.0
14490000.0,2684.0
14491000.0,2689.0
14492000.0,2677.0
14493000.0,2659.0
14494000.0,2671.0
14495000.0,2669.0
14496000.0,2660.0
14497000.0,2664.0
14498000.0,2671.0
14499000.0,2671.0
14500000.0,2677.0
14501000.0,2668.0
14502000.0,2676.0
14503000.0,2674.0
14504000.0,2666.0
14505000.0,2667.0
14506000.0,2673.0
14507000.0,2672.0
14508000.0,2681.0
14509000.0,2678.0
14510000.0,2678.0
14511000.0,2687.0
14512000.0,2696.0
14513000.0,2690.0
14514000.0,2686.0
14515000.0,2698.0
14516000.0,2690.0
14517000.0,2687.0
14518000.0,2690.0
14519000.0,2689.0
14520000.0,2692.0
14521000.0,2699.0
14522000.0,2701.0
14523000.0,2702.0
14524000.0,2703.0
14525000.0,2701.0
14526000.0,2699.0
14527000.0,2703.0
14528000.0,2708.0
14529000.0,2704.0
14530000.0,2697.0
14531000.0,2701.0
14532000.0,2681.0
14533000.0,2678.0
14534000.0,2673.0
14535000.0,2681.0
14536000.0,2676.0
14537000.0,2680.0
14538000.0,2677.0
14539000.0,2677.0
14540000.0,2680.0
14541000.0,2676.0
14542000.0,2684.0
14543000.0,2693.0
14544000.0,2705.0
14545000.0,2700.0
14546000.0,2694.0
14547000.0,2698.0
14548000.0,2695.0
14549000.0,2708.0
14550000.0,2701.0
14551000.0,2711.0
14552000.0,2716.0
14553000.0,2714.0
14554000.0,2707.0
14555000.0,2718.0
14556000.0,2719.0
14557000.0,2716.0
14558000.0,2710.0
14559000.0,2712.0
14560000.0,2709.0
14561000.0,2707.0
14562000.0,2700.0
14563000.0,2699.0
14564000.0,2703.0
14565000.0,2705.0
14566000.0,2709.0
14567000.0,2700.0
14568000.0,2699.0
14569000.0,2698.0
14570000.0,2694.0
14571000.0,2693.0
14572000.0,2694.0
14573000.0,2691.0
14574000.0,2696.0
14575000.0,2710.0
14576000.0,2707.0
14577000.0,2703.0
14578000.0,2698.0
14579000.0,2702.0
14580000.0,2699.0
14581000.0,2700.0
14582000.0,2697.0
14583000.0,2694.0
14584000.0,2696.0
14585000.0,2689.0
14586000.0,2685.0
14587000.0,2690.0
14588000.0,2695.0
14589000.0,2688.0
14590000.0,2680.0
14591000.0,2675.0
14592000.0,2686.0
14593000.0,2697.0
14594000.0,2688.0
14595000.0,2678.0
14596000.0,2682.0
14597000.0,2687.0
14598000.0,2690.0
14599000.0,2688.0
14600000.0,2693.0
14601000.0,2689.0
14602000.0,2704.0
14603000.0,2708.0
14604000.0,2711.0
14605000.0,2711.0
14606000.0,2702.0
14607000.0,2696.0
14608000.0,2692.0
14609000.0,2692.0
14610000.0,2678.0
14611000.0,2684.0
14612000.0,2683.0
14613000.0,2680.0
14614000.0,2690.0
14615000.0,2688.0
14616000.0,2686.0
14617000.0,2678.0
14618000.0,2675.0
14619000.0,2685.0
14620000.0,2670.0
14621000.0,2677.0
14622000.0,2684.0
14623000.0,2681.0
14624000.0,2681.0
14625000.0,2668.0
14626000.0,2662.0
14627000.0,2660.0
14628000.0,2664.0
14629000.0,2656.0
14630000.0,2669.0
14631000.0,2658.0
14632000.0,2658.0
14633000.0,2652.0
14634000.0,2650.0
14635000.0,2653.0
14636000.0,2652.0
14637000.0,2654.0
14638000.0,2652.0
14639000.0,2655.0
14640000.0,2660.0
14641000.0,2657.0
14642000.0,2666.0
14643000.0,2674.0
14644000.0,2667.0
14645000.0,2665.0
14646000.0,2676.0
14647000.0,2680.0
14648000.0,2688.0
14649000.0,2688.0
14650000.0,2678.0
14651000.0,2680.0
14652000.0,2687.0
14653000.0,2694.0
14654000.0,2689.0
14655000.0,2691.0
14656000.0,2684.0
14657000.0,2682.0
14658000.0,2681.0
14659000.0,2688.0
14660000.0,2691.0
14661000.0,2697.0
14662000.0,2703.0
14663000.0,2702.0
14664000.0,2694.0
14665000.0,2704.0
14666000.0,2697.0
14667000.0,2697.0
14668000.0,2699.0
14669000.0,2701.0
14670000.0,2686.0
14671000.0,2682.0
14672000.0,2691.0
14673000.0,2683.0
14674000.0,2681.0
14675000.0,2686.0
14676000.0,2684.0
14677000.0,2682.0
14678000.0,2683.0
14679000.0,2681.0
14680000.0,2677.0
14681000.0,2691.0
14682000.0,2681.0
14683000.0,2680.0
14684000.0,2679.0
14685000.0,2688.0
14686000.0,2697.0
14687000.0,2698.0
14688000.0,2692.0
14689000.0,2691.0
14690000.0,2679.0
14691000.0,2685.0
14692000.0,2682.0
14693000.0,2681.0
14694000.0,2674.0
14695000.0,2689.0
14696000.0,2685.0
14697000.0,2685.0
14698000.0,2681.0
14699000.0,2694.0
14700000.0,2696.0
14701000.0,2708.0
14702000.0,2713.0
14703000.0,2706.0
14704000.0,2712.0
14705000.0,2709.0
14706000.0,2700.0
14707000.0,2704.0
14708000.0,2692.0
14709000.0,2695.0
14710000.0,2689.0
14711000.0,2686.0
14712000.0,2680.0
14713000.0,2672.0
14714000.0,2666.0
14715000.0,2677.0
14716000.0,2681.0
14717000.0,2680.0
14718000.0,2684.0
14719000.0,2687.0
14720000.0,2693.0
14721000.0,2689.0
14722000.0,2693.0
14723000.0,2700.0
14724000.0,2700.0
14725000.0,2705.0
14726000.0,2709.0
14727000.0,2708.0
14728000.0,2701.0
14729000.0,2705.0
14730000.0,2705.0
14731000.0,2712.0
14732000.0,2706.0
14733000.0,2699.0
14734000.0,2704.0
14735000.0,2712.0
14736000.0,2714.0
14737000.0,2717.0
14738000.0,2725.0
14739000.0,2721.0
14740000.0,2705.0
14741000.0,2703.0
14742000.0,2693.0
14743000.0,2698.0
14744000.0,2694.0
14745000.0,2677.0
14746000.0,2670.0
14747000.0,2666.0
14748000.0,2660.0
14749000.0,2665.0
14750000.0,2674.0
14751000.0,2679.0
14752000.0,2673.0
14753000.0,2670.0
14754000.0,2673.0
14755000.0,2671.0
14756000.0,2663.0
14757000.0,2663.0
14758000.0,2664.0
14759000.0,2666.0
14760000.0,2668.0
14761000.0,2672.0
14762000.0,2681.0
14763000.0,2681.0
14764000.0,2685.0
14765000.0,2696.0
14766000.0,2686.0
14767000.0,2698.0
14768000.0,2721.0
14769000.0,2709.0
14770000.0,2707.0
14771000.0,2699.0
14772000.0,2703.0
14773000.0,2705.0
14774000.0,2705.0
14775000.0,2705.0
14776000.0,2706.0
14777000.0,2702.0
14778000.0,2688.0
14779000.0,2693.0
14780000.0,2691.0
14781000.0,2701.0
14782000.0,2699.0
14783000.0,2702.0
14784000.0,2705.0
14785000.0,2698.0
14786000.0,2696.0
14787000.0,2688.0
14788000.0,2681.0
14789000.0,2684.0
14790000.0,2691.0
14791000.0,2692.0
14792000.0,2690.0
14793000.0,2693.0
14794000.0,2694.0
14795000.0,2693.0
14796000.0,2704.0
14797000.0,2709.0
14798000.0,2702.0
14799000.0,2703.0
14800000.0,2707.0
14801000.0,2719.0
14802000.0,2715.0
14803000.0,2723.0
14804000.0,2719.0
14805000.0,2726.0
14806000.0,2715.0
14807000.0,2713.0
14808000.0,2717.0
14809000.0,2704.0
14810000.0,2700.0
14811000.0,2699.0
14812000.0,2699.0
14813000.0,2689.0
14814000.0,2685.0
14815000.0,2690.0
14816000.0,2688.0
14817000.0,2683.0
14818000.0,2685.0
14819000.0,2694.0
14820000.0,2689.0
14821000.0,2687.0
14822000.0,2683.0
14823000.0,2672.0
14824000.0,2669.0
14825000.0,2673.0
14826000.0,2670.0
14827000.0,2669.0
14828000.0,2670.0
14829000.0,2674.0
14830000.0,2674.0
14831000.0,2676.0
14832000.0,2668.0
14833000.0,2678.0
14834000.0,2682.0
14835000.0,2680.0
14836000.0,2682.0
14837000.0,2673.0
14838000.0,2676.0
14839000.0,2676.0
14840000.0,2689.0
14841000.0,2690.0
14842000.0,2684.0
14843000.0,2686.0
14844000.0,2674.0
14845000.0,2667.0
14846000.0,2672.0
14847000.0,2683.0
14848000.0,2680.0
14849000.0,2681.0
14850000.0,2677.0
14851000.0,2669.0
14852000.0,2679.0
14853000.0,2665.0
14854000.0,2670.0
14855000.0,2673.0
14856000.0,2680.0
14857000.0,2681.0
14858000.0,2678.0
14859000.0,2678.0
14860000.0,2675.0
14861000.0,2678.0
14862000.0,2681.0
14863000.0,2674.0
14864000.0,2680.0
14865000.0,2678.0
14866000.0,2678.0
14867000.0,2680.0
14868000.0,2680.0
14869000.0,2680.0
14870000.0,2684.0
14871000.0,2693.0
14872000.0,2691.0
14873000.0,2696.0
14874000.0,2693.0
14875000.0,2701.0
14876000.0,2704.0
14877000.0,2692.0
14878000.0,2693.0
14879000.0,2703.0
14880000.0,2695.0
14881000.0,2700.0
14882000.0,2701.0
14883000.0,2709.0
14884000.0,2701.0
14885000.0,2705.0
14886000.0,2700.0
14887000.0,2706.0
14888000.0,2700.0
14889000.0,2700.0
14890000.0,2704.0
14891000.0,2698.0
14892000.0,2707.0
14893000.0,2708.0
14894000.0,2707.0
14895000.0,2704.0
14896000.0,2706.0
14897000.0,2712.0
14898000.0,2697.0
14899000.0,2693.0
14900000.0,2689.0
14901000.0,2681.0
14902000.0,2677.0
14903000.0,2666.0
14904000.0,2679.0
14905000.0,2684.0
14906000.0,2692.0
14907000.0,2681.0
14908000.0,2683.0
14909000.0,2682.0
14910000.0,2675.0
14911000.0,2683.0
14912000.0,2672.0
14913000.0,2681.0
14914000.0,2686.0
14915000.0,2681.0
14916000.0,2695.0
14917000.0,2678.0
14918000.0,2670.0
14919000.0,2676.0
14920000.0,2676.0
14921000.0,2677.0
14922000.0,2669.0
14923000.0,2668.0
14924000.0,2679.0
14925000.0,2687.0
14926000.0,2682.0
14927000.0,2689.0
14928000.0,2692.0
14929000.0,2695.0
14930000.0,2692.0
14931000.0,2689.0
14932000.0,2682.0
14933000.0,2678.0
14934000.0,2680.0
14935000.0,2683.0
14936000.0,2684.0
14937000.0,2685.0
14938000.0,2693.0
14939000.0,2695.0
14940000.0,2691.0
14941000.0,2686.0
14942000.0,2674.0
14943000.0,2683.0
14944000.0,2689.0
14945000.0,2690.0
14946000.0,2688.0
14947000.0,2704.0
14948000.0,2702.0
14949000.0,2707.0
14950000.0,2694.0
