time,numberMonsInNetwork
12125000.0,2626.0
12126000.0,2627.0
12127000.0,2636.0
12128000.0,2628.0
12129000.0,2627.0
12130000.0,2632.0
12131000.0,2627.0
12132000.0,2637.0
12133000.0,2649.0
12134000.0,2656.0
12135000.0,2652.0
12136000.0,2646.0
12137000.0,2660.0
12138000.0,2652.0
12139000.0,2651.0
12140000.0,2644.0
12141000.0,2645.0
12142000.0,2642.0
12143000.0,2657.0
12144000.0,2656.0
12145000.0,2655.0
12146000.0,2657.0
12147000.0,2651.0
12148000.0,2665.0
12149000.0,2650.0
12150000.0,2660.0
12151000.0,2665.0
12152000.0,2659.0
12153000.0,2655.0
12154000.0,2655.0
12155000.0,2650.0
12156000.0,2653.0
12157000.0,2645.0
12158000.0,2632.0
12159000.0,2638.0
12160000.0,2640.0
12161000.0,2633.0
12162000.0,2623.0
12163000.0,2618.0
12164000.0,2637.0
12165000.0,2637.0
12166000.0,2629.0
12167000.0,2647.0
12168000.0,2639.0
12169000.0,2644.0
12170000.0,2631.0
12171000.0,2629.0
12172000.0,2629.0
12173000.0,2634.0
12174000.0,2617.0
12175000.0,2612.0
12176000.0,2627.0
12177000.0,2621.0
12178000.0,2638.0
12179000.0,2628.0
12180000.0,2621.0
12181000.0,2615.0
12182000.0,2615.0
12183000.0,2610.0
12184000.0,2630.0
12185000.0,2627.0
12186000.0,2628.0
12187000.0,2609.0
12188000.0,2626.0
12189000.0,2621.0
12190000.0,2628.0
12191000.0,2623.0
12192000.0,2609.0
12193000.0,2591.0
12194000.0,2605.0
12195000.0,2608.0
12196000.0,2613.0
12197000.0,2615.0
12198000.0,2613.0
12199000.0,2624.0
12200000.0,2631.0
12201000.0,2618.0
12202000.0,2637.0
12203000.0,2631.0
12204000.0,2656.0
12205000.0,2652.0
12206000.0,2646.0
12207000.0,2645.0
12208000.0,2644.0
12209000.0,2639.0
12210000.0,2647.0
12211000.0,2635.0
12212000.0,2638.0
12213000.0,2642.0
12214000.0,2642.0
12215000.0,2622.0
12216000.0,2632.0
12217000.0,2636.0
12218000.0,2647.0
12219000.0,2648.0
12220000.0,2642.0
12221000.0,2632.0
12222000.0,2635.0
12223000.0,2635.0
12224000.0,2627.0
12225000.0,2608.0
12226000.0,2617.0
12227000.0,2617.0
12228000.0,2615.0
12229000.0,2600.0
12230000.0,2611.0
12231000.0,2617.0
12232000.0,2609.0
12233000.0,2627.0
12234000.0,2620.0
12235000.0,2621.0
12236000.0,2620.0
12237000.0,2609.0
12238000.0,2617.0
12239000.0,2616.0
12240000.0,2621.0
12241000.0,2624.0
12242000.0,2626.0
12243000.0,2640.0
12244000.0,2632.0
12245000.0,2613.0
12246000.0,2619.0
12247000.0,2599.0
12248000.0,2594.0
12249000.0,2594.0
12250000.0,2588.0
12251000.0,2602.0
12252000.0,2607.0
12253000.0,2616.0
12254000.0,2626.0
12255000.0,2641.0
12256000.0,2631.0
12257000.0,2644.0
12258000.0,2649.0
12259000.0,2630.0
12260000.0,2636.0
12261000.0,2629.0
12262000.0,2598.0
12263000.0,2604.0
12264000.0,2600.0
12265000.0,2585.0
12266000.0,2581.0
12267000.0,2589.0
12268000.0,2612.0
12269000.0,2614.0
12270000.0,2620.0
12271000.0,2615.0
12272000.0,2618.0
12273000.0,2622.0
12274000.0,2635.0
12275000.0,2640.0
12276000.0,2644.0
12277000.0,2634.0
12278000.0,2636.0
12279000.0,2642.0
12280000.0,2641.0
12281000.0,2631.0
12282000.0,2612.0
12283000.0,2610.0
12284000.0,2633.0
12285000.0,2632.0
12286000.0,2639.0
12287000.0,2652.0
12288000.0,2643.0
12289000.0,2635.0
12290000.0,2623.0
12291000.0,2631.0
12292000.0,2621.0
12293000.0,2623.0
12294000.0,2624.0
12295000.0,2619.0
12296000.0,2625.0
12297000.0,2635.0
12298000.0,2645.0
12299000.0,2655.0
12300000.0,2662.0
12301000.0,2656.0
12302000.0,2660.0
12303000.0,2658.0
12304000.0,2667.0
12305000.0,2658.0
12306000.0,2638.0
12307000.0,2633.0
12308000.0,2629.0
12309000.0,2647.0
12310000.0,2631.0
12311000.0,2634.0
12312000.0,2641.0
12313000.0,2639.0
12314000.0,2638.0
12315000.0,2653.0
12316000.0,2648.0
12317000.0,2639.0
12318000.0,2619.0
12319000.0,2628.0
12320000.0,2650.0
12321000.0,2645.0
12322000.0,2630.0
12323000.0,2634.0
12324000.0,2638.0
12325000.0,2642.0
12326000.0,2628.0
12327000.0,2634.0
12328000.0,2616.0
12329000.0,2620.0
12330000.0,2608.0
12331000.0,2613.0
12332000.0,2616.0
12333000.0,2622.0
12334000.0,2621.0
12335000.0,2616.0
12336000.0,2605.0
12337000.0,2619.0
12338000.0,2609.0
12339000.0,2607.0
12340000.0,2614.0
12341000.0,2624.0
12342000.0,2623.0
12343000.0,2623.0
12344000.0,2609.0
12345000.0,2612.0
12346000.0,2604.0
12347000.0,2608.0
12348000.0,2614.0
12349000.0,2609.0
12350000.0,2617.0
12351000.0,2610.0
12352000.0,2624.0
12353000.0,2637.0
12354000.0,2636.0
12355000.0,2644.0
12356000.0,2618.0
12357000.0,2644.0
12358000.0,2644.0
12359000.0,2647.0
12360000.0,2656.0
12361000.0,2657.0
12362000.0,2645.0
12363000.0,2639.0
12364000.0,2643.0
12365000.0,2615.0
12366000.0,2609.0
12367000.0,2617.0
12368000.0,2631.0
12369000.0,2625.0
12370000.0,2614.0
12371000.0,2604.0
12372000.0,2596.0
12373000.0,2615.0
12374000.0,2612.0
12375000.0,2618.0
12376000.0,2626.0
12377000.0,2635.0
12378000.0,2633.0
12379000.0,2636.0
12380000.0,2627.0
12381000.0,2605.0
12382000.0,2603.0
12383000.0,2605.0
12384000.0,2618.0
12385000.0,2600.0
12386000.0,2610.0
12387000.0,2609.0
12388000.0,2634.0
12389000.0,2628.0
12390000.0,2626.0
12391000.0,2632.0
12392000.0,2622.0
12393000.0,2625.0
12394000.0,2635.0
12395000.0,2646.0
12396000.0,2657.0
12397000.0,2654.0
12398000.0,2651.0
12399000.0,2633.0
12400000.0,2621.0
12401000.0,2625.0
12402000.0,2622.0
12403000.0,2606.0
12404000.0,2602.0
12405000.0,2598.0
12406000.0,2587.0
12407000.0,2596.0
12408000.0,2597.0
12409000.0,2600.0
12410000.0,2610.0
12411000.0,2611.0
12412000.0,2626.0
12413000.0,2631.0
12414000.0,2638.0
12415000.0,2628.0
12416000.0,2609.0
12417000.0,2610.0
12418000.0,2619.0
12419000.0,2624.0
12420000.0,2614.0
12421000.0,2620.0
12422000.0,2626.0
12423000.0,2633.0
12424000.0,2638.0
12425000.0,2641.0
12426000.0,2615.0
12427000.0,2610.0
12428000.0,2607.0
12429000.0,2624.0
12430000.0,2610.0
12431000.0,2624.0
12432000.0,2631.0
12433000.0,2624.0
12434000.0,2624.0
12435000.0,2638.0
12436000.0,2639.0
12437000.0,2637.0
12438000.0,2640.0
12439000.0,2657.0
12440000.0,2647.0
12441000.0,2631.0
12442000.0,2611.0
12443000.0,2612.0
12444000.0,2617.0
12445000.0,2593.0
12446000.0,2591.0
12447000.0,2594.0
12448000.0,2617.0
12449000.0,2601.0
12450000.0,2604.0
12451000.0,2604.0
12452000.0,2602.0
12453000.0,2601.0
12454000.0,2602.0
12455000.0,2587.0
12456000.0,2592.0
12457000.0,2611.0
12458000.0,2614.0
12459000.0,2607.0
12460000.0,2599.0
12461000.0,2604.0
12462000.0,2614.0
12463000.0,2595.0
12464000.0,2607.0
12465000.0,2605.0
12466000.0,2600.0
12467000.0,2605.0
12468000.0,2604.0
12469000.0,2609.0
12470000.0,2605.0
12471000.0,2593.0
12472000.0,2604.0
12473000.0,2591.0
12474000.0,2595.0
12475000.0,2619.0
12476000.0,2609.0
12477000.0,2625.0
12478000.0,2611.0
12479000.0,2603.0
12480000.0,2614.0
12481000.0,2631.0
12482000.0,2636.0
12483000.0,2629.0
12484000.0,2630.0
12485000.0,2645.0
12486000.0,2635.0
12487000.0,2644.0
12488000.0,2633.0
12489000.0,2644.0
12490000.0,2642.0
12491000.0,2635.0
12492000.0,2625.0
12493000.0,2616.0
12494000.0,2613.0
12495000.0,2619.0
12496000.0,2609.0
12497000.0,2604.0
12498000.0,2617.0
12499000.0,2613.0
12500000.0,2603.0
12501000.0,2617.0
12502000.0,2604.0
12503000.0,2604.0
12504000.0,2612.0
12505000.0,2617.0
12506000.0,2615.0
12507000.0,2590.0
12508000.0,2596.0
12509000.0,2623.0
12510000.0,2618.0
12511000.0,2611.0
12512000.0,2605.0
12513000.0,2611.0
12514000.0,2618.0
12515000.0,2631.0
12516000.0,2611.0
12517000.0,2581.0
12518000.0,2584.0
12519000.0,2563.0
12520000.0,2563.0
12521000.0,2562.0
12522000.0,2570.0
12523000.0,2576.0
12524000.0,2567.0
12525000.0,2573.0
12526000.0,2571.0
12527000.0,2576.0
12528000.0,2572.0
12529000.0,2588.0
12530000.0,2608.0
12531000.0,2600.0
12532000.0,2610.0
12533000.0,2599.0
12534000.0,2602.0
12535000.0,2591.0
12536000.0,2583.0
12537000.0,2582.0
12538000.0,2577.0
12539000.0,2581.0
12540000.0,2589.0
12541000.0,2588.0
12542000.0,2603.0
12543000.0,2597.0
12544000.0,2599.0
12545000.0,2589.0
12546000.0,2596.0
12547000.0,2591.0
12548000.0,2609.0
12549000.0,2603.0
12550000.0,2597.0
12551000.0,2588.0
12552000.0,2582.0
12553000.0,2564.0
12554000.0,2569.0
12555000.0,2601.0
12556000.0,2598.0
12557000.0,2610.0
12558000.0,2616.0
12559000.0,2615.0
12560000.0,2610.0
12561000.0,2635.0
12562000.0,2634.0
12563000.0,2637.0
12564000.0,2637.0
12565000.0,2642.0
12566000.0,2628.0
12567000.0,2623.0
12568000.0,2622.0
12569000.0,2627.0
12570000.0,2621.0
12571000.0,2642.0
12572000.0,2635.0
12573000.0,2642.0
12574000.0,2632.0
12575000.0,2622.0
12576000.0,2621.0
12577000.0,2622.0
12578000.0,2614.0
12579000.0,2602.0
12580000.0,2610.0
12581000.0,2626.0
12582000.0,2625.0
12583000.0,2621.0
12584000.0,2617.0
12585000.0,2607.0
12586000.0,2608.0
12587000.0,2614.0
12588000.0,2610.0
12589000.0,2609.0
12590000.0,2625.0
12591000.0,2632.0
12592000.0,2658.0
12593000.0,2627.0
12594000.0,2647.0
12595000.0,2646.0
12596000.0,2641.0
12597000.0,2631.0
12598000.0,2626.0
12599000.0,2647.0
12600000.0,2664.0
12601000.0,2643.0
12602000.0,2651.0
12603000.0,2643.0
12604000.0,2632.0
12605000.0,2639.0
12606000.0,2638.0
12607000.0,2636.0
12608000.0,2627.0
12609000.0,2647.0
12610000.0,2646.0
12611000.0,2627.0
12612000.0,2639.0
12613000.0,2634.0
12614000.0,2618.0
12615000.0,2629.0
12616000.0,2632.0
12617000.0,2620.0
12618000.0,2628.0
12619000.0,2620.0
12620000.0,2621.0
12621000.0,2620.0
12622000.0,2627.0
12623000.0,2625.0
12624000.0,2630.0
12625000.0,2620.0
12626000.0,2617.0
12627000.0,2625.0
12628000.0,2629.0
12629000.0,2636.0
12630000.0,2633.0
12631000.0,2620.0
12632000.0,2626.0
12633000.0,2620.0
12634000.0,2630.0
12635000.0,2628.0
12636000.0,2626.0
12637000.0,2620.0
12638000.0,2627.0
12639000.0,2636.0
12640000.0,2639.0
12641000.0,2636.0
12642000.0,2635.0
12643000.0,2630.0
12644000.0,2644.0
12645000.0,2645.0
12646000.0,2634.0
12647000.0,2617.0
12648000.0,2631.0
12649000.0,2622.0
12650000.0,2612.0
12651000.0,2621.0
12652000.0,2621.0
12653000.0,2633.0
12654000.0,2638.0
12655000.0,2631.0
12656000.0,2624.0
12657000.0,2620.0
12658000.0,2623.0
12659000.0,2623.0
12660000.0,2614.0
12661000.0,2615.0
12662000.0,2628.0
12663000.0,2634.0
12664000.0,2626.0
12665000.0,2640.0
12666000.0,2635.0
12667000.0,2638.0
12668000.0,2616.0
12669000.0,2620.0
12670000.0,2628.0
12671000.0,2622.0
12672000.0,2625.0
12673000.0,2615.0
12674000.0,2630.0
12675000.0,2638.0
12676000.0,2646.0
12677000.0,2644.0
12678000.0,2647.0
12679000.0,2645.0
12680000.0,2654.0
12681000.0,2660.0
12682000.0,2660.0
12683000.0,2667.0
12684000.0,2664.0
12685000.0,2641.0
12686000.0,2610.0
12687000.0,2609.0
12688000.0,2605.0
12689000.0,2626.0
12690000.0,2633.0
12691000.0,2636.0
12692000.0,2648.0
12693000.0,2629.0
12694000.0,2628.0
12695000.0,2633.0
12696000.0,2627.0
12697000.0,2626.0
12698000.0,2624.0
12699000.0,2623.0
12700000.0,2644.0
12701000.0,2641.0
12702000.0,2633.0
12703000.0,2637.0
12704000.0,2625.0
12705000.0,2625.0
12706000.0,2630.0
12707000.0,2625.0
12708000.0,2624.0
12709000.0,2638.0
12710000.0,2642.0
12711000.0,2645.0
12712000.0,2635.0
12713000.0,2646.0
12714000.0,2646.0
12715000.0,2640.0
12716000.0,2624.0
12717000.0,2626.0
12718000.0,2640.0
12719000.0,2640.0
12720000.0,2644.0
12721000.0,2651.0
12722000.0,2644.0
12723000.0,2629.0
12724000.0,2628.0
12725000.0,2640.0
12726000.0,2633.0
12727000.0,2632.0
12728000.0,2635.0
12729000.0,2639.0
12730000.0,2638.0
12731000.0,2653.0
12732000.0,2635.0
12733000.0,2635.0
12734000.0,2631.0
12735000.0,2627.0
12736000.0,2628.0
12737000.0,2616.0
12738000.0,2613.0
12739000.0,2615.0
12740000.0,2629.0
12741000.0,2633.0
12742000.0,2621.0
12743000.0,2629.0
12744000.0,2645.0
12745000.0,2660.0
12746000.0,2670.0
12747000.0,2667.0
12748000.0,2668.0
12749000.0,2679.0
12750000.0,2672.0
12751000.0,2654.0
12752000.0,2655.0
12753000.0,2655.0
12754000.0,2631.0
12755000.0,2640.0
12756000.0,2660.0
12757000.0,2653.0
12758000.0,2665.0
12759000.0,2651.0
12760000.0,2650.0
12761000.0,2652.0
12762000.0,2649.0
12763000.0,2646.0
12764000.0,2638.0
12765000.0,2642.0
12766000.0,2641.0
12767000.0,2644.0
12768000.0,2615.0
12769000.0,2628.0
12770000.0,2632.0
12771000.0,2633.0
12772000.0,2631.0
12773000.0,2617.0
12774000.0,2626.0
12775000.0,2638.0
12776000.0,2651.0
12777000.0,2639.0
12778000.0,2626.0
12779000.0,2624.0
12780000.0,2630.0
12781000.0,2637.0
12782000.0,2629.0
12783000.0,2629.0
12784000.0,2639.0
12785000.0,2642.0
12786000.0,2641.0
12787000.0,2650.0
12788000.0,2647.0
12789000.0,2639.0
12790000.0,2649.0
12791000.0,2661.0
12792000.0,2658.0
12793000.0,2658.0
12794000.0,2653.0
12795000.0,2645.0
12796000.0,2645.0
12797000.0,2641.0
12798000.0,2642.0
12799000.0,2641.0
12800000.0,2642.0
12801000.0,2654.0
12802000.0,2663.0
12803000.0,2662.0
12804000.0,2639.0
12805000.0,2633.0
12806000.0,2638.0
12807000.0,2638.0
12808000.0,2639.0
12809000.0,2631.0
12810000.0,2632.0
12811000.0,2622.0
12812000.0,2629.0
12813000.0,2619.0
12814000.0,2632.0
12815000.0,2643.0
12816000.0,2643.0
12817000.0,2648.0
12818000.0,2641.0
12819000.0,2647.0
12820000.0,2637.0
12821000.0,2634.0
12822000.0,2613.0
12823000.0,2603.0
12824000.0,2615.0
12825000.0,2616.0
12826000.0,2612.0
12827000.0,2620.0
12828000.0,2609.0
12829000.0,2608.0
12830000.0,2630.0
12831000.0,2611.0
12832000.0,2616.0
12833000.0,2628.0
12834000.0,2648.0
12835000.0,2641.0
12836000.0,2657.0
12837000.0,2649.0
12838000.0,2671.0
12839000.0,2672.0
12840000.0,2659.0
12841000.0,2661.0
12842000.0,2667.0
12843000.0,2658.0
12844000.0,2676.0
12845000.0,2687.0
12846000.0,2672.0
12847000.0,2645.0
12848000.0,2636.0
12849000.0,2652.0
12850000.0,2637.0
12851000.0,2654.0
12852000.0,2662.0
12853000.0,2633.0
12854000.0,2642.0
12855000.0,2644.0
12856000.0,2642.0
12857000.0,2627.0
12858000.0,2615.0
12859000.0,2609.0
12860000.0,2604.0
12861000.0,2628.0
12862000.0,2628.0
12863000.0,2640.0
12864000.0,2656.0
12865000.0,2660.0
12866000.0,2674.0
12867000.0,2674.0
12868000.0,2688.0
12869000.0,2677.0
12870000.0,2679.0
12871000.0,2649.0
12872000.0,2647.0
12873000.0,2651.0
12874000.0,2653.0
12875000.0,2637.0
12876000.0,2632.0
12877000.0,2630.0
12878000.0,2629.0
12879000.0,2618.0
12880000.0,2636.0
12881000.0,2634.0
12882000.0,2639.0
12883000.0,2648.0
12884000.0,2663.0
12885000.0,2651.0
12886000.0,2647.0
12887000.0,2632.0
12888000.0,2629.0
12889000.0,2625.0
12890000.0,2628.0
12891000.0,2604.0
12892000.0,2616.0
12893000.0,2625.0
12894000.0,2624.0
12895000.0,2614.0
12896000.0,2605.0
12897000.0,2614.0
12898000.0,2619.0
12899000.0,2636.0
12900000.0,2634.0
12901000.0,2641.0
12902000.0,2655.0
12903000.0,2655.0
12904000.0,2652.0
12905000.0,2658.0
12906000.0,2644.0
12907000.0,2648.0
12908000.0,2646.0
12909000.0,2632.0
12910000.0,2628.0
12911000.0,2621.0
12912000.0,2615.0
12913000.0,2612.0
12914000.0,2630.0
12915000.0,2634.0
12916000.0,2635.0
12917000.0,2629.0
12918000.0,2643.0
12919000.0,2643.0
12920000.0,2642.0
12921000.0,2654.0
12922000.0,2650.0
12923000.0,2652.0
12924000.0,2650.0
12925000.0,2641.0
12926000.0,2639.0
12927000.0,2636.0
12928000.0,2650.0
12929000.0,2664.0
12930000.0,2658.0
12931000.0,2666.0
12932000.0,2666.0
12933000.0,2669.0
12934000.0,2665.0
12935000.0,2653.0
12936000.0,2652.0
12937000.0,2651.0
12938000.0,2637.0
12939000.0,2626.0
12940000.0,2625.0
12941000.0,2630.0
12942000.0,2628.0
12943000.0,2610.0
12944000.0,2605.0
12945000.0,2607.0
12946000.0,2618.0
12947000.0,2618.0
12948000.0,2626.0
12949000.0,2629.0
12950000.0,2623.0
12951000.0,2626.0
12952000.0,2626.0
12953000.0,2617.0
12954000.0,2613.0
12955000.0,2601.0
12956000.0,2624.0
12957000.0,2637.0
12958000.0,2630.0
12959000.0,2630.0
12960000.0,2636.0
12961000.0,2642.0
12962000.0,2631.0
12963000.0,2644.0
12964000.0,2649.0
12965000.0,2658.0
12966000.0,2644.0
12967000.0,2650.0
12968000.0,2641.0
12969000.0,2644.0
12970000.0,2645.0
12971000.0,2631.0
12972000.0,2632.0
12973000.0,2624.0
12974000.0,2616.0
12975000.0,2617.0
12976000.0,2627.0
12977000.0,2625.0
12978000.0,2625.0
12979000.0,2635.0
12980000.0,2633.0
12981000.0,2643.0
12982000.0,2637.0
12983000.0,2628.0
12984000.0,2616.0
12985000.0,2632.0
12986000.0,2647.0
12987000.0,2642.0
12988000.0,2637.0
12989000.0,2635.0
12990000.0,2630.0
12991000.0,2630.0
12992000.0,2633.0
12993000.0,2631.0
12994000.0,2644.0
12995000.0,2643.0
12996000.0,2658.0
12997000.0,2667.0
12998000.0,2668.0
12999000.0,2673.0
13000000.0,2668.0
