step etot ke peBond peAngle temp press stressX stressY stressZ stressX_N stressY_N stressZ_N AvBondForce NumMons BoxLength BoxVol CurrentConc ConcPref P_add P_remov NreactNuc NreactDeath T_den_add T_den_remov T_id_add T_id_remov NumTot
9900000 23047.7934224302 19012.6822428892 1652.90762389454 3974.96101703771 0.999063726275673 0.164116958216377 -10193.8012281321 -8294.09835436417 -10643.270538706 -355.552669068291 1244.99531432445 -976.108135749783 -1.45289203288014 7 30.310889 59167.4994828887 0.000118308193876343 0.000253519698480572 0.00417156832722711 0.00146857038591033 0 0 0.444963531892463 2.20287417518891 0.937507914296958 0.0666661038769675 1444
9900020 23085.626384069 19036.9938110744 1660.02315911882 3967.34309866099 1.00034123176345 0.150974986209582 -8492.8634674548 -8069.37152635352 -10286.597052889 1327.08342709444 1480.86089299477 -539.120508411353 -1.65244960466099 7 30.367889 59278.7646942299 0.000118086131452084 0.000253519698480572 0.00440603873896798 0.00139041939281785 0 0 0.469091365922959 2.08956878022742 0.939270909473871 0.0665409727583376 1444
9900040 23009.3765685375 18968.0455159002 1666.31450754514 3950.8932933786 0.996718190058077 0.140904167158467 -6871.91079191817 -8493.45674679807 -9742.01599672518 2865.38665144763 1106.16337912574 27.0550872819935 -1.78914121553868 7 30.427889 59395.8859693259 0.000117853280336875 0.000253519698480572 0.00466708330604788 0.00131264888720296 0 0 0.495903828511473 1.97659025188203 0.941126693870624 0.0664097622637322 1444
9900060 23065.6455944711 19040.0929996364 1677.77341370326 3931.54983092946 1.00050408552778 0.135855675814097 -6062.85104213334 -8785.43222416957 -9407.25619045776 3670.52234974755 846.061817082048 317.46796224393 -1.86049394923235 7 30.487889 59513.0072444219 0.000117621345721126 0.000253519698480572 0.00494357475785971 0.00123923314771905 0 0 0.524248845741334 1.86972023165949 0.94298247826737 0.0662790682122082 1444
9900080 23008.9208703393 19021.6980686825 1671.25277789123 3918.07230594853 0.999537482918606 0.132535198927146 -5688.14145443395 -8932.02186155171 -9089.109520171 4041.6058507278 722.542347299496 511.813860692767 -1.88921891845822 7 30.547889 59630.1285195179 0.000117390322204467 0.000253519698480572 0.00523642607853936 0.0011699280418136 0 0 0.554214015822606 1.76862844555072 0.94483826266412 0.0661488875606828 1444
9900100 23060.8321425851 19035.9696929581 1663.30845380178 3908.2928092017 1.0002874171965 0.132999295589263 -5629.65346899357 -9084.07488046977 -9125.29805877483 4126.39803655449 627.368144454842 515.826355001759 -1.8987964174337 7 30.607889 59747.2497946139 0.000117160204428875 0.000253519698480572 0.00554660415539017 0.00110450314039697 0 0 0.585891943929538 1.67300247675815 0.946694047060874 0.0660192172899357 1444
9900120 23083.9023554305 19074.0832288839 1656.51787317843 3901.92310616122 1.00229017781372 0.135328545673166 -5680.23612532702 -9362.61869444124 -9261.22000373951 4132.07817870883 347.877605990787 402.471276211392 -1.87612192910759 7 30.667889 59864.3710697099 0.000116930987078253 0.000253519698480572 0.0058751329581277 0.00104274094762265 0 0 0.61938052839032 1.58254680019428 0.94854983145762 0.0658900544043714 1444
9900140 23055.8239131976 19011.3861335804 1672.90448882546 3898.42560616899 0.998995619325841 0.136713853600519 -5939.25124359761 -9269.92242746179 -9391.72921844586 3898.15448494565 402.476892691917 372.062860539328 -1.86666706218073 7 30.727889 59981.4923448059 0.00011670266487803 0.000253519698480572 0.00622309690545668 0.000984436174020601 0 0 0.654783263234657 1.49698186918299 0.95040561585437 0.0657613959317943 1444
9900160 23040.7190345125 18955.7639989257 1711.22694141072 3898.61296771608 0.99607283039992 0.138474360809801 -6457.60119414808 -8904.35419089173 -9604.39593467336 3406.70318873982 674.165690808959 186.018061024201 -1.84496145273469 7 30.787889 60098.6136199019 0.000116475232594749 0.000253519698480572 0.00659164443001113 0.000929395050539288 0 0 0.692209558034472 1.4160432515408 0.952261400251117 0.0656332389231763 1444
9900180 23117.1707495591 18969.4375200923 1765.00605452755 3898.63347118899 0.996791336018093 0.14308684218915 -7075.82312125911 -8759.3293688342 -10013.0855785795 2757.59127538788 801.29201212802 -213.931432495532 -1.793492931239 7 30.847889 60215.7348949979 0.00011624868503567 0.000253519698480572 0.0069819917533369 0.000877434681190993 0 0 0.731775076026292 1.33948081236856 0.954117184647874 0.0655055804524332 1444
9900200 23153.0891358116 18969.2672382419 1810.91185352123 3903.07761997234 0.996782388179076 0.146906906300174 -7713.97221446477 -8532.15794590897 -10343.8095842318 2070.872871874 1003.11241545818 -559.678182397031 -1.74716209321631 7 30.907889 60332.8561700939 0.000116023017048376 0.000253519698480572 0.00739542688327727 0.000828382432124386 0 0 0.773602091559984 1.26705794102776 0.955972969044621 0.0653784176162025 1444
9900220 23095.996126751 18911.6792815539 1838.50285847636 3900.0047902745 0.993756300756885 0.149773348168051 -8115.8276465207 -8379.23671128957 -10666.3221981376 1586.76205227383 1190.50332588759 -792.188301390323 -1.71878042610975 7 30.967889 60449.9774451899 0.00011579822352038 0.000253519698480572 0.00783331384685692 0.000782075355071508 0 0 0.817819867978773 1.19855081991257 0.957828753441368 0.0652517475336221 1444
9900240 23073.0318413055 18908.7618224177 1850.1019521161 3894.55668035472 0.993602996369915 0.151794126752108 -8332.78559036281 -8207.28010799183 -11041.1238821089 1317.47351014818 1398.55892076196 -1083.89982084892 -1.72268112170886 7 31.027889 60567.0987202859 0.00011557429937874 0.000253519698480572 0.00829709717252253 0.000738359643232273 0 0 0.864565057098175 1.13374773275789 0.959684537838123 0.0651255673461134 1444
9900260 23069.0886372882 18954.3175322489 1852.23525369798 3893.21766408521 0.995996822587366 0.148860853506988 -8171.95227986837 -8108.35947687063 -10820.2025920162 1429.2076951474 1549.05186076957 -875.845834581945 -1.78457731048414 7 31.087889 60684.2199953819 0.000115351239589678 0.000253519698480572 0.00878830663641747 0.000697090117768647 0 0 0.913982121518439 1.07244841034561 0.961540322234867 0.0649998742171664 1444
9900280 23116.8513038597 18989.3155901637 1866.91927042797 3894.65889440669 0.997835873474881 0.142283788703128 -7606.73788996731 -7897.19894596797 -10449.1987466512 1910.08213389288 1758.23446734315 -519.435081444592 -1.89028247744652 7 31.147889 60801.3412704779 0.000115129039158201 0.000253519698480572 0.00930856228823228 0.000658129743184068 0 0 0.966223781075717 1.0144634115872 0.963396106631619 0.0648746653321264 1444
9900300 23171.5849935947 19029.145400176 1892.38229682872 3894.78338399379 0.999928819535798 0.136635423311265 -6917.12009133998 -7908.48680401763 -10145.2528568001 2533.44867328961 1735.57779108675 -278.323647149255 -1.97283674395897 7 31.207889 60918.4625455739 0.000114907693127731 0.000253519698480572 0.00985957977308135 0.000621349169960885 0 0 1.0214514848116 0.959613538069846 0.965251891028372 0.0647499378979853 1444
9900320 23143.0883483096 18965.3851808708 1932.09618701606 3892.62613210642 0.996578396829866 0.127861506541141 -6204.56881867935 -7624.38352607432 -9583.35275503306 3244.51967843119 2027.68715955897 267.60008424209 -2.09026614162703 7 31.267889 61035.5838206699 0.000114687196579734 0.000253519698480572 0.0104431759668288 0.000586626302920334 0 0 1.07983590991956 0.907729280256825 0.967107675425121 0.0646256891431726 1444
9900340 23101.2500602574 18878.5562787539 1958.47211644315 3884.32030494154 0.992015778815789 0.121401580291679 -5550.14401816534 -7500.14090382483 -9221.82019122078 3992.04823531756 2121.46232600217 626.109842850641 -2.17474625172876 7 31.327889 61152.7050957659 0.000114467544633355 0.000253519698480572 0.0110612749433091 0.000553845893856288 0 0 1.14155748921044 0.858650293630602 0.968963459821869 0.0645019163173497 1444
9900360 23078.9913630034 18871.1536092414 1962.33785296128 3878.45374276963 0.991626789061842 0.113819155011689 -4799.56920567311 -7605.3616173803 -8516.10877267995 4803.88955968552 2020.8370537492 1179.88194474139 -2.2648795835123 7 31.387889 61269.8263708619 0.000114248732445062 0.000253519698480572 0.0117159142929718 0.000522899157075795 0 0 1.20680696872687 0.812224903159803 0.970819244218616 0.0643786166912093 1444
9900380 23166.3028751706 18966.4197522501 1971.49630634199 3876.33984633316 0.996632760686796 0.108459495753822 -4343.9035310478 -7698.23651104244 -7931.85212055046 5250.20814412176 1911.19129120056 1618.1690907676 -2.34395090481846 7 31.447889 61386.9476459579 0.000114030755208284 0.000253519698480572 0.0124092518136278 0.000493683406556334 0 0 1.27578599723 0.768309634558587 0.972675028615371 0.0642557875562718 1444
9900400 23201.6179428371 18975.2415882624 1983.66841091021 3878.13214249085 0.997096323704706 0.106336739421144 -3960.25405392487 -7776.63203340647 -7883.54036326326 5572.83026641571 1833.63700532523 1699.04341683749 -2.39339997276697 7 31.507889 61504.0689210539 0.000113813608153066 0.000253519698480572 0.013143572595194 0.000466101713502708 0 0 1.34870774938038 0.726768770889819 0.974530813012116 0.06413342622469 1444
9900420 23329.2702887246 19076.9748187703 1996.36554571187 3873.79681865547 1.00244212284335 0.109136743609089 -3982.30190694265 -7897.04048850732 -8296.06571052238 5498.16466366193 1718.43468007405 1364.08483779816 -2.39382131266517 7 31.567889 61621.1901961499 0.000113597286545714 0.000253519698480572 0.0139212965216141 0.000440062583154928 0 0 1.42579758453858 0.687473933141757 0.97638659740887 0.0640115300290501 1444
9900440 23370.9929454921 19091.6998102767 2005.53398840522 3865.42480872864 1.00321588031196 0.11461857280218 -4219.93866861312 -8064.86164338868 -8944.27113215018 5233.77426354913 1527.31282032608 785.6242144482 -2.3374841763396 7 31.627889 61738.3114712459 0.000113381785688457 0.000253519698480572 0.0147449862145017 0.000415479649763391 0 0 1.50729374322198 0.650303683482086 0.978242381805616 0.0638900963221803 1444
9900460 23333.4047809104 19044.7393756941 1995.72104340736 3856.93305649224 1.00074823970438 0.116372603933808 -4201.89950393329 -8022.92489283586 -9370.008931664 5185.93413811738 1551.73479353935 366.543416246345 -2.31745391413482 7 31.687889 61855.4327463419 0.000113167100919102 0.000253519698480572 0.0156173554444932 0.000392271388708603 0 0 1.5934480833697 0.615143149963133 0.980098166202367 0.0637691224769572 1444
9900480 23360.0002765159 19052.060254004 1995.77898013086 3852.43269261644 1.00113293155745 0.114225463964638 -3969.08550073283 -7812.65205512159 -9454.79365266258 5350.48681834239 1806.56426836755 224.497519611832 -2.35269645208363 7 31.747889 61972.5540214379 0.000112953227610702 0.000253519698480572 0.016541278037821 0.000370360844800492 0 0 1.68452685869115 0.581883671518512 0.981953950599122 0.0636486058861181 1444
9900500 23339.8655347583 19006.0879644822 2018.66750580532 3850.44285947617 0.998717215232504 0.111527296738742 -3736.15153863969 -7488.51049212559 -9549.41889286075 5528.2324738182 2185.31080982452 111.567623528389 -2.39205193383207 7 31.807889 62089.6752965339 0.000112740161171221 0.000253519698480572 0.0175197973072443 0.000349675375846617 0 0 1.78081154150379 0.550422462153984 0.98380973499587 0.0635285439620727 1444
9900520 23366.3879864459 19023.5644104351 2052.58630414496 3839.08102238054 0.999635554002002 0.110554681877489 -3602.40360305451 -7425.35357392082 -9604.00063980749 5617.4375721852 2257.85493615537 65.3797511759248 -2.41829944381977 7 31.867889 62206.7965716299 0.000112527897043206 0.000253519698480572 0.0185561360381776 0.000330146410630036 0 0 1.88259969260284 0.520662293294818 0.985665519392615 0.0634089341367178 1444
9900540 23361.0984279554 19010.5169502281 2080.26741797231 3827.70379780832 0.998949946151081 0.110922304543408 -3534.35700435753 -7511.32811881437 -9693.65266402679 5631.41476914366 2189.59060211632 90.8373607858359 -2.43478251634566 7 31.927889 62323.9178467259 0.000112316430703461 0.000253519698480572 0.0196537070626727 0.000311709220486067 0 0 1.99020588085102 0.492511193308111 0.987521303789368 0.063289773861254 1444
9900560 23326.1788028207 18951.6033977189 2097.9364718983 3821.27253280875 0.995854202344601 0.109918454150364 -3373.24012737755 -7311.07576843867 -9905.95159162308 5715.80473443092 2398.66421099161 -47.5828101429788 -2.45803979096713 7 31.987889 62441.0391218219 0.00011210575766273 0.000253519698480572 0.0208161244558382 0.000294302703712439 0 0 2.10396265533111 0.465882163270903 0.989377088186116 0.0631710606060071 1444
9900580 23398.1716738077 18969.5997523639 2119.11430085027 3812.10039367999 0.996799860874063 0.109741800886634 -3195.13509187667 -7484.17004015945 -9916.43041430184 5843.1579831175 2215.63411909848 -59.7633566523242 -2.46897525077247 7 32.047889 62558.1603969179 0.000111895873465372 0.000253519698480572 0.0220472153912914 0.00027786918209125 0 0 2.22422157306413 0.440692908106501 0.991232872582868 0.0630527918602444 1444
9900600 23459.3646705297 19019.7298380056 2125.65623948045 3805.93718504851 0.999434057854791 0.108825728590759 -2947.3425304664 -7712.78482374381 -9801.92222355357 6118.02116855466 1960.99501184416 -41.4325334034604 -2.47776809137071 7 32.107889 62675.2816720139 0.000111686773689055 0.000253519698480572 0.0233510326944149 0.000262354208841156 0 0 2.35135428547083 0.416865582257622 0.993088656979616 0.062934965132003 1444
9900620 23495.9674182713 19074.7744318227 2115.51950563011 3809.56334354033 1.00232649861132 0.109784949476305 -3097.18982690432 -8131.7682266806 -9452.0243015479 5993.32348680798 1491.43006738464 205.239488278869 -2.45844328783264 7 32.167889 62792.4029471099 0.000111478453944438 0.000253519698480572 0.0247318681344569 0.000247706387356644 0 0 2.48575368693389 0.394326549110264 0.99494444137637 0.0628175779479101 1444
9900640 23431.5938549927 19001.6430863901 2124.73329151325 3820.23337549641 0.998483649215212 0.109521528670974 -3104.8188486107 -8429.71639681784 -9135.30653691049 6010.69583219479 1118.1438302043 549.882765825019 -2.45645353818536 7 32.227889 62909.5242222059 0.00011127090987487 0.000253519698480572 0.0261942664989065 0.000233877200127858 0 0 2.62783512900895 0.373006153425013 0.996800225773119 0.0627006278530136 1444
9900660 23413.48625138 18983.3697131076 2144.41727207871 3829.38139804315 0.997523434124568 0.10647615755823 -2788.81077685454 -8572.97067188157 -8770.72366027631 6283.52050769053 918.4687612253 910.992252587371 -2.50021945833 7 32.287889 63026.6454973019 0.00011106413715608 0.000253519698480572 0.0277430404961566 0.000220820847268558 0 0 2.77803770403761 0.352838506072877 0.998656010169867 0.0625841124106075 1444
9900680 23475.8949952267 18995.1576841407 2162.73107032406 3840.46850159094 0.998142859312193 0.103096461138694 -2724.14391969395 -8203.36191661341 -8602.19085529654 6328.74373046629 1259.32946328369 1198.68106894616 -2.57381139153841 7 32.347889 63143.7667723979 0.000110858131495885 0.000253519698480572 0.0293832865351798 0.000208494094111351 0 0 2.9368256021317 0.333761280409424 1.00051179456662 0.0624680292020669 1444
9900700 23502.5272258294 18995.2521543622 2189.66562669252 3842.71066084423 0.998147823460353 0.10275424175067 -2913.4233938346 -8072.51235029453 -8515.03800725381 6139.86329692334 1458.70362526387 1379.02416050714 -2.59392013448831 7 32.407889 63260.8880474939 0.000110652888633885 0.000253519698480572 0.0311204014337463 0.000196856127361008 0 0 3.10468954571839 0.315715519659132 1.00236757896337 0.0623523758266769 1444
9900720 23471.1017987606 18927.1353586966 2231.81399948587 3832.17568763777 0.99456847474825 0.102758939434592 -3099.59166743941 -7937.20774840379 -8501.17164855195 5995.82682284706 1695.73305029539 1458.13872457504 -2.59059073366284 7 32.467889 63378.0093225899 0.000110448404341172 0.000253519698480572 0.0329601001097942 0.000185868419323948 0 0 3.28214830608107 0.298645454713479 1.00422336336011 0.0622371499014678 1444
9900740 23496.6680679234 18946.5585602083 2247.80748648254 3813.56777200522 0.995589110123661 0.102035378731624 -3241.85568280289 -7942.62396150948 -8251.76945013416 5893.00789508197 1763.44653013634 1583.63013202943 -2.59146285110327 7 32.527889 63495.1305976859 0.000110244674420043 0.000253519698480572 0.0349084343137993 0.000175494599760556 0 0 3.46975030658674 0.282498331780853 1.00607914775687 0.0621223490610541 1444
9900760 23527.5415417975 18960.3975765714 2244.09643702044 3805.79695205067 0.996316312055458 0.101492676596148 -3365.35155126459 -7924.04528468605 -8079.13628468035 5817.09657380437 1798.19722125461 1660.0409678682 -2.5912496655759 7 32.587889 63612.2518727819 0.000110041694703707 0.000253519698480572 0.0369718124632355 0.000165700334931081 0 0 3.66807531754447 0.267224249354546 1.00793493215362 0.0620079709574689 1444
9900780 23658.5701901132 19063.3007281425 2240.38435847323 3806.05470721563 1.00172358730157 0.0985289613587389 -3088.94448381571 -7825.83455041706 -7922.78779867893 6136.34007270918 1858.05574037003 1661.41468491244 -2.63299706014004 7 32.647889 63729.3731478779 0.000109839461056006 0.000253519698480572 0.0391570206440881 0.000156453213431416 0 0 3.87773624794806 0.252776003996027 1.00979071655037 0.0618940132600067 1444
9900800 23688.942798346 19068.1754024929 2242.73666082375 3809.31676775414 1.00197973792033 0.0934302226936227 -2827.25854043545 -7264.42678414123 -7803.89125186016 6451.72790659614 2347.99015780257 1624.49605369597 -2.68714196598033 7 32.707889 63846.4944229739 0.000109637969371129 0.000253519698480572 0.0414712448478297 0.000147722638436492 0 0 4.0993810396224 0.239108944455927 1.01164650094712 0.0617804736550627 1444
9900820 23709.2524880032 19050.2026045742 2256.35460205335 3811.61143023283 1.00103531723151 0.0876501727466355 -2299.27489814621 -6604.44544829129 -7915.54554986833 6971.55852969242 2957.66608837051 1504.32451556277 -2.77194898701594 7 32.767889 63963.6156980699 0.000109437215573341 0.000253519698480572 0.043922094516666 0.000139479725991738 0 0 4.33369466964386 0.22618083368282 1.01350228534387 0.0616673498459797 1444
9900840 23707.1538652407 19014.642720873 2278.99208490926 3811.73448719491 0.999166743956963 0.0819359755675068 -1582.2510135623 -5946.89396400786 -8222.40811937343 7682.71901985323 3589.69444184978 1237.06722056365 -2.86259725272038 7 32.827889 64080.7369731659 0.0001092371956167 0.000253519698480572 0.0465176274738041 0.000131697209012159 0 0 4.58140126720885 0.213951718292498 1.01535806974062 0.0615546395528885 1444
9900860 23712.7459150858 18984.2693045548 2296.0774579016 3813.29765643169 0.997570705160392 0.0768891808169562 -883.35491629238 -5335.1298542323 -8589.87742221135 8357.45697835035 4167.16171959433 957.279572008941 -2.94367866019979 7 32.887889 64197.8582482619 0.000109037905484791 0.000253519698480572 0.0492663763202816 0.000124349346668818 0 0 4.84326635150497 0.202383805095123 1.01721385413736 0.0614423405125584 1444
9900880 23696.489152668 19007.9706040286 2295.53383271309 3805.68728978234 0.998816142719772 0.0757635112742763 -629.195991636306 -5146.65011817982 -8842.3399188523 8586.76102412793 4307.63339799744 720.246316203731 -2.9683482368865 7 32.947889 64314.9795233579 0.000108839341190457 0.000253519698480572 0.0521773763844655 0.000117411838859556 0 0 5.12009919749155 0.191441344297974 1.01906963853412 0.0613304504782454 1444
9900900 23645.3724504308 18972.7014979492 2275.6809891441 3803.00461590268 0.996962849002875 0.0776038367125679 -751.888666536935 -5353.14987133241 -8895.49615036355 8426.65121667862 4108.9892220091 730.318728406139 -2.95103783144644 7 33.007889 64432.1007984539 0.000108641498775529 0.000253519698480572 0.0552601953154897 0.000110861745478656 0 0 5.41275533690295 0.181090519023442 1.02092542293087 0.0612189672195402 1444
9900920 23776.094144422 19112.4661099949 2255.31905519433 3803.61867466509 1.00430709177347 0.0831851482383291 -1033.58486092303 -5929.94839665973 -9145.07656298848 8078.34868683157 3557.41556695068 550.391462034797 -2.90563006217204 7 33.067889 64549.2220735499 0.000108444374310568 0.000253519698480572 0.0585249644173377 0.000104677410215603 0 0 5.72213920221076 0.171299340800388 1.02278120732761 0.0611078885222226 1444
9900940 23768.8380537226 19076.8707948709 2266.7277844502 3805.9875417155 1.00243665667591 0.0871371527473347 -1342.07840896552 -6344.9984802864 -9217.44622469582 7691.02684572382 3188.41281519663 497.189672511924 -2.85045497614372 7 33.127889 64666.3433486459 0.0001082479638946 0.000253519698480572 0.0619824118257181 9.88383886285943e-05 0 0 6.04920692170282 0.162037550706058 1.02463699172437 0.0609972121881123 1444
